,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,38.62,29.68,24.66,47.81,31.64,66.14,46.13,42.36,32.22,41.13,Upgrade
1,Short-Term Investments,7.94,20.68,0.35,-,0.89,2.53,1.92,29.09,8.42,14.46,Upgrade
2,Cash & Short-Term Investments,46.56,50.36,25.01,47.81,32.53,68.67,48.05,71.45,40.64,55.59,Upgrade
3,Cash Growth,86.19%,5.33%,-23.13%,-30.38%,-32.30%,-3.89%,18.23%,28.54%,8.44%,-4.89%,Upgrade
4,Accounts Receivable,35.33,34.53,29.96,34.12,43.56,32.16,36.97,30.3,34.23,29.51,Upgrade
5,Other Receivables,-,0.63,0.49,1.26,1.04,3.06,0.58,3.99,0.38,0.95,Upgrade
6,Receivables,35.33,35.28,30.45,35.49,44.6,35.34,37.55,34.41,34.6,30.47,Upgrade
7,Inventory,148.76,137.68,151.51,140.53,127.1,101.65,116.61,91.67,107.93,95.83,Upgrade
8,Prepaid Expenses,8.41,9.33,11.66,17.36,20.28,9.72,11.55,8.08,13.18,15.98,Upgrade
9,Other Current Assets,-,-,15.93,-,-,1.08,-,0.71,-,3.81,Upgrade
10,Total Current Assets,239.06,232.65,234.56,241.19,224.5,216.45,213.77,206.32,196.36,201.67,Upgrade
11,"Property, Plant & Equipment",134.43,142.79,150.46,157.23,159.3,163.18,167.63,169.51,165.28,154.15,Upgrade
12,Long-Term Investments,4.55,5.01,3.78,4.17,4.4,4.7,4.77,4.9,5.82,6.02,Upgrade
13,Goodwill,0.73,1.22,1.92,1.88,1.84,1.78,1.88,1.81,4.31,4.42,Upgrade
14,Other Intangible Assets,0.28,0.31,0.34,0.2,0.25,0.32,0.38,0.29,0.27,0.33,Upgrade
15,Long-Term Deferred Tax Assets,0.14,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,0.76,1.53,1.37,1.3,2.11,2.72,2.21,3.71,3.02,2.9,Upgrade
17,Total Assets,379.95,383.51,392.42,405.97,392.39,389.15,390.63,386.54,375.05,369.48,Upgrade
18,Accounts Payable,9.93,18.39,19.62,27.59,18.91,17.51,9.41,6.96,10.46,12.78,Upgrade
19,Accrued Expenses,18.31,8.66,15.73,7.93,17.98,11.1,20.12,10.42,17.21,9.57,Upgrade
20,Short-Term Debt,42.93,40.22,55.71,50.97,39.18,25.68,30.27,26.69,24.09,15,Upgrade
21,Current Portion of Long-Term Debt,1.33,1.44,3.04,5.22,5.97,5.99,5.68,5.68,7.61,9.75,Upgrade
22,Current Portion of Leases,0.35,0.32,0.43,0.44,0.4,0.37,0.39,0.2,0.2,0.11,Upgrade
23,Current Income Taxes Payable,2.42,3.12,1.21,1.17,1.61,1.29,2.23,3.31,2.11,0.98,Upgrade
24,Current Unearned Revenue,-,4.58,-,4.34,-,5.89,-,4.23,-,2.51,Upgrade
25,Other Current Liabilities,0.01,5.62,0.2,8.02,0.01,4.85,0.02,7.37,0.02,8.09,Upgrade
26,Total Current Liabilities,75.27,82.36,95.95,105.69,84.06,72.66,68.11,64.87,61.69,58.79,Upgrade
27,Long-Term Debt,1.33,1.99,2.66,3.43,5.7,8.65,11.59,13.99,16.83,15.38,Upgrade
28,Long-Term Leases,2.7,2.74,2.9,3.04,2.57,2.65,2.69,2.82,2.92,3.02,Upgrade
29,Long-Term Deferred Tax Liabilities,-,0.15,0.58,0.58,0.82,1.67,1.69,2.13,2.32,2.71,Upgrade
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.05,0.44,Upgrade
31,Total Liabilities,80.71,88.73,103.6,114.25,94.63,87.13,85.57,85.27,85.27,81.75,Upgrade
32,Common Stock,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,Upgrade
33,Additional Paid-In Capital,47.36,47.36,47.36,47.36,47.36,47.36,47.36,47.36,47.36,47.36,Upgrade
34,Retained Earnings,149.91,145.07,140.11,141.57,145.74,148.43,151.1,148.6,139.96,138.16,Upgrade
35,Comprehensive Income & Other,86.5,86.9,85.92,87.33,89.2,90.78,91.14,89.87,87.02,86.77,Upgrade
36,Total Common Equity,299,294.56,288.61,291.49,297.53,301.79,304.83,301.06,289.56,287.51,Upgrade
37,Minority Interest,0.24,0.23,0.21,0.23,0.23,0.23,0.23,0.21,0.22,0.21,Upgrade
38,Shareholders' Equity,299.23,294.78,288.82,291.72,297.76,302.02,305.06,301.27,289.78,287.73,Upgrade
39,Total Liabilities & Equity,379.95,383.51,392.42,405.97,392.39,389.15,390.63,386.54,375.05,369.48,Upgrade
40,Total Debt,48.63,46.72,64.74,63.1,53.81,43.33,50.61,49.38,51.64,43.25,Upgrade
