,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,3515,3401,3224,3259,3585,3349,3169,3411,3460,3106,3439,3392,3816,3256,3080,3437,3589,3763,3848,3733,4267,Upgrade
1,Market Cap Growth,1.55%,1.55%,1.75%,-4.47%,3.61%,7.81%,-7.86%,0.57%,-9.34%,-4.60%,11.65%,-1.32%,6.32%,-13.47%,-19.96%,-7.93%,-15.88%,-15.51%,-27.41%,-,-,Upgrade
2,Enterprise Value,3813,3767,3532,3395,3777,3611,3232,3403,3602,3366,3512,3387,3821,3122,2726,2733,2885,2820,2865,2801,3334,Upgrade
3,Last Close Price,10.14,9.81,9.30,8.98,9.88,9.23,8.73,8.98,9.11,8.18,9.05,8.61,9.68,8.26,7.81,8.46,8.83,9.26,9.47,8.95,10.23,Upgrade
4,PE Ratio,13.90,13.34,13.13,13.06,14.93,14.22,12.80,14.07,14.19,13.02,15.04,15.86,18.36,16.00,16.14,18.17,20.36,20.21,19.97,18.56,21.50,Upgrade
5,PS Ratio,0.32,0.30,0.34,0.40,0.48,0.45,0.37,0.33,0.29,0.23,0.24,0.25,0.31,0.32,0.40,0.57,0.70,0.80,0.83,0.81,0.95,Upgrade
6,PB Ratio,1.53,1.36,1.34,1.30,1.47,1.41,1.37,1.42,1.48,1.35,1.56,1.49,1.73,1.51,1.48,1.63,1.76,1.88,1.98,1.87,2.19,Upgrade
7,P/TBV Ratio,1.78,1.78,1.75,1.68,1.91,1.84,1.80,1.85,1.94,1.78,2.07,1.97,2.30,2.01,1.98,2.14,2.18,2.17,2.29,2.16,2.52,Upgrade
8,P/FCF Ratio,14.75,14.27,28.27,-,-403.20,41.77,-,-,20.83,23.63,-418.17,-,-14.08,-,-,-,-,-,24.49,-,28.33,Upgrade
