,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3976,3852,2799,3759,4327,4049,4172,4296,3166,3461,4447,3572,3882,3620,3214,2912,3620,2936,3501,3429,2466,Upgrade
1,Market Cap Growth,-4.85%,-4.85%,-32.92%,-12.50%,36.66%,16.98%,-6.18%,20.27%,-18.44%,-4.40%,38.37%,22.68%,7.25%,23.31%,-8.18%,-15.08%,46.77%,23.83%,29.60%,11.08%,-7.72%,Upgrade
2,Enterprise Value,6084,5987,4846,5922,6490,6145,5910,6664,5534,5687,6554,5299,5610,5206,4614,4528,5236,4493,4982,5149,4186,Upgrade
3,Last Close Price,3.85,3.73,2.71,3.64,4.19,3.92,4.04,4.16,3.98,4.35,5.59,4.49,4.88,4.55,4.04,3.66,4.55,3.69,4.40,4.31,3.10,Upgrade
4,PE Ratio,43.89,42.38,63.77,-,286.45,-,-10.58,-10.84,-,-,-,35.89,37.35,20.99,22.91,46.55,163.42,-,-,-,112.20,Upgrade
5,Forward PE,-,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,Upgrade
6,PS Ratio,0.53,0.51,0.39,0.55,0.63,0.60,0.61,0.62,0.47,0.51,0.68,0.56,0.62,0.60,0.57,0.59,0.83,0.73,0.90,0.84,0.57,Upgrade
7,PB Ratio,1.08,1.05,0.76,1.04,1.19,1.14,1.16,1.20,0.88,-,1.41,1.13,1.23,1.15,1.03,0.94,1.19,0.99,1.18,1.14,0.81,Upgrade
8,P/TBV Ratio,1.29,1.29,0.94,1.29,1.47,1.40,1.43,1.48,1.09,-,1.96,1.56,1.72,1.60,1.44,1.33,1.68,1.42,1.69,1.64,1.16,Upgrade
9,P/FCF Ratio,-,-13.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.42,-,-,-,10.95,Upgrade
10,P/OCF Ratio,115.56,115.56,-,-28.01,-,-,-,-,-22.14,-,-,-43.58,-,18.77,-,14.57,19.28,12.76,13.25,12.89,9.17,Upgrade
11,PEG Ratio,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,Upgrade
12,EV/Sales Ratio,0.81,0.80,0.68,0.86,0.94,0.91,0.86,0.96,0.82,0.84,1.00,0.84,0.90,0.86,0.82,0.92,1.20,1.11,1.29,1.26,0.97,Upgrade
13,EV/EBITDA Ratio,17.34,17.44,16.75,26.69,25.85,54.90,136.72,158.24,-,-,23.27,15.97,16.84,13.30,12.37,15.31,20.76,27.08,30.79,21.76,17.63,Upgrade
14,EV/EBIT Ratio,26.36,25.51,26.65,52.01,45.04,1021.15,-95.70,-111.52,-,-,35.81,22.95,24.03,17.77,16.79,24.43,36.80,79.84,-,37.48,29.46,Upgrade
15,EV/FCF Ratio,-22.09,-21.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.78,-,-,-,18.58,Upgrade
16,Debt / Equity Ratio,0.74,0.74,0.78,0.75,0.71,0.75,0.70,0.71,0.83,-,0.90,0.85,0.77,0.74,0.74,0.65,0.62,0.74,0.72,0.71,0.68,Upgrade
17,Debt / EBITDA Ratio,7.72,7.97,5.93,21.28,5.33,21.34,12.18,10.52,-,-,14.16,8.38,6.48,8.50,5.48,6.13,3.28,10.90,27.85,13.68,8.83,Upgrade
18,Debt / FCF Ratio,-,-9.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.03,-,-,-,9.09,Upgrade
19,Asset Turnover,0.94,1.00,0.80,0.94,0.85,0.93,0.78,-,-,0.96,0.77,0.96,0.90,0.94,0.81,0.93,0.74,0.60,0.54,0.75,Upgrade,
20,Inventory Turnover,3.01,3.11,3.00,2.51,2.87,2.66,2.92,2.59,-,-,3.20,2.67,3.71,3.21,3.71,3.02,3.84,3.13,2.87,2.46,3.43,Upgrade
21,Quick Ratio,0.92,0.92,0.89,0.89,0.97,0.95,1.05,0.86,0.76,-,0.64,0.64,0.72,0.71,0.72,0.72,0.76,0.70,0.74,0.73,0.75,Upgrade
22,Current Ratio,1.70,1.70,1.68,1.75,1.87,1.84,2.01,1.64,1.29,-,1.18,1.20,1.24,1.28,1.25,1.24,1.24,1.22,1.19,1.18,1.18,Upgrade
23,Return on Equity (ROE),2.04%,6.29%,-3.01%,4.65%,-2.61%,0.09%,0.07%,-,-,-0.34%,2.88%,2.21%,2.97%,4.47%,3.59%,11.49%,-1.21%,-5.79%,-1.63%,1.42%,Upgrade,
24,Return on Assets (ROA),1.74%,2.63%,0.14%,2.69%,0.17%,0.62%,1.08%,-,-,0.69%,1.89%,2.15%,1.59%,2.52%,2.22%,4.65%,1.06%,-0.84%,0.64%,1.41%,Upgrade,
