,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Premiums & Annuity Revenue,135680,133839,133002,131919,131682,132468,129602,130421,140772,124372,130338,164341,165302,175009,235281,168993,172852,181968,233786,168113,Upgrade
1,Total Interest & Dividend Income,59679,3834,20079,58620,1954,7484,19324,88812,-32695,49040,2005,49194,55063,50012,46190,29412,95580,11361,46481,-47445,Upgrade
2,Gain (Loss) on Sale of Investments,-11797,11797,-,-51273,-822,822,-,-57069,37863,-37863,-,-11605,-21,21,-,40693,-36612,53184,-16572,94744,Upgrade
3,Non-Insurance Activities Revenue,59541,60526,64496,65621,67407,69741,70589,69640,68206,67736,69184,66781,67340,65629,65213,62585,64011,62047,62110,59367,Upgrade
4,Other Revenue,13385,18362,15487,7562,14070,21158,18409,-20453,14467,21146,18721,19918,20948,18290,20110,23094,22474,21834,20618,24210,Upgrade
5,Total Revenue,256488,228358,233064,212449,214291,231673,237924,211351,228613,224431,220248,288629,308632,308961,366794,324777,318305,330394,346423,298989,Upgrade
6,Revenue Growth (YoY),19.69%,-1.43%,-2.04%,0.52%,-6.26%,3.23%,8.03%,-26.77%,-25.93%,-27.36%,-39.95%,-11.13%,-3.04%,-6.49%,5.88%,8.63%,13.58%,9.80%,-11.02%,9.84%,Upgrade
7,Policy Benefits,111529,106034,107221,113162,111549,105099,103560,112861,116297,88827,108550,140414,140973,148288,188987,150189,134273,157993,172296,142131,Upgrade
8,Policy Acquisition & Underwriting Costs,-,-,-,-,-,-,-,-,-,-,-,16421,18118,19604,26568,19892,24775,27891,29463,26263,Upgrade
9,"Selling, General & Administrative",22111,18009,18833,19991,21909,18426,19886,15964,21626,18525,20286,48176,43570,40970,42067,44692,50679,45307,38030,48247,Upgrade
10,Provision for Bad Debts,-281,281,-,152,-2171,2171,-,-23,225,-225,-,242,-197,197,-,417,-1297,1297,-,202,Upgrade
11,Non-Insurance Activities Expense,27204,28397,29833,30026,29689,29422,28241,27791,26882,26379,26564,26247,26264,24455,25045,24581,24092,24735,25179,24584,Upgrade
12,Other Operating Expenses,11450,6609,8990,20039,11857,6491,10091,12322,9092,4945,6589,13856,7879,11493,8222,11648,7766,-3718,20216,11247,Upgrade
13,Reinsurance Income or Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-3,-,Upgrade
