,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,168,354,390,606,756,1014,1368,1272,930,558,606,Upgrade
1,Market Cap Growth,-41.58%,-41.58%,-48.41%,-40.24%,-44.74%,-20.28%,47.10%,127.96%,53.47%,-21.85%,-1.94%,Upgrade
2,Enterprise Value,1871,2387,2234,2692,2619,2742,2615,2515,2338,2050,1868,Upgrade
3,Last Close Price,0.28,0.59,0.65,1.01,1.23,1.61,2.07,1.89,1.33,0.80,0.83,Upgrade
4,PE Ratio,-,-,29.83,48.15,8.23,4.26,3.22,3.31,5.39,5.55,4.52,Upgrade
5,Forward PE,-,4.70,4.70,4.70,4.70,4.70,4.70,4.70,4.70,4.70,4.70,Upgrade
6,PS Ratio,0.02,0.03,0.03,0.05,0.06,0.08,0.10,0.09,0.07,0.06,0.06,Upgrade
7,PB Ratio,0.07,0.14,0.14,0.23,0.27,0.35,0.46,0.46,0.36,0.25,0.27,Upgrade
8,P/TBV Ratio,0.14,0.14,0.15,0.23,0.28,0.35,0.46,0.46,0.37,0.25,0.27,Upgrade
9,P/FCF Ratio,2.24,4.73,-,-7.43,-,-,-,3.68,2.50,-4.25,-,Upgrade
10,P/OCF Ratio,1.14,1.14,0.97,1.37,5.90,-27.67,-,1.61,1.27,3.09,-,Upgrade
11,EV/Sales Ratio,0.17,0.22,0.18,0.23,0.21,0.22,0.18,0.17,0.19,0.20,0.18,Upgrade
12,EV/EBITDA Ratio,9.43,15.09,7.79,9.18,6.16,4.50,3.81,3.82,4.33,5.31,4.55,Upgrade
13,EV/EBIT Ratio,-,-,22.28,23.96,10.91,6.50,5.34,5.42,6.48,8.61,7.04,Upgrade
14,EV/FCF Ratio,24.98,31.87,-,-33.01,-,-,-,7.28,6.27,-15.63,-,Upgrade
15,Debt / Equity Ratio,0.96,0.96,1.06,0.98,1.05,1.05,0.98,0.84,0.87,1.05,1.10,Upgrade
16,Debt / FCF Ratio,32.56,32.56,-,-31.93,-,-,-,6.76,5.99,-18.10,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,2.79%,3.48%,7.29%,11.40%,12.19%,13.30%,12.73%,9.28%,10.51%,Upgrade
18,Earnings Yield,-59.61%,-28.29%,3.35%,2.08%,12.15%,23.46%,31.03%,30.19%,18.54%,18.01%,22.14%,Upgrade
19,FCF Yield,44.58%,21.16%,7.67%,-13.46%,-59.20%,-62.87%,-29.01%,27.15%,40.08%,-23.50%,-35.38%,Upgrade
20,Dividend Yield,0.00%,-,-,-,4.86%,6.98%,6.28%,2.54%,-,-,-,Upgrade
21,Total Shareholder Return,-,-,-,4.86%,6.98%,6.28%,2.54%,-,-,-,Upgrade,
