,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4515,5707,5271,5767,5156,5515,6125,6193,4441,4785,Upgrade
1,Revenue Growth (YoY),-14.34%,-1.05%,2.23%,4.58%,-15.81%,-10.96%,37.91%,29.42%,-1.95%,-4.29%,Upgrade
2,Cost of Revenue,4504,5553,5005,5468,4740,5005,5641,5759,4127,4457,Upgrade
3,Gross Profit,11.25,153.94,266.2,299.26,416.47,510.01,483.27,434.53,314.26,328.4,Upgrade
4,"Selling, General & Admin",355.5,374.35,410.02,399.6,360.56,413.82,379.51,356.94,272.27,315.02,Upgrade
5,Other Operating Expenses,-280.95,-259.31,-195.92,-152.22,-104.59,-103.42,-95.43,-109.03,-75.22,-86.53,Upgrade
6,Operating Expenses,74.55,115.04,214.1,247.38,255.97,310.4,284.08,247.92,197.05,228.49,Upgrade
7,Operating Income,-63.3,38.9,52.1,51.88,160.5,199.61,199.19,186.62,117.21,99.91,Upgrade
8,Interest Expense,-49.21,-43.43,-51.74,-58.18,-49.19,-45.94,-47.77,-51.6,-51.42,-54.29,Upgrade
9,Interest & Investment Income,4.67,6.53,4.71,5.6,3.47,4.21,2.12,4.89,3.41,3.99,Upgrade
10,EBT Excluding Unusual Items,-107.84,2,5.07,-0.7,114.78,157.88,153.54,139.91,69.2,49.62,Upgrade
11,Gain (Loss) on Sale of Investments,0.02,-0.35,-0.05,-0.32,-0.17,0.1,145.2,-,-,-,Upgrade
12,Gain (Loss) on Sale of Assets,11.51,1.57,9.76,7.36,8.45,15.55,-5.95,-6.79,1.42,1.46,Upgrade
13,Pretax Income,-96.31,3.21,14.79,6.34,123.06,173.53,292.79,133.12,70.62,51.07,Upgrade
14,Income Tax Expense,0.56,-0.45,6.58,2.9,45.24,48.3,72.17,34.4,24.14,5.96,Upgrade
15,Earnings From Continuing Operations,-96.87,3.66,8.21,3.44,77.83,125.23,220.62,98.72,46.47,45.11,Upgrade
16,Net Income,-96.87,3.66,8.21,3.44,77.83,125.23,220.62,98.72,46.47,45.11,Upgrade
17,Net Income to Common,-96.87,3.66,8.21,3.44,77.83,125.23,220.62,98.72,46.47,45.11,Upgrade
18,Net Income Growth,-,6.37%,-89.45%,-97.25%,-64.72%,26.86%,374.74%,118.84%,-37.89%,-59.54%,Upgrade
19,Shares Outstanding (Basic),600,600,600,600,600,600,600,600,600,600,Upgrade
20,Shares Outstanding (Diluted),600,600,600,600,600,600,600,600,600,600,Upgrade
21,EPS (Basic),-0.16,0.01,0.01,0.01,0.13,0.21,0.37,0.16,0.08,0.08,Upgrade
22,EPS (Diluted),-0.16,0.01,0.01,0.01,0.13,0.21,0.37,0.16,0.08,0.08,Upgrade
23,EPS Growth,-,6.37%,-89.45%,-97.25%,-64.72%,26.86%,374.74%,118.84%,-37.89%,-59.54%,Upgrade
24,Free Cash Flow,192.94,-123.24,150.38,-225.86,-170.02,-374.2,50.9,236.27,77.59,-197.13,Upgrade
25,Free Cash Flow Per Share,0.32,-0.21,0.25,-0.38,-0.28,-0.62,0.08,0.39,0.13,-0.33,Upgrade
26,Dividend Per Share,-,-,-,0.023,0.030,0.066,0.040,-,-,-,Upgrade
27,Dividend Growth,-,-,-,-64.99%,-25.00%,-,-,-,-,-,Upgrade
28,Operating Margin,-1.40%,0.68%,0.99%,0.90%,3.11%,3.62%,3.25%,3.01%,2.64%,2.09%,Upgrade
29,Profit Margin,-2.15%,0.06%,0.16%,0.06%,1.51%,2.27%,3.60%,1.59%,1.05%,0.94%,Upgrade
30,Free Cash Flow Margin,4.27%,-2.16%,2.85%,-3.92%,-3.30%,-6.79%,0.83%,3.81%,1.75%,-4.12%,Upgrade
31,EBITDA,21.8,125.37,134.8,136.52,239.65,280.69,277.67,269.81,184.79,167.27,Upgrade
32,D&A For EBITDA,85.11,86.48,82.7,84.64,79.15,81.08,78.48,83.19,67.58,67.36,Upgrade
33,EBIT,-63.3,38.9,52.1,51.88,160.5,199.61,199.19,186.62,117.21,99.91,Upgrade
34,Advertising Expenses,26.91,-,35.34,-,34.5,-,43.9,-,25.85,-,Upgrade
