,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,676.1,761.13,674.25,726.38,986.23,936.08,780.05,759.75,845.26,904.3,Upgrade
1,Short-Term Investments,5.48,1,26.03,1.74,30.5,32.51,124.34,74.54,34.57,2.59,Upgrade
2,Trading Asset Securities,2.68,2.67,3.02,3.07,3.38,3.55,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,684.26,764.79,703.29,731.19,1020,972.14,904.39,834.29,879.82,906.89,Upgrade
4,Cash Growth,-2.71%,4.60%,-31.06%,-24.79%,12.79%,16.52%,2.79%,-8.01%,-9.86%,-0.50%,Upgrade
5,Accounts Receivable,34.34,37.31,52.04,42.73,43.94,36.48,42.83,46.71,59.81,59.12,Upgrade
6,Other Receivables,419.32,443.94,367.32,327.06,289.03,285.8,260.58,224.54,319.44,320.73,Upgrade
7,Receivables,453.65,481.25,419.35,369.79,332.96,322.28,303.41,271.26,379.24,379.85,Upgrade
8,Inventory,1122,1277,1264,1347,1320,1054,882.64,900.43,1177,1169,Upgrade
9,Other Current Assets,1023,1151,1116,927.61,1128,1259,947.69,995.05,955.99,862.63,Upgrade
10,Total Current Assets,3283,3675,3503,3375,3801,3608,3038,3001,3392,3319,Upgrade
11,"Property, Plant & Equipment",2451,2541,2477,2429,2309,2192,2041,1937,1893,1906,Upgrade
12,Goodwill,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,10.28,Upgrade
13,Other Intangible Assets,10.01,25.45,10.89,25.15,10.27,26.18,10.51,26.73,10.74,27.12,Upgrade
14,Long-Term Deferred Tax Assets,71.67,63.98,50.9,41.73,35.03,30.12,29.05,48.65,37.81,36.5,Upgrade
15,Other Long-Term Assets,23.45,7.24,25.62,32.16,30.44,12.8,21.62,12.72,27.06,11.9,Upgrade
16,Total Assets,5849,6323,6077,5913,6195,5879,5151,5036,5371,5311,Upgrade
17,Accounts Payable,831.22,823.28,828.59,481.31,696.03,632.26,468.19,596.76,828.21,682.34,Upgrade
18,Accrued Expenses,-,40.91,-,48.94,-,79.77,-,71.48,-,63.03,Upgrade
19,Short-Term Debt,344.69,-,336.07,-,381.08,-,-,-,1812,327.22,Upgrade
20,Current Portion of Long-Term Debt,1159,1812,1543,2120,1548,1546,1369,1663,66.19,1692,Upgrade
21,Current Portion of Leases,7.69,16.78,25.56,28.69,27.19,21.56,8.04,7.28,13.71,12.28,Upgrade
22,Current Income Taxes Payable,19.17,25.64,20.83,13.17,12.86,31.4,50.29,29.01,24.97,12.65,Upgrade
23,Current Unearned Revenue,-,178.38,-,172.59,-,192.86,-,183.8,-,166,Upgrade
24,Other Current Liabilities,311.28,161.38,331.12,134.27,371.61,102.69,354.75,97.86,286.36,100.06,Upgrade
25,Total Current Liabilities,2673,3058,3085,2999,3037,2607,2250,2649,3032,3055,Upgrade
26,Long-Term Debt,737.21,709.4,440.43,361.46,582.04,760.77,533.19,197.38,255.48,189.51,Upgrade
27,Long-Term Leases,20.73,71.85,64.54,66.29,72.12,51.29,30.88,13.57,15.73,20.31,Upgrade
28,Long-Term Deferred Tax Liabilities,48.51,20.99,25.01,24.29,26.4,21.49,19.42,17.87,10.41,10.27,Upgrade
29,Total Liabilities,3479,3860,3615,3451,3717,3440,2834,2878,3313,3275,Upgrade
30,Common Stock,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,Upgrade
31,Additional Paid-In Capital,87.28,87.28,87.28,97.84,120.4,161.2,187.6,229.84,229.84,250.96,Upgrade
32,Retained Earnings,1951,2047,2044,2036,2032,1954,1829,1608,1510,1463,Upgrade
33,Comprehensive Income & Other,331.78,327.8,330.36,329.08,325.43,322.99,300.29,319.66,317.85,320.64,Upgrade
34,Total Common Equity,2370,2463,2462,2463,2478,2439,2317,2158,2058,2035,Upgrade
35,Shareholders' Equity,2370,2463,2462,2463,2478,2439,2317,2158,2058,2035,Upgrade
36,Total Liabilities & Equity,5849,6323,6077,5913,6195,5879,5151,5036,5371,5311,Upgrade
37,Total Debt,2269,2610,2410,2576,2610,2380,1941,1881,2163,2241,Upgrade
38,Net Cash (Debt),-1585,-1845,-1706,-1845,-1590,-1408,-1036,-1047,-1283,-1334,Upgrade
39,Net Cash Per Share,-2.64,-3.07,-2.84,-3.07,-2.65,-2.35,-1.73,-1.74,-2.14,-2.22,Upgrade
40,Filing Date Shares Outstanding,600,600,600,600,600,600,600,600,600,600,Upgrade
41,Total Common Shares Outstanding,600,600,600,600,600,600,600,600,600,600,Upgrade
42,Working Capital,609.87,616.92,417.48,376.82,764.21,1001,788.09,351.88,360.14,263.42,Upgrade
43,Book Value Per Share,3.95,4.10,4.10,4.10,4.13,4.06,3.86,3.60,3.43,3.39,Upgrade
44,Tangible Book Value,2350,2427,2441,2427,2458,2402,2297,2121,2037,1998,Upgrade
45,Tangible Book Value Per Share,3.92,4.05,4.07,4.05,4.10,4.00,3.83,3.54,3.39,3.33,Upgrade
46,Buildings,-,1243,-,1197,-,1195,-,1126,-,1143,Upgrade
47,Machinery,-,630.73,-,577.65,-,550.05,-,492.76,-,459.06,Upgrade
48,Construction In Progress,-,713.05,-,638.17,-,362.96,-,261.99,-,128.5,Upgrade
49,Leasehold Improvements,-,222.68,-,159.99,-,122.61,-,80.16,-,68.12,Upgrade
