,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,538.75,730.92,641.85,854.89,680.56,827.4,677.68,521.1,517.85,494.46,Upgrade
1,Revenue Growth (YoY),-16.06%,-14.50%,-5.69%,3.32%,0.43%,58.78%,30.86%,5.39%,-12.64%,-20.28%,Upgrade
2,Cost of Revenue,323.55,512.75,393.85,621.23,415.19,562.14,417.65,274.5,264.91,241.29,Upgrade
3,Gross Profit,215.2,218.17,248,233.66,265.38,265.26,260.03,246.59,252.95,253.17,Upgrade
4,"Selling, General & Admin",103.07,107.72,105.77,114.38,103.99,136.35,97.15,139.05,97.56,141.6,Upgrade
5,Other Operating Expenses,36.59,2.24,43.64,41.59,46.3,18.7,53.98,15.95,53.95,21.62,Upgrade
6,Operating Expenses,188.15,156.26,197.21,205.06,197.9,193.48,191.46,196.43,194.48,210.83,Upgrade
7,Operating Income,27.05,61.91,50.78,28.6,67.48,71.78,68.56,50.17,58.47,42.34,Upgrade
8,Interest Expense,-18.67,-21.39,-22.36,-18.28,-7.45,-2.52,-2.34,-2.65,-3.18,-4.04,Upgrade
9,Interest & Investment Income,1.21,0.45,1.24,0.78,2.02,3.13,1.01,0.05,0.05,0.11,Upgrade
10,Earnings From Equity Investments,7.04,4.9,4.31,6.52,4.81,6.52,4.02,4.81,3.17,6.93,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,0.48,0.23,0.62,-,-,Upgrade
12,Other Non Operating Income (Expenses),0.36,1.33,1.69,0.71,2.21,2.14,1.22,5.29,3.32,2.25,Upgrade
13,EBT Excluding Unusual Items,16.99,47.2,35.67,18.32,69.07,81.54,72.71,58.3,61.84,47.6,Upgrade
14,Gain (Loss) on Sale of Investments,11.41,-5.98,-6.67,14.38,-20.76,-4.91,-1.48,-,-,0.14,Upgrade
15,Gain (Loss) on Sale of Assets,0.02,-38.11,38.11,-0.39,0.03,0.14,-,0.55,0.5,0.01,Upgrade
16,Asset Writedown,-,-,-,-,-,-10.1,-,-0.98,-,-5.01,Upgrade
17,Other Unusual Items,-,-,1.15,-,11.02,-,-,10.32,23.22,-,Upgrade
18,Pretax Income,28.42,3.11,68.26,32.31,59.36,66.67,71.23,68.18,85.55,42.74,Upgrade
19,Income Tax Expense,5.63,4.85,10.14,3.26,12.83,10.95,13.9,8.11,10.41,5.92,Upgrade
20,Earnings From Continuing Operations,22.79,-1.74,58.12,29.05,46.53,55.72,57.34,60.07,75.15,36.82,Upgrade
21,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-4.73,Upgrade
22,Net Income,22.79,-1.74,58.12,29.05,46.53,55.72,57.34,60.07,75.15,32.09,Upgrade
23,Net Income to Common,22.79,-1.74,58.12,29.05,46.53,55.72,57.34,60.07,75.15,32.09,Upgrade
24,Net Income Growth,-60.79%,-,24.90%,-47.86%,-18.85%,-7.24%,-23.70%,87.19%,56.20%,-52.46%,Upgrade
25,Shares Outstanding (Basic),404,404,404,404,404,404,404,404,404,404,Upgrade
26,Shares Outstanding (Diluted),404,404,404,404,404,404,404,404,404,404,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.00%,Upgrade
28,EPS (Basic),0.06,-0.00,0.14,0.07,0.12,0.14,0.14,0.15,0.19,0.08,Upgrade
29,EPS (Diluted),0.06,-0.00,0.14,0.07,0.12,0.14,0.14,0.14,0.19,0.08,Upgrade
30,EPS Growth,-60.79%,-,24.90%,-47.86%,-18.85%,-4.10%,-23.70%,81.02%,56.20%,-52.46%,Upgrade
31,Free Cash Flow,-41.48,109.35,54.33,93.49,75.96,55.16,105.19,70.39,93.72,74.11,Upgrade
32,Free Cash Flow Per Share,-0.10,0.27,0.13,0.23,0.19,0.14,0.26,0.17,0.23,0.18,Upgrade
33,Dividend Per Share,0.030,0.040,0.030,-,-,0.090,0.130,0.140,0.120,0.130,Upgrade
34,Dividend Growth,0%,-,-,-,-,-35.71%,8.33%,7.69%,33.33%,8.33%,Upgrade
35,Operating Margin,5.02%,8.47%,7.91%,3.35%,9.92%,8.67%,10.12%,9.63%,11.29%,8.56%,Upgrade
36,Profit Margin,4.23%,-0.24%,9.05%,3.40%,6.84%,6.73%,8.46%,11.53%,14.51%,6.49%,Upgrade
37,Free Cash Flow Margin,-7.70%,14.96%,8.46%,10.94%,11.16%,6.67%,15.52%,13.51%,18.10%,14.99%,Upgrade
38,EBITDA,75.54,61.4,98.59,30.65,115.09,62.21,108.9,38.65,101.44,23.88,Upgrade
39,D&A For EBITDA,48.49,-0.51,47.81,2.05,47.61,-9.57,40.34,-11.51,42.97,-18.47,Upgrade
40,EBIT,27.05,61.91,50.78,28.6,67.48,71.78,68.56,50.17,58.47,42.34,Upgrade
