,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,3112,3053,2233,2871,3297,2999,2574,2605,2301,2303,2353,2505,2892,2631,2596,2780,2644,2526,2776,2293,2807,Upgrade
1,Market Cap Growth,1.79%,1.79%,-13.25%,10.21%,43.29%,30.23%,9.41%,3.99%,-20.43%,-12.48%,-9.35%,-9.89%,9.39%,4.17%,-6.50%,21.23%,-5.80%,-11.84%,6.82%,-22.23%,20.87%,Upgrade
2,Enterprise Value,2789,2758,1891,2533,2959,2708,2222,2188,1884,1914,1921,2147,2534,2289,2240,2480,2344,2238,2458,2064,2578,Upgrade
3,Last Close Price,17.43,16.90,12.36,15.51,17.81,16.20,13.91,13.60,12.01,11.80,12.05,12.59,14.54,13.23,13.05,13.75,13.08,12.50,13.74,11.19,13.70,Upgrade
4,PE Ratio,29.63,28.65,22.83,32.33,35.32,34.06,27.99,21.88,18.31,19.30,19.43,21.43,26.01,20.89,21.21,24.86,24.55,23.88,25.85,22.19,26.71,Upgrade
5,PS Ratio,3.50,3.38,2.75,3.83,4.35,4.13,3.44,3.15,2.62,2.50,2.58,2.66,3.30,3.15,3.16,3.69,3.75,3.74,4.09,3.54,4.19,Upgrade
6,PB Ratio,3.03,2.97,2.23,2.78,3.26,3.07,2.69,2.52,2.28,2.25,2.36,2.49,2.98,2.78,2.82,2.98,2.92,2.92,3.30,2.67,3.37,Upgrade
7,P/TBV Ratio,3.48,3.48,2.64,3.26,3.84,3.66,3.23,2.97,2.71,2.69,2.83,2.95,3.55,3.38,3.45,3.65,3.60,3.62,4.12,3.32,4.22,Upgrade
8,P/FCF Ratio,144.30,141.56,46.45,43.87,-,43.40,54.37,-,35.35,33.79,-,24.82,27.07,24.62,25.59,32.22,43.72,38.77,29.20,20.38,29.68,Upgrade
