,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4750,3409,3711,4488,3339,3905,7989,11973,9541,7663,7049,Upgrade
1,Market Cap Growth,-24.04%,-24.04%,11.14%,14.93%,-58.21%,-67.38%,-16.26%,56.25%,35.36%,-29.78%,-47.85%,Upgrade
2,Enterprise Value,2854,1983,2305,2963,1766,2107,5628,9887,6981,5358,5029,Upgrade
3,Last Close Price,4.21,2.94,3.16,3.79,2.83,3.32,6.77,9.82,7.40,5.50,4.80,Upgrade
4,PE Ratio,6.46,4.46,50.80,-,-,-,-,7.29,4.55,6.81,42.77,Upgrade
5,Forward PE,7.02,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,11.40,Upgrade
6,PS Ratio,0.89,0.62,0.70,0.97,0.73,0.74,1.32,1.91,1.75,2.80,10.56,Upgrade
7,PB Ratio,1.60,1.13,1.36,1.93,1.23,1.25,2.41,3.27,2.47,2.14,18.82,Upgrade
8,P/TBV Ratio,1.22,1.22,1.47,2.12,1.35,1.36,2.62,3.54,2.48,2.14,18.85,Upgrade
9,P/FCF Ratio,7.63,5.47,-693.77,-,-,-,20.51,12.68,7.57,9.96,57.87,Upgrade
10,P/OCF Ratio,4.40,4.40,28.86,-,-33.99,-,12.10,10.31,7.38,10.18,55.53,Upgrade
11,PEG Ratio,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,Upgrade
12,EV/Sales Ratio,0.52,0.36,0.44,0.64,0.38,0.40,0.93,1.58,1.28,1.96,7.53,Upgrade
13,EV/EBITDA Ratio,3.28,2.47,36.54,-,-,-,-,7.84,5.04,6.42,30.36,Upgrade
14,EV/EBIT Ratio,3.75,2.64,3321.60,-,-,-,-,8.10,5.17,6.58,31.01,Upgrade
15,EV/FCF Ratio,4.58,3.18,-430.96,-,-,-,14.45,10.47,5.54,6.96,41.29,Upgrade
16,Debt / Equity Ratio,0.02,0.02,0.02,0.03,0.02,0.03,0.05,0.03,0.02,0.02,0.03,Upgrade
17,Debt / FCF Ratio,0.10,0.10,-11.82,-,-,-,0.41,0.10,0.07,0.10,0.09,Upgrade
18,Return on Capital Employed (ROCE),24.69%,24.69%,0.03%,-,-,-,-,32.82%,34.50%,22.37%,42.37%,Upgrade
19,Earnings Yield,16.08%,22.40%,1.97%,-15.41%,-15.08%,-9.70%,4.64%,13.72%,21.98%,14.69%,2.34%,Upgrade
20,FCF Yield,13.11%,18.27%,-0.14%,-3.27%,-6.97%,-3.87%,4.88%,7.89%,13.20%,10.04%,1.73%,Upgrade
21,Dividend Yield,4.04%,2.89%,-,-,-,-,-,4.19%,7.00%,4.98%,0.83%,Upgrade
22,Buyback Yield / Dilution,-0.31%,1.07%,-1.69%,-0.75%,0.96%,2.64%,3.30%,4.14%,3.22%,3.12%,3.28%,Upgrade
23,Total Shareholder Return,3.73%,3.96%,-1.69%,-0.75%,0.96%,2.64%,3.30%,8.34%,10.22%,8.10%,4.12%,Upgrade
