,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,57,40,40,49,53,55,79,59,65,38,150,Upgrade
1,Market Cap Growth,-18.67%,-18.67%,-24.39%,-11.76%,-32.23%,-5.56%,21.00%,52.54%,-56.52%,-75.42%,12.75%,Upgrade
2,Enterprise Value,-43,-32,-57,-52,-65,-64,-45,-21,40,25,19,Upgrade
3,Last Close Price,0.09,0.06,0.06,0.07,0.08,0.09,0.12,0.09,0.10,0.06,0.23,Upgrade
4,PE Ratio,-,-,-,-3.25,-,-,-,3242.77,-,-,-,Upgrade
5,PS Ratio,0.40,0.28,0.36,1.25,2.31,2.15,1.96,0.90,0.86,0.76,4.67,Upgrade
6,PB Ratio,0.19,0.13,0.13,0.16,0.16,0.16,0.21,0.15,0.16,0.10,0.40,Upgrade
7,P/TBV Ratio,0.13,0.13,0.13,0.16,0.16,0.16,0.21,0.15,0.16,0.11,0.40,Upgrade
8,P/FCF Ratio,23.60,16.55,-,-4.24,-,-10.38,-,-,-,-,-,Upgrade
9,P/OCF Ratio,7.01,7.01,-,-5.60,-,8.18,29.16,5.03,-83.18,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,0.53,0.49,0.60,Upgrade
11,EV/FCF Ratio,-17.78,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,0.01,0.00,0.00,Upgrade
13,Debt / FCF Ratio,0.17,0.17,-,-0.10,-,-0.10,-,-,-,-,-,Upgrade
14,Earnings Yield,-29.44%,-41.99%,-33.10%,-30.80%,-42.31%,-53.78%,-29.00%,0.03%,-9.41%,-79.02%,-23.48%,Upgrade
15,FCF Yield,4.24%,6.04%,-66.00%,-23.58%,-16.64%,-9.63%,-44.18%,-105.96%,-90.93%,-80.70%,-14.34%,Upgrade
