,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,5077,5316,6136,6945,6163,6398,7024,7023,6986,6616,6779,6972,6365,6269,6702,8045,6948,6839,6829,7523,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,36.92,-,-,-,50,-,5.56,-,-,-,-,Upgrade
2,Trading Asset Securities,116.44,109.95,122.5,125.54,122.49,125.74,130.01,125.14,120.54,122.28,152.9,191.87,128.7,128.56,121.3,111.71,124.59,117.65,113.18,118.99,Upgrade
3,Cash & Short-Term Investments,5193,5426,6258,7071,6286,6524,7154,7148,7106,6775,6932,7164,6493,6448,6823,8163,7072,6957,6943,7642,Upgrade
4,Cash Growth,-17.38%,-16.83%,-12.53%,-1.09%,-11.55%,-3.71%,3.20%,-0.22%,9.44%,5.08%,1.60%,-12.23%,-8.19%,-7.31%,-1.72%,6.81%,-7.76%,-4.69%,0.06%,-10.93%,Upgrade
5,Accounts Receivable,5911,7283,6115,5698,5996,5813,5119,4851,5127,5073,4820,4698,5498,4938,4613,4518,4624,5011,5347,4982,Upgrade
6,Other Receivables,476.38,76.6,512.21,285.95,509.46,182.57,428.54,259.88,412.92,410.87,444.48,39.74,450.93,441.05,479.33,414.66,555.32,566.69,636.3,581.94,Upgrade
7,Receivables,6387,7359,6628,5984,6505,5996,5548,5111,5540,5484,5264,4738,5949,5379,5092,4933,5179,5577,5983,5564,Upgrade
8,Inventory,3954,3731,3605,3450,3528,3615,3762,3848,4600,4754,4159,4657,3962,4079,4048,3983,3910,4154,4444,4206,Upgrade
9,Prepaid Expenses,-,98.93,-,98.8,-,129.65,-,126.19,-,84.01,-,101.34,-,-,-,55.88,-,-,-,-,Upgrade
10,Other Current Assets,1616,1869,1687,1541,2039,1765,1576,1383,1283,1111,1601,1395,1561,1480,1620,1049,1325,958.73,1088,972.32,Upgrade
11,Total Current Assets,17150,18484,18177,18145,18358,18030,18040,17616,18530,18208,17958,18056,17966,17387,17583,18184,17487,17646,18458,18384,Upgrade
12,"Property, Plant & Equipment",1721,1758,1995,2029,2059,2002,1975,2009,2070,2093,2090,1960,1951,1967,2160,1533,1546,1578,1578,1638,Upgrade
