,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,6195,4921,4594,4534,5305,5988,6311,6255,8254,5401,6852,6395,7236,9412,11127,11820,10758,12068,15170,21737,-,Upgrade
1,Market Cap Growth,-17.81%,-17.81%,-27.22%,-27.52%,-35.73%,10.86%,-7.89%,-2.18%,14.06%,-42.61%,-38.42%,-45.90%,-32.74%,-22.01%,-26.65%,-45.62%,-,-,-,-,-,Upgrade
2,Enterprise Value,5503,4228,3907,3806,4657,5340,5693,5625,7579,4726,6158,5668,7032,9207,10300,11543,10254,11565,14095,21441,-,Upgrade
3,Last Close Price,15.51,12.32,11.50,11.35,13.22,14.93,15.73,15.59,20.51,13.42,17.03,15.85,17.93,23.32,27.57,29.24,26.61,29.85,37.53,53.64,-,Upgrade
4,PE Ratio,119.31,96.61,87.41,-,82.82,147.05,190.53,163.99,-,213.77,155.30,179.29,-,148.49,140.66,170.68,176.18,188.50,-,285.92,-,Upgrade
5,Forward PE,98.48,82.80,82.14,85.15,104.84,151.72,95.76,89.49,128.75,63.80,81.43,80.81,86.00,78.61,78.23,96.31,103.27,126.13,148.47,199.08,-,Upgrade
6,PS Ratio,14.23,11.53,10.84,11.05,12.97,16.13,17.67,18.05,25.26,16.38,22.69,21.63,23.02,30.26,32.25,38.01,40.05,49.54,64.68,89.07,-,Upgrade
7,PB Ratio,4.49,3.51,3.28,3.29,3.79,4.33,4.64,4.63,6.27,4.07,5.23,4.99,5.55,7.15,8.65,9.22,8.35,9.44,12.37,17.75,-,Upgrade
8,P/TBV Ratio,3.93,3.93,3.67,3.69,4.24,4.86,5.27,5.28,7.15,4.56,5.89,5.55,6.19,8.01,9.76,10.47,9.51,10.77,12.48,17.92,-,Upgrade
