,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+11 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+11 Quarters
0,Market Capitalization,10,29,137,137,137,137,102,144,159,178,119,111,205,198,207,210,291,297,97,110,137,Upgrade
1,Market Cap Growth,-78.64%,-78.64%,33.86%,-4.63%,-13.93%,-22.73%,-14.04%,29.74%,-22.32%,-10.33%,-42.40%,-47.20%,-29.48%,-33.33%,114.29%,91.26%,112.72%,80.00%,-44.48%,-57.93%,-57.78%,Upgrade
2,Enterprise Value,25,33,147,141,141,152,117,159,196,214,142,134,241,234,199,202,276,282,32,44,55,Upgrade
3,Last Close Price,0.15,0.44,2.06,2.06,2.06,2.06,1.56,2.22,2.46,2.74,2.72,3.03,5.61,5.41,6.79,6.89,9.55,9.74,3.17,3.60,4.49,Upgrade
4,PE Ratio,-,-2.02,-4.79,-,-,-,-,-,-,-,-,-,-,-,-,-24.82,-,-,-,21.17,22.48,Upgrade
5,PS Ratio,0.25,0.73,4.96,10.23,-5.99,-39.86,-,-197.72,3.52,5.04,-,1.82,3.84,4.16,4.43,5.58,7.38,7.40,2.31,2.78,3.51,Upgrade
6,PB Ratio,-0.29,-0.29,-1.36,-1.85,-2.75,-3.69,-2.80,-,4.21,6.72,4.51,-,4.94,6.19,6.38,-,3.81,3.70,1.13,-,1.59,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,4.70,8.12,5.46,-,5.23,6.57,6.77,-,3.82,3.70,1.13,-,1.59,Upgrade
8,P/FCF Ratio,0.55,0.70,6.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.55,0.70,6.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.63,0.83,5.30,10.50,-6.15,-44.09,-,-,4.33,6.08,-,2.20,4.51,4.92,4.25,5.37,7.01,7.01,0.77,1.11,1.40,Upgrade
11,EV/EBITDA Ratio,-,-3.45,-4.85,-,-5.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.66,6.36,Upgrade
12,EV/EBIT Ratio,-,-2.83,-4.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.62,7.39,Upgrade
13,EV/FCF Ratio,0.63,0.80,6.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-0.34,-0.34,-0.34,-0.13,-0.52,-0.85,-0.85,-,1.72,2.42,2.42,-,1.47,2.13,2.13,-,0.52,0.68,0.68,-,0.11,Upgrade
15,Debt / EBITDA Ratio,-,1.93,1.93,-,26.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.93,Upgrade
16,Debt / FCF Ratio,0.65,0.83,1.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.05,1.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,3.38,3.24,3.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.09,0.09,0.09,0.10,0.31,-,0.30,-,0.93,-,1.05,-,1.39,-,1.03,-,2.13,-,4.26,-,8.24,Upgrade
20,Current Ratio,0.17,0.17,0.17,0.21,0.41,-,0.55,-,1.32,-,1.40,-,1.64,-,1.15,-,2.57,-,4.41,-,8.48,Upgrade
21,Return on Equity (ROE),-,-,-,-,-,-,-,-171.56%,-181.91%,-,-,-120.72%,-65.67%,-,-,-22.80%,-6.54%,-,-,0.95%,Upgrade,
22,Return on Assets (ROA),10.49%,14.60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-,-,-,-,-,-,-,-43.95%,-33.25%,-,-,-29.85%,-15.03%,-,-,-4.24%,-8.51%,-,-,2.12%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.11%,Upgrade
25,Earnings Yield,-164.38%,-49.53%,-20.89%,-23.84%,-13.72%,-20.65%,-,-19.20%,-20.67%,-17.40%,-,-64.63%,-31.09%,-29.02%,-26.27%,-4.03%,-2.35%,-0.70%,0.95%,4.72%,4.45%,Upgrade
26,FCF Yield,181.42%,142.70%,15.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,4.99%,-4.08%,-,-31.53%,-30.15%,-32.45%,-,-65.93%,-54.54%,-31.91%,-,-44.36%,-22.67%,-17.50%,-,18.33%,3.33%,-,-,-,-14.70%,Upgrade
28,Total Shareholder Return,4.99%,-4.08%,-,-31.53%,-30.15%,-32.45%,-,-65.93%,-54.54%,-31.91%,-,-44.36%,-22.67%,-17.50%,-,18.33%,3.33%,-,-,-,-14.70%,Upgrade
