,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,702.21,726.83,718.6,689.37,541.22,616.91,866.91,588.23,505.6,-,557.77,354.54,484.79,378.39,505.66,147.23,-,-,-,249.16
1,Trading Asset Securities,9.88,14.26,0.02,0.02,33.1,54.09,52.87,354.76,348.13,-,316.19,542.57,678.47,784.68,745.5,207,-,-,-,-
2,Cash & Short-Term Investments,712.09,741.09,718.62,689.39,574.32,671,919.78,942.99,853.73,-,873.96,897.11,1163,1163,1251,354.23,-,-,249.16,249.16
3,Cash Growth,23.99%,10.44%,-21.87%,-26.89%,-32.73%,-,5.24%,5.11%,-26.61%,-,-30.15%,153.26%,-,-,402.16%,42.17%,-,-,-,-
4,Accounts Receivable,350.28,366.12,389.84,387.67,413.44,419.44,355.11,410.88,446.38,-,291.4,294.09,312.35,293.14,265.9,265.14,-,-,-,180.77
5,Other Receivables,50.67,52.1,0.58,33.24,22.5,16.43,12.7,18.99,6.88,-,5.83,7.22,0.58,1.19,2.21,6.47,-,-,-,6.64
6,Receivables,400.94,418.22,390.42,420.91,435.93,435.87,367.81,429.87,453.26,-,297.23,301.31,312.94,294.33,268.11,271.61,-,-,-,187.42
7,Inventory,218.5,212.08,202.92,214.47,233.23,236.18,222.88,203.52,195.76,-,177.47,163.01,118.23,122.8,114.37,108.25,-,-,-,116.38
8,Prepaid Expenses,-,-,-,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9,Other Current Assets,3.67,8.92,42.41,7.89,8.69,9.04,10.89,7.12,13.65,-,19.47,13.98,7.89,7.49,9.43,5.55,-,-,-,3.32
10,Total Current Assets,1335,1380,1354,1333,1252,1352,1521,1583,1516,-,1368,1375,1602,1588,1643,739.64,-,-,-,556.27
11,"Property, Plant & Equipment",1096,1046,1011,972.72,872.63,790.85,719.36,673.27,614.59,-,569.55,555.57,306.11,304.12,298.96,283.09,-,-,-,296.27
12,Long-Term Investments,123.93,127.87,131.26,136.1,141.32,145.43,147.84,149.46,152.58,-,156.33,158.72,-,-,-,-,-,-,-,-
13,Goodwill,8.22,8.3,8.38,8.46,8.52,8.6,8.68,8.77,9.11,-,9.36,9.39,-,-,-,-,-,-,-,-
14,Other Intangible Assets,170.61,172.19,173.75,171.36,172.4,173.75,174.63,175.5,200.77,-,115.97,116.68,40.6,41.17,34.37,34.42,-,-,-,34.12
15,Long-Term Deferred Tax Assets,4.42,3.8,3.65,4.73,4.86,5.61,5.22,5.37,4.22,-,2.95,3.35,3.36,3.56,3.65,3.87,-,-,-,5.8
16,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,1.15,-,-,-,-,-,-,-,-,-
17,Other Long-Term Assets,33.61,30.37,49.54,48.12,71.26,57.21,63.42,37.03,30.23,-,52.17,47.16,71.36,19.74,14.55,27.08,-,-,-,16.24
18,Total Assets,2772,2769,2732,2675,2523,2535,2641,2634,2528,-,2276,2267,2024,1957,1995,1089,-,-,-,909.21
19,Accounts Payable,180.17,100.69,189.12,106.69,202.14,138.44,194.23,144.1,158.04,-,122.25,103.42,91.1,80.2,70.92,64.37,-,-,-,69.17
20,Accrued Expenses,28.16,44.06,19.9,43.3,23.8,41.44,20.17,46.96,22.95,-,16.97,41.08,18.24,16.79,10.62,26.12,-,-,-,26.66
21,Short-Term Debt,191.11,180.13,150.1,90.03,10,60.05,210.17,251.7,260.2,-,100.12,100,-,-,20.01,20.01,-,-,-,1.5
22,Current Income Taxes Payable,12.26,4.17,13.65,9.85,15.5,11.11,18.63,17.85,23.48,-,8.79,1.74,7.87,3.37,6.66,6.45,-,-,-,2.41
23,Current Unearned Revenue,4.47,3.72,4.27,4.75,1.02,6.15,6.3,4.04,1.15,-,5.62,0.89,0.48,0.36,0.73,0.03,-,-,-,-
24,Other Current Liabilities,8.12,132.61,16.09,114.61,16.6,91.09,16.8,48.63,4.35,-,3.29,37.01,25.5,24.34,18.79,1.1,-,-,-,0.8
25,Total Current Liabilities,424.29,465.38,393.13,369.22,269.07,348.28,466.29,513.27,470.16,-,257.05,284.15,143.19,125.06,127.74,118.08,-,-,-,100.54
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,48.07,48.07,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,8.84,9.16,9.08,9.4,4.71,5.03,5.34,5.66,5.97,-,5.82,6.11,6.4,6.7,6.99,7.28,-,-,-,5.66
28,Long-Term Deferred Tax Liabilities,50.76,49.18,48.16,46.67,44.49,44.25,43.57,45.21,46.43,-,42.3,43.74,30.14,29.51,28.11,27.45,-,-,-,25.12
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0
30,Total Liabilities,483.89,523.72,450.37,425.29,318.27,397.56,515.2,564.14,522.57,-,353.23,382.06,179.73,161.26,162.84,152.81,-,-,-,131.32
31,Common Stock,241.18,241.18,241.22,241.26,241.26,241.26,241.26,241.26,240,-,240,240,240,240,240,180,-,-,-,180
32,Additional Paid-In Capital,945.89,945.06,944.36,942.52,940.78,938.63,936.25,933.83,919.32,-,919.32,918.69,918.69,918.69,918.69,117.46,-,-,-,117.18
33,Retained Earnings,1118,1070,1108,1056,1009,941.44,943.32,886.68,819.3,-,756.46,719.1,686.46,638.85,672.45,638.67,-,-,-,471.66
34,Treasury Stock,-36.11,-36.11,-36.09,-13.36,-13.79,-13.79,-13.79,-13.79,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,13.62,19.72,18.36,17.92,21.48,23.02,11.33,14.25,18.58,-,-2.56,-2.03,-1.15,-1.71,0.62,-0.37,-,-,-,9.04
36,Total Common Equity,2283,2240,2276,2244,2199,2131,2118,2062,1997,-,1913,1876,1844,1796,1832,935.76,-,-,777.89,777.89
37,Minority Interest,5.52,5.81,5.56,5.57,6.04,6.49,6.96,7.5,8.13,-,9.16,9.54,-,-,-,-,-,-,-,-
38,Shareholders' Equity,2289,2246,2281,2250,2205,2137,2125,2070,2005,-,1922,1885,1844,1796,1832,935.76,-,-,777.89,777.89
39,Total Liabilities & Equity,2772,2769,2732,2675,2523,2535,2641,2634,2528,-,2276,2267,2024,1957,1995,1089,-,-,-,909.21
40,Total Debt,191.11,180.13,150.1,90.03,10,60.05,210.17,251.7,260.2,-,148.19,148.07,-,-,20.01,20.01,-,-,1.5,1.5
41,Net Cash (Debt),520.98,560.95,568.53,599.36,564.32,610.95,709.62,691.29,593.53,-,725.77,749.05,1163,1163,1231,334.21,-,-,247.66,247.66
42,Net Cash Growth,-7.68%,-8.18%,-19.88%,-13.30%,-4.92%,-,-2.23%,-7.71%,-48.98%,-,-41.05%,124.12%,-,-,397.12%,34.95%,-,-,-,-
43,Net Cash Per Share,2.15,2.33,2.41,2.54,2.33,2.50,3.01,2.87,2.49,-,3.11,3.23,4.63,4.94,6.20,1.85,-,-,1.34,1.38
44,Filing Date Shares Outstanding,241.18,241.18,241.22,241.26,241.26,241.26,241.26,241.26,240,249.66,240,240,240,240,240,240,176.79,177.3,184.73,180
45,Total Common Shares Outstanding,241.18,241.18,241.22,241.26,241.26,241.26,241.26,241.26,240,249.66,240,240,240,240,240,180,176.79,177.3,184.73,180
46,Working Capital,910.92,914.92,961.24,963.56,983.12,1004,1055,1070,1046,-,1111,1091,1459,1463,1515,621.56,-,-,-,455.73
47,Book Value Per Share,9.47,9.29,9.43,9.30,9.11,8.83,8.78,8.55,8.32,-,7.97,7.82,7.68,7.48,7.63,5.20,-,-,4.32,4.32
48,Tangible Book Value,2104,2059,2094,2064,2018,1948,1935,1878,1787,-,1788,1750,1803,1755,1797,901.34,-,-,743.77,743.77
49,Tangible Book Value Per Share,8.72,8.54,8.68,8.56,8.36,8.08,8.02,7.78,7.45,-,7.45,7.29,7.51,7.31,7.49,5.01,-,-,4.13,4.13
50,Buildings,-,314.08,-,314.01,-,312.46,-,311.92,-,-,-,277.24,-,122.54,-,122.01,-,-,-,106.48
51,Machinery,-,915.53,-,905.23,-,881.53,-,845.66,-,-,-,734.63,-,507.47,-,468.77,-,-,-,462.09
52,Construction In Progress,-,468.81,-,369.72,-,176.74,-,61.55,-,-,-,55.04,-,9.01,-,5.52,-,-,-,12.16
