,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,311,371,384,440,501,462,496,488,449,432,466,Upgrade
1,Market Cap Growth,-15.69%,-15.69%,-23.28%,-4.67%,0.87%,-5.31%,10.58%,13.00%,-3.70%,-29.08%,-35.33%,Upgrade
2,Enterprise Value,-135,-151,1,-8,95,9,52,39,79,60,162,Upgrade
3,Last Close Price,0.72,0.83,0.79,0.87,0.94,0.84,0.86,0.82,0.72,0.68,0.70,Upgrade
4,PE Ratio,7.62,-,7.08,-,-,10.27,15.03,19.24,14.52,15.27,-,Upgrade
5,PS Ratio,0.37,0.44,0.42,0.44,0.49,0.44,0.48,0.46,0.45,0.43,0.41,Upgrade
6,PB Ratio,0.38,0.44,0.42,0.52,0.56,0.51,0.55,0.54,0.49,0.47,0.51,Upgrade
7,P/TBV Ratio,0.45,0.45,0.43,0.54,0.57,0.52,0.56,0.55,0.50,0.48,0.52,Upgrade
8,P/FCF Ratio,-,-,-13.96,-,9.86,-,10.83,4.01,3.50,4.03,3.70,Upgrade
9,P/OCF Ratio,-,-,-148.20,-,6.52,-,5.00,3.46,3.02,3.43,3.14,Upgrade
10,EV/Sales Ratio,-,-,0.00,-,0.09,0.01,0.05,0.04,0.08,0.06,0.14,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,3.09,0.15,0.64,0.32,1.08,1.86,2.23,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,0.31,1.01,0.50,2.81,-,7.95,Upgrade
13,EV/FCF Ratio,4.34,-,-0.04,-,1.88,-,1.14,0.32,0.62,0.56,1.28,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.02,0.00,0.01,0.02,0.03,0.02,Upgrade
15,Debt / FCF Ratio,-,-,-0.08,-,0.24,-,0.07,0.09,0.15,0.23,0.12,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,2.99%,5.54%,8.47%,3.04%,-,2.14%,Upgrade
17,Earnings Yield,13.12%,10.99%,14.12%,-6.34%,5.48%,9.74%,6.65%,5.20%,6.89%,6.55%,2.27%,Upgrade
18,FCF Yield,-10.02%,-8.39%,-7.16%,5.58%,10.15%,0.98%,9.23%,24.91%,28.61%,24.83%,27.06%,Upgrade
19,Dividend Yield,13.89%,12.09%,12.70%,11.44%,10.68%,11.31%,11.11%,10.96%,11.13%,10.33%,10.02%,Upgrade
20,Total Shareholder Return,13.89%,12.09%,12.70%,11.44%,10.68%,11.31%,11.11%,10.96%,11.13%,10.33%,10.02%,Upgrade
