,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,555.43,15238,588.51,16677,13762,18046,13493,15375,17496,19002,Upgrade
1,Short-Term Investments,14873,9239,3031.0,30075,9672,68204,88454,36241,21408,13212,Upgrade
2,Trading Asset Securities,510114,518310,514001.0,503496,459317,456204,453929,446917,411852,412165,Upgrade
3,Accounts Receivable,393935,403877,408027.0,397439,387546,368031,367820,353837,350401,338108,Upgrade
4,Other Receivables,19484,12720,16848.0,14959,15726,15225,12695,12745,8903,16112,Upgrade
5,"Property, Plant & Equipment",14527,14616,14558.0,14814,17556,16548,17952,18309,18998,18918,Upgrade
6,Goodwill,23328,23160,24120.0,23378,22394,21422,21796,22044,24007,23549,Upgrade
7,Other Intangible Assets,4085,4043,4004.0,3945,3612,3590,3645,3801,4149,4202,Upgrade
8,Investments in Debt & Equity Securities,273295,290626,293857.0,300482,310011,306127,330036,343961,356150,364448,Upgrade
9,Restricted Cash,5747,-,6435.0,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,127327,117216,135477.0,140172,149677,137069,137723,116368,165868,151043,Upgrade
11,Long-Term Deferred Tax Assets,12236,10956,11235.0,11191,8457,7782,9513,8990,7366,6757,Upgrade
12,Other Long-Term Assets,116583,115496,113622.0,111485,107543,101681,93197,90604,89230,86129,Upgrade
13,Total Assets,1583795,1594357,1594009.0,1615989,1541265,1564279,1604243,1518084,1531817,1513230,Upgrade
14,Accounts Payable,23594,23055,24655.0,24485,25460,24084,21450,22381,21069,19370,Upgrade
15,Accrued Expenses,9056,12060,8670.0,11338,8038,10187,9006,12069,7849,11234,Upgrade
16,Short-Term Debt,176337,21223,252806.0,33411,313159,358838,23729,38593,6557,40312,Upgrade
17,Current Portion of Long-Term Debt,-,477390,269659.0,508634,220315,996.04,623975,573022,542319,491313,Upgrade
18,Other Current Liabilities,8347,7901,327967.0,9437,318818,6903,302425,281241,343039,348677,Upgrade
19,Long-Term Debt,715086,429394,418693.0,432138,384169,596090,351546,333712,348464,344949,Upgrade
20,Long-Term Leases,1194,1294,963.54,1035,1022,1044,1435,1040,1118,1237,Upgrade
21,Long-Term Unearned Revenue,6202,11185,10218.0,10294,12771,14535,24693,16456,23884,26199,Upgrade
22,Long-Term Deferred Tax Liabilities,2089,1723,1802.0,1944,1985,2159,2386,2413,2545,2300,Upgrade
23,Other Long-Term Liabilities,420898,390090,58076.0,372719,43744,345450,44499,39570,39075,36939,Upgrade
24,Total Liabilities,1365967,1377201,1378052.0,1407994,1333391,1362504,1408409,1323041,1339643,1324820,Upgrade
25,Common Stock,38165,38165,38165.0,38165,38165,38165,38165,38165,38165,38165,Upgrade
26,Additional Paid-In Capital,20527,-,20825.0,-,20451,20542,-,-,-,-,Upgrade
27,Retained Earnings,104644,104757,104041.0,102355,101561,100671,95178,93491,87674,85249,Upgrade
28,Comprehensive Income & Other,19428,39069,18473.0,36848,17479,8585,18199,19172,20080,20204,Upgrade
29,Total Common Equity,182764,181991,181504.0,177368,177656,167963,151541,150828,145919,143617,Upgrade
30,Minority Interest,24227,24327,23615.0,19789,19380,22975,23012,22934,24974,23512,Upgrade
31,Shareholders' Equity,217828,217156,215957.0,207995,207874,201775,195835,195042,192174,188410,Upgrade
32,Total Liabilities & Equity,1583795,1594357,1594009.0,1615989,1541265,1564279,1604243,1518084,1531817,1513230,Upgrade
33,Total Debt,892617,929301,942122.0,975217,918664,956968,1000685,946368,898457,877812,Upgrade
34,Net Cash (Debt),-367075,-386514,-424502.0,-424969,-435913,-414514,-444809,-447835,-447701,-433433,Upgrade
35,Net Cash Per Share,-6.81,-12.41,-9.39,-10.96,-11.60,-10.74,-9.98,-11.73,-11.73,-11.36,Upgrade
36,Filing Date Shares Outstanding,38165,38165,38165.0,38165,38165,38165,38165,38165,38165,38165,Upgrade
37,Total Common Shares Outstanding,38165,38165,38165.0,38165,38165,38165,38165,38165,38165,38165,Upgrade
38,Working Capital,918900,592318,243971.0,561172,181709,703615,144255,100814,107360,96218,Upgrade
39,Book Value Per Share,4.21,4.77,4.18,4.65,4.08,4.40,3.97,3.95,3.82,3.76,Upgrade
40,Tangible Book Value,155350,154787,153379.0,150045,151650,142950,126100,124983,117763,115866,Upgrade
41,Tangible Book Value Per Share,3.50,4.06,3.44,3.93,3.40,3.75,3.30,3.27,3.09,3.04,Upgrade
