,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,4854,3853,2851,2529,2342,1782,2376,2461,3598,2885,1494,Upgrade
1,Market Cap Growth,52.35%,52.35%,21.74%,41.90%,-1.43%,-27.59%,-33.96%,-14.71%,140.91%,30.77%,-55.10%,Upgrade
2,Last Close Price,2.86,2.27,1.38,1.22,0.82,0.41,0.51,0.53,0.71,0.57,0.26,Upgrade
3,PE Ratio,8.56,6.79,5.10,3.65,3.77,3.58,4.23,3.77,5.11,4.77,3.17,Upgrade
4,PS Ratio,4.89,3.88,2.91,2.26,2.15,1.73,2.15,1.98,2.80,2.58,1.55,Upgrade
5,PB Ratio,4.06,3.22,1.97,2.13,1.35,0.70,0.96,1.12,1.69,1.63,0.79,Upgrade
6,P/FCF Ratio,1.71,1.36,2.03,-,1.14,0.51,0.35,0.14,-0.46,-,0.66,Upgrade
7,P/OCF Ratio,1.35,1.35,2.03,-,1.13,0.51,0.35,0.14,-0.46,-,0.66,Upgrade
8,Debt / Equity Ratio,2.65,2.65,2.68,4.39,2.58,1.71,2.13,3.47,5.40,14.14,1.67,Upgrade
9,Debt / FCF Ratio,1.12,1.12,2.76,-,2.18,1.24,0.79,0.42,-1.48,-,1.41,Upgrade
10,Earnings Yield,11.69%,14.72%,19.60%,27.41%,26.50%,27.93%,23.63%,26.52%,19.56%,20.99%,31.53%,Upgrade
11,FCF Yield,58.56%,73.79%,49.22%,33.91%,87.48%,196.59%,281.78%,734.02%,-215.60%,-684.20%,150.50%,Upgrade
12,Total Shareholder Return,11.54%,-,-,-,-,-,-,-,-,-,-,Upgrade
