,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,123.76,127.17,107.29,162.2,121.78,102.53,107.15,116.77,125.32,91.69,74.29,110.44,94.99,82.21,61.16,96.57,84.61,61.47,42.04,89.58,Upgrade
1,Other Revenue,-2.97,2.97,-,4.62,-2.73,2.73,-,5.91,-3.36,3.36,-,4.55,-3.9,3.9,-,4.45,-3.52,3.52,-,3.7,Upgrade
2,Revenue,120.79,130.14,107.29,166.82,119.05,105.25,107.15,122.69,121.96,95.05,74.29,115,91.09,86.11,61.16,101.02,81.09,64.99,42.04,93.28,Upgrade
3,Revenue Growth (YoY),1.46%,23.64%,0.13%,35.97%,-2.38%,10.73%,44.23%,6.69%,33.89%,10.38%,21.47%,13.84%,12.32%,32.50%,45.48%,8.29%,18.87%,-5.27%,-25.33%,13.62%,Upgrade
4,Cost of Revenue,38.61,49.27,38.67,58.21,38.91,34.33,46.72,40.46,48.74,33.43,29.71,47.12,32.05,26.37,20.47,39.1,20.89,18.47,14.82,30,Upgrade
5,Gross Profit,82.18,80.87,68.62,108.61,80.15,70.93,60.43,82.23,73.22,61.63,44.59,67.87,59.04,59.74,40.69,61.92,60.2,46.52,27.22,63.28,Upgrade
6,"Selling, General & Admin",32.9,35.57,29.09,53.07,31.94,31.33,31.42,41.82,29.28,26.93,22.6,35.7,26.35,24.84,21.58,35.26,21.49,19.25,17.95,32.23,Upgrade
7,Research & Development,17.72,16.02,15.18,18.6,18.53,16.79,17.14,21.91,13.5,12.86,11.05,16.74,12.25,10.83,10.67,16.19,9.83,10.75,7.21,11.13,Upgrade
8,Other Operating Expenses,-5.18,-0.13,-3.07,-8.02,-1.56,-4.24,-5.63,-0.44,-1.05,-1.57,-1.37,-0.13,-1.55,-1.57,-1.16,-0.59,-1.52,-0.28,-1.84,1.46,Upgrade
