,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Operating Revenue,385.28,352.34,301.24,245.99,280.03,311.08,231.4,157.13,248.57,272.62,182.3,212.46,212.14,193.9,159.18,156.6,182.78,133.64,115.27,80.08,Upgrade
1,Other Revenue,-,-5.98,5.98,-,11.99,-12.56,12.56,-,10.9,-1.44,1.44,-,4.66,-3.4,3.4,-,5.17,-4.95,4.95,-,Upgrade
2,Revenue,385.28,346.36,307.22,245.99,292.02,298.52,243.96,157.13,259.47,271.17,183.74,212.46,216.8,190.51,162.58,156.6,187.95,128.69,120.22,80.08,Upgrade
3,Revenue Growth (YoY),31.94%,16.02%,25.93%,56.55%,12.54%,10.08%,32.77%,-26.04%,19.68%,42.34%,13.02%,35.67%,15.35%,48.03%,35.23%,95.55%,139.74%,64.15%,78.86%,19.15%,Upgrade
4,Cost of Revenue,592.34,254.07,228.5,170.45,205.29,210.06,187.35,118.04,180.79,186.16,129.3,139.48,159.34,116.11,113.33,100.79,120.09,69.87,73.65,43.96,Upgrade
5,Gross Profit,-207.06,92.29,78.72,75.55,86.73,88.46,56.61,39.09,78.68,85.01,54.45,72.98,57.46,74.4,49.25,55.82,67.86,58.82,46.57,36.13,Upgrade
6,"Selling, General & Admin",-70.15,23.17,26.68,20.3,10.03,22.28,21.11,19.62,19.1,21.92,17.28,13.41,12.25,11.54,8.47,16.9,3.6,11.03,9.02,8,Upgrade
7,Research & Development,-91.63,32.08,32.11,27.44,28.66,27.37,21.39,21.14,21.48,22.48,18.16,17.88,16.94,15.6,10.96,17.07,16.2,11.11,7.07,7.19,Upgrade
8,Other Operating Expenses,1.88,-4.71,7.82,-4.99,0.42,0.36,-1.16,-6.33,5.67,-1.76,-0.18,0.47,1.06,0.53,2,-1.44,1.46,0.81,0.6,0.19,Upgrade
9,Operating Expenses,-161.34,52.56,68.38,40.4,39.11,54.83,45.1,29.07,47.07,48.27,33.11,32.41,32.47,29.14,21.44,32.42,23.58,24.34,16.5,12.49,Upgrade
10,Operating Income,-45.71,39.73,10.34,35.15,47.63,33.63,11.51,10.02,31.61,36.74,21.33,40.57,24.98,45.25,27.81,23.4,44.28,34.48,30.07,23.63,Upgrade
11,Interest Expense,-5.68,-7.54,-15.16,-6.32,-14.8,-1.45,-0.71,-4.97,-17.66,-,-0.96,-,-2.95,-,-1.49,-,-,-2.89,-1.09,-1.02,Upgrade
12,Interest & Investment Income,26.65,-,6.25,1.8,5.96,-,1.99,-,-,19.2,1.74,1.13,-,3.23,2.43,5.33,0.66,-,0.15,0.15,Upgrade
13,Currency Exchange Gain (Loss),-,-5.2,5.2,-,0.89,-3.19,3.19,-,14.86,-10.17,10.17,-,1.83,-0.67,0.67,-,-6.69,0.36,-0.36,-,Upgrade
