,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,175017,89727,54070,56533,107085,124032,90767,74769,66404,80293,212808,182256,331006,233180,290753,218113,255160,107986,-,-,-,Upgrade
1,Market Cap Growth,-27.66%,-27.66%,-40.43%,-24.39%,61.26%,54.47%,-57.35%,-58.98%,-79.94%,-65.57%,-26.81%,-16.44%,29.72%,115.94%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,162101,74628,33017,28779,91257,110430,79221,54684,43414,51535,177463,139931,285887,202917,255652,181528,237289,121971,-,-,-,Upgrade
3,Last Close Price,92.10,52.95,29.55,32.10,56.70,69.95,50.00,43.75,38.35,46.00,126.40,112.50,186.30,135.00,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,2.14,2.14,1.39,1.57,3.17,5.08,3.99,2.79,2.19,2.40,6.23,5.79,12.85,12.63,20.92,21.93,36.76,26.04,-,-,-,Upgrade
5,PB Ratio,2.53,2.53,1.48,1.49,2.68,4.01,2.57,1.90,1.59,1.84,4.54,3.64,6.40,4.40,7.48,5.43,6.24,4.80,-,-,-,Upgrade
6,P/TBV Ratio,3.28,3.28,1.90,1.90,3.40,4.63,2.92,2.14,1.77,2.03,4.94,3.94,6.63,4.55,7.78,5.60,6.40,5.01,-,-,-,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-562.73,-70.99,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,567.12,-234.41,-,-,-,Upgrade
9,EV/Sales Ratio,3.87,1.78,0.85,0.80,2.70,4.52,3.48,2.04,1.43,1.54,5.19,4.44,11.10,10.99,18.40,18.25,34.19,29.42,-,-,-,Upgrade
10,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-523.32,-80.18,-,-,-,Upgrade
11,Debt / Equity Ratio,0.48,0.48,0.41,0.40,0.42,0.49,0.46,0.42,0.35,0.28,0.19,0.17,0.12,0.11,0.14,0.12,0.07,0.12,0.91,0.70,0.70,Upgrade
