,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,355,206,532,120,182,305,191,224,56,57,125,Upgrade
1,Market Cap Growth,72.41%,72.41%,193.18%,-60.81%,-4.87%,36.21%,241.46%,294.67%,-55.27%,-60.53%,-15.38%,Upgrade
2,Enterprise Value,429,245,579,151,202,331,214,179,28,214,286,Upgrade
3,Last Close Price,0.86,0.50,1.29,0.29,0.44,0.74,0.63,0.74,0.25,0.30,0.66,Upgrade
4,PS Ratio,1.02,0.59,1.64,0.35,0.45,0.73,0.51,0.66,0.14,0.12,0.20,Upgrade
5,PB Ratio,1.45,0.84,2.02,0.34,0.48,0.77,0.49,0.45,0.11,0.12,0.25,Upgrade
6,P/TBV Ratio,0.84,0.84,2.02,0.34,0.48,0.77,0.49,0.46,0.11,0.12,0.25,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-2.40,-,-,0.32,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-2.44,-,-,0.32,-,Upgrade
9,EV/Sales Ratio,1.23,0.70,1.78,0.44,0.50,0.79,0.57,0.52,0.07,0.44,0.46,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-164.28,-,Upgrade
11,EV/FCF Ratio,-13.53,-,-,-,-,-,-2.70,-,-,1.20,-,Upgrade
12,Debt / Equity Ratio,0.42,0.42,0.31,0.23,0.21,0.34,0.25,0.24,0.18,0.10,0.45,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-1.20,-,-,0.27,-,Upgrade
14,Earnings Yield,-29.50%,-50.75%,-19.20%,-20.43%,-18.33%,-43.41%,-82.17%,-31.63%,-72.92%,-45.12%,-14.55%,Upgrade
15,FCF Yield,-8.95%,-15.39%,-2.05%,-38.37%,-30.02%,-3.82%,-41.64%,-46.05%,329.48%,312.71%,8.19%,Upgrade
16,Buyback Yield / Dilution,0.24%,-,0.47%,-28.98%,-36.81%,-8.62%,-54.15%,-55.56%,-3.84%,-,0.01%,Upgrade
17,Total Shareholder Return,0.24%,-,0.47%,-28.98%,-36.81%,-8.62%,-54.15%,-55.56%,-3.84%,-,0.01%,Upgrade
