,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,133,78,126,133,275,467,510,785,785,1216,1275,Upgrade
1,Market Cap Growth,-41.18%,-41.18%,-54.29%,-71.43%,-46.15%,-40.50%,-35.00%,-35.48%,-38.46%,55.78%,47.73%,Upgrade
2,Enterprise Value,440,449,460,427,531,594,621,889,880,1277,1318,Upgrade
3,Last Close Price,0.03,0.02,0.03,0.03,0.07,0.12,0.13,0.20,0.20,0.31,0.33,Upgrade
4,PS Ratio,0.26,0.15,0.24,0.28,0.69,2.83,-,41.11,-,20.85,19.65,Upgrade
5,PB Ratio,0.80,0.31,0.44,0.43,0.84,1.41,1.55,2.39,2.34,3.44,3.24,Upgrade
6,P/TBV Ratio,0.47,0.47,0.65,0.59,1.09,1.76,1.88,2.69,2.62,3.82,3.50,Upgrade
7,EV/Sales Ratio,0.86,0.88,0.88,0.90,1.33,3.60,-,46.58,-,21.88,20.31,Upgrade
8,EV/EBITDA Ratio,17.63,19.55,21.44,19.54,38.71,594.43,-,-,-,-,-,Upgrade
9,EV/EBIT Ratio,23.07,23.58,27.85,29.95,65.86,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,1.10,1.10,1.15,0.89,0.75,0.64,0.28,0.36,0.30,0.22,0.12,Upgrade
11,Return on Capital Employed (ROCE),4.58%,4.58%,3.89%,3.28%,1.86%,-,-,-,-,-,-,Upgrade
12,Earnings Yield,-42.62%,-72.46%,-44.97%,-24.99%,-3.65%,-0.78%,-,-1.17%,-,-11.24%,-8.49%,Upgrade
13,FCF Yield,-,-47.08%,-46.78%,-56.90%,-26.64%,-,-0.65%,-,-4.23%,-4.71%,Upgrade,
