,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,157,100,125,125,135,160,122,147,128,128,138,154,145,150,136,179,128,156,160,212,236,Upgrade
1,Market Cap Growth,-37.50%,-37.50%,2.63%,-14.75%,5.00%,25.00%,-11.56%,-4.62%,-11.54%,-14.83%,1.18%,-14.29%,13.13%,-3.59%,-15.00%,-15.47%,-45.76%,-26.42%,-28.57%,1.92%,-21.33%,Upgrade
2,Enterprise Value,172,105,130,95,104,119,81,97,75,45,55,48,40,44,30,84,37,55,56,116,136,Upgrade
3,Last Close Price,0.20,0.13,0.16,0.16,0.17,0.20,0.15,0.18,0.16,0.15,0.17,0.18,0.17,0.18,0.16,0.22,0.15,0.19,0.19,0.26,0.28,Upgrade
4,PE Ratio,113.30,-,-,11.09,-,-,24.33,-,18.53,-,28.15,16.17,18.93,-,15.38,-,42.23,129.50,-,6317.09,-919.41,Upgrade
5,PS Ratio,3.24,2.07,2.41,1.74,2.13,2.10,1.48,2.09,1.65,1.56,1.57,1.48,1.38,1.50,1.38,2.51,1.71,2.26,2.19,2.61,3.05,Upgrade
6,PB Ratio,0.55,0.35,0.44,0.42,0.48,0.57,0.42,0.51,-,0.42,0.43,0.48,-,0.49,0.45,0.60,-,0.56,0.58,0.75,-,Upgrade
7,P/TBV Ratio,0.36,0.36,0.44,0.43,0.49,0.57,0.42,0.51,-,0.43,0.44,0.49,-,0.50,0.46,0.61,-,0.57,0.58,0.76,-,Upgrade
8,EV/Sales Ratio,3.55,2.17,2.50,1.33,1.66,1.56,0.98,1.38,0.97,0.55,0.62,0.46,0.38,0.44,0.30,1.18,0.49,0.79,0.77,1.43,1.76,Upgrade
9,EV/EBITDA Ratio,15.04,11.15,13.13,4.20,11.79,7.04,4.43,-,4.12,2.64,3.29,2.03,1.77,2.10,1.24,7.27,2.08,3.75,-,7.92,10.45,Upgrade
10,EV/EBIT Ratio,-,-,-,7.96,-,-,10.34,-,9.14,-,10.49,-,3.58,-,2.46,-,5.94,15.80,-,39.06,91.68,Upgrade
11,Debt / Equity Ratio,0.17,0.17,0.17,0.18,0.11,0.11,0.15,0.15,-,0.10,0.00,0.00,-,0.00,0.01,0.01,-,0.01,0.01,0.01,-,Upgrade
12,Debt / EBITDA Ratio,4.29,27.52,27.52,1.82,5.47,9.57,0.82,-,-,5.83,0.05,0.10,-,2.01,0.05,0.29,-,0.22,-,0.07,-,Upgrade
13,Asset Turnover,0.10,0.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,0.12,0.06,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.45,1.45,1.45,2.18,-,2.00,-,1.66,-,1.57,-,1.76,-,6.83,-,4.07,-,9.75,-,5.78,-,Upgrade
16,Current Ratio,6.23,6.23,6.23,5.46,-,4.94,-,3.10,-,3.28,-,3.26,-,11.99,-,7.13,-,17.76,-,9.83,-,Upgrade
17,Return on Equity (ROE),-2.68%,-2.66%,8.16%,-0.88%,-2.10%,10.56%,-,-,-1.47%,2.75%,-,-,-3.20%,8.83%,-,-,0.78%,-3.84%,-,-,Upgrade,
18,Return on Assets (ROA),-1.49%,-1.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-1.60%,-1.59%,3.28%,-0.88%,-1.33%,7.99%,-,-,-0.76%,1.94%,-,-,-1.82%,7.55%,-,-,0.26%,-2.60%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,3.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,1.23%,-,1.03%,-,Upgrade
21,Earnings Yield,0.88%,1.38%,1.47%,9.01%,-0.69%,2.68%,4.11%,-0.46%,5.40%,4.61%,3.55%,6.19%,5.28%,3.93%,6.50%,-0.37%,2.37%,0.77%,0.53%,0.02%,-0.11%,Upgrade
22,FCF Yield,-28.27%,-20.54%,-8.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,0.00%,-,-,0.00%,-,-0.04%,-0.07%,-0.08%,-0.07%,-0.04%,-,-,-,-,-,-,-,-,-,0.13%,-,Upgrade
24,Total Shareholder Return,0.00%,-,-,0.00%,-,-0.04%,-0.07%,-0.08%,-0.07%,-0.04%,-,-,-,-,-,-,-,-,-,0.13%,-,Upgrade
