,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,33730,29159,22440,26734,19739,23895,26319,26873,23687,33383,39340,Upgrade
1,Market Cap Growth,9.07%,9.07%,13.68%,11.88%,-25.00%,-11.08%,11.11%,-19.50%,-39.79%,-20.46%,-12.35%,Upgrade
2,Enterprise Value,11004,390,2768,3206,1344,-1830,2773,1026,2459,9030,18061,Upgrade
3,Last Close Price,4.87,4.21,3.06,3.44,2.54,2.89,3.19,3.09,2.72,3.84,4.37,Upgrade
4,PE Ratio,8.54,7.38,5.68,7.07,5.20,6.29,6.79,6.76,6.47,10.40,11.53,Upgrade
5,Forward PE,8.09,6.94,5.28,6.65,4.93,6.02,6.01,6.62,5.82,8.94,10.37,Upgrade
6,PS Ratio,0.21,0.18,0.14,0.17,0.12,0.15,0.16,0.17,0.16,0.26,0.30,Upgrade
7,PB Ratio,0.72,0.61,0.47,0.58,0.42,0.50,0.54,0.58,0.54,0.86,1.00,Upgrade
8,P/TBV Ratio,0.63,0.63,0.49,0.61,0.44,0.53,0.57,0.61,0.55,0.89,1.04,Upgrade
9,P/FCF Ratio,10.44,-,4.92,-,4.74,-,7.83,-,10.38,-,9.29,Upgrade
10,P/OCF Ratio,6.59,-,3.80,-,3.56,-,4.76,-,3.66,-,7.31,Upgrade
11,PEG Ratio,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.61,0.54,0.74,0.75,Upgrade
12,EV/Sales Ratio,0.07,0.00,0.02,0.02,0.01,-,0.02,0.01,0.02,0.07,0.14,Upgrade
13,EV/EBITDA Ratio,2.48,0.11,0.77,0.98,0.41,-,0.86,0.29,0.79,2.60,4.51,Upgrade
14,EV/EBIT Ratio,4.20,0.16,1.14,1.49,0.63,-,1.37,0.43,1.18,3.69,5.94,Upgrade
15,EV/FCF Ratio,3.40,-,0.61,-,0.32,-,0.83,-,1.08,-,4.26,Upgrade
16,Debt / Equity Ratio,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,Upgrade
17,Debt / FCF Ratio,0.79,-,0.57,-,0.67,-,0.87,-,0.97,-,0.41,Upgrade
18,Return on Capital Employed (ROCE),4.93%,4.93%,4.83%,4.45%,4.32%,3.90%,3.94%,4.79%,4.46%,6.04%,7.38%,Upgrade
19,Earnings Yield,11.71%,13.54%,17.60%,14.14%,19.24%,15.89%,14.73%,14.79%,15.45%,9.62%,8.67%,Upgrade
20,FCF Yield,9.58%,11.09%,20.31%,19.91%,21.09%,8.56%,12.76%,8.78%,9.64%,8.94%,10.77%,Upgrade
