,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,13807,22915,19767,22088,18039,21171,17842,21008,15435,19221,Upgrade
1,Short-Term Investments,10168,6656,2207,2390,-,2357,-,-,-,-,Upgrade
2,Trading Asset Securities,707,10.43,11.41,61.56,1457,3365,5354,3099,6061,4568,Upgrade
3,Cash & Short-Term Investments,24683,29582,21985,24539,19497,26893,23196,24107,21496,23789,Upgrade
4,Cash Growth,12.27%,20.55%,12.76%,-8.75%,-15.95%,11.56%,7.91%,1.34%,3.92%,12.46%,Upgrade
5,Accounts Receivable,60961,52505,55470,45579,47763,39789,43056,37995,39307,36246,Upgrade
6,Other Receivables,-,5909,-,5223,-,4103,-,3468,-,1961,Upgrade
7,Receivables,60961,58415,55470,50802,47763,43892,43056,41463,39307,38207,Upgrade
8,Inventory,1643,1197,1512,1367,1538,1492,1742,1677,1825,1974,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,1400,Upgrade
10,Other Current Assets,14680,7760,13354,7495,14557,6999,13130,9015,11595,7883,Upgrade
11,Total Current Assets,101967,96953,92322,84203,83355,79276,81125,76262,74224,73252,Upgrade
12,"Property, Plant & Equipment",8926,9211,8758,9100,9136,9212,10156,9845,6363,6548,Upgrade
13,Long-Term Investments,12748,11048,13526,12572,10238,7633,5564,5978,4945,5325,Upgrade
14,Goodwill,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,103.01,Upgrade
15,Other Intangible Assets,689.2,745.83,675.01,724.01,663.12,683.48,575.12,535.71,484.53,505.28,Upgrade
16,Long-Term Deferred Tax Assets,1113,1020,972.45,941.88,899.76,758.19,703.37,700.74,718.72,690.34,Upgrade
17,Other Long-Term Assets,2655,2709,2684,2624,2609,2362,1204,1064,1386,1118,Upgrade
18,Total Assets,128202,121790,119040,110269,107005,100028,99430,94489,88224,87541,Upgrade
19,Accounts Payable,59060,53426,52915,44611,42849,36320,36697,33364,32156,30675,Upgrade
20,Accrued Expenses,4167,2791,3001,2635,2879,2263,2827,2352,2682,2154,Upgrade
21,Short-Term Debt,-,610.58,422.75,183.13,165.86,176.03,191.37,157.75,124.37,160.33,Upgrade
22,Current Portion of Long-Term Debt,878.82,196.92,409.56,568.87,595.17,546.99,573.53,546.66,498.96,350.9,Upgrade
23,Current Portion of Leases,451.8,487.76,488.11,513.22,450.39,490.86,427.6,400.63,345.43,343.28,Upgrade
24,Current Income Taxes Payable,392.63,354.1,305.94,351.11,361.39,239.62,285.12,282.6,319.32,337.37,Upgrade
25,Current Unearned Revenue,7618,9560,8193,10903,8923,11449,9805,10978,7422,10087,Upgrade
