,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,104,125,153,185,179,228,302,425,483,639,959,Upgrade
1,Market Cap Growth,-32.81%,-32.81%,-14.32%,-18.79%,-40.87%,-46.35%,-37.44%,-33.44%,-49.62%,-24.33%,9.26%,Upgrade
2,Enterprise Value,12,16,28,39,35,98,95,190,326,433,979,Upgrade
3,Last Close Price,0.13,0.15,0.19,0.23,0.22,0.28,0.37,0.52,0.59,0.78,1.14,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,23.69,36.31,Upgrade
5,Forward PE,-,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,Upgrade
6,PS Ratio,0.18,0.21,0.22,0.24,0.23,0.27,0.37,0.51,0.46,0.54,0.71,Upgrade
7,PB Ratio,0.21,0.25,0.28,0.31,0.28,0.26,0.31,0.33,0.36,0.50,0.73,Upgrade
8,P/TBV Ratio,0.25,0.25,0.28,0.31,0.28,0.26,0.31,0.33,0.36,0.50,0.73,Upgrade
9,P/FCF Ratio,-,-,-,12.21,-,-6.10,-,-,45.75,-,12.43,Upgrade
10,P/OCF Ratio,-,-,-,4.20,-,22.97,-,-,4.81,-,6.32,Upgrade
11,EV/Sales Ratio,0.02,0.03,0.04,0.05,0.05,0.12,0.12,0.23,0.31,0.36,0.72,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,15.01,23.37,Upgrade
13,EV/FCF Ratio,-0.09,-,-,2.54,-,-2.62,-,-,30.88,-,12.68,Upgrade
14,Debt / Equity Ratio,0.22,0.22,0.20,0.14,0.08,0.15,0.18,0.16,0.15,0.10,0.09,Upgrade
15,Debt / FCF Ratio,-,-,-,5.40,-,-3.55,-,-,19.49,-,1.57,Upgrade
16,Earnings Yield,-90.15%,-75.31%,-42.59%,-105.02%,-145.35%,-166.86%,-133.90%,-28.91%,-7.33%,4.22%,2.75%,Upgrade
17,FCF Yield,-122.82%,-102.60%,-1.94%,8.19%,21.58%,-16.38%,-45.04%,6.75%,2.19%,14.55%,8.05%,Upgrade
18,Buyback Yield / Dilution,0.81%,0.78%,0.84%,0.54%,-0.19%,0.21%,0.12%,0.16%,0.06%,0.08%,0.06%,Upgrade
19,Total Shareholder Return,0.81%,0.78%,0.84%,0.54%,-0.19%,0.21%,0.12%,0.16%,0.06%,0.08%,0.06%,Upgrade
