,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,272.88,325.14,260.42,346.98,279.65,300.06,272.58,473.91,342.76,-,Upgrade
1,Revenue Growth (YoY),4.79%,-6.29%,-6.88%,15.64%,2.59%,-36.68%,-20.47%,-,20.78%,-,Upgrade
2,Cost of Revenue,189.86,234.77,184.74,244.04,199.51,201.59,179.08,338.54,241.13,-,Upgrade
3,Gross Profit,83.02,90.36,75.67,102.94,80.14,98.47,93.51,135.37,101.63,-,Upgrade
4,"Selling, General & Admin",69.83,79.38,71.57,70.78,68.63,77.2,74.58,141.42,80.52,-,Upgrade
5,Other Operating Expenses,-6.42,-20.05,-13.86,-2.36,-1.25,-0.87,0.55,-1.31,-4.1,-,Upgrade
6,Operating Expenses,63.41,62.22,57.72,69.63,67.38,81.3,75.14,84.71,76.42,-,Upgrade
7,Operating Income,19.62,28.15,17.96,33.31,12.76,17.18,18.37,50.65,25.21,-,Upgrade
8,Interest Expense,-11.95,-13.5,-16.84,-12.35,-15.35,-11.06,-16.35,-17.85,-18.11,-,Upgrade
9,Interest & Investment Income,5.5,9.9,6.7,0.24,13.46,0.13,0.79,0.48,0.49,-,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,0.02,-0.02,-,Upgrade
11,EBT Excluding Unusual Items,13.17,24.54,7.81,21.2,10.87,6.24,2.82,33.29,7.57,-,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,2.14,0.33,0.35,-,Upgrade
13,Gain (Loss) on Sale of Assets,-3.7,0.31,0.01,-,0.02,0.02,94.67,1.43,-0.13,-,Upgrade
14,Asset Writedown,-,-,-,-,-,-9.2,-,-,-,-,Upgrade
15,Pretax Income,9.47,24.85,7.82,21.2,10.89,-2.94,99.62,35.06,7.79,-,Upgrade
16,Income Tax Expense,2.64,2.43,1.38,-0.16,2.15,33.71,50.51,33.04,0.47,-,Upgrade
17,Earnings From Continuing Operations,6.83,22.42,6.44,21.35,8.74,-36.65,49.11,2.02,7.32,-,Upgrade
18,Minority Interest in Earnings,0.03,0.02,0.02,0.02,0.12,-0.03,-0.29,5.79,0.7,-,Upgrade
19,Net Income,6.85,22.44,6.46,21.38,8.86,-36.67,48.81,7.81,8.01,-,Upgrade
20,Net Income to Common,6.85,22.44,6.46,21.38,8.86,-36.67,48.81,7.81,8.01,-,Upgrade
21,Net Income Growth,6.02%,4.96%,-27.03%,-,-81.86%,-,509.26%,-,-,-,Upgrade
22,Shares Outstanding (Basic),769,769,769,760,757,764,751,749,749,-,Upgrade
23,Shares Outstanding (Diluted),769,769,769,760,757,764,751,749,749,-,Upgrade
24,Shares Change (YoY),-,1.11%,1.57%,-0.53%,0.90%,1.97%,0.16%,-,-,-,Upgrade
25,EPS (Basic),0.01,0.03,0.01,0.03,0.01,-0.05,0.07,0.01,0.01,-,Upgrade
26,EPS (Diluted),0.01,0.03,0.01,0.03,0.01,-0.05,0.07,0.01,0.01,-,Upgrade
27,EPS Growth,6.02%,3.81%,-28.16%,-,-82.02%,-,508.32%,-,-,-,Upgrade
28,Free Cash Flow,-21.39,107.19,117.49,82.18,111.1,37.28,332.81,242.05,90.05,-,Upgrade
29,Free Cash Flow Per Share,-0.03,0.14,0.15,0.11,0.15,0.05,0.44,0.32,0.12,-,Upgrade
30,Operating Margin,7.19%,8.66%,6.90%,9.60%,4.56%,5.72%,6.74%,10.69%,7.36%,-,Upgrade
31,Profit Margin,2.51%,6.90%,2.48%,6.16%,3.17%,-12.22%,17.91%,1.65%,2.34%,-,Upgrade
32,Free Cash Flow Margin,-7.84%,32.97%,45.12%,23.68%,39.73%,12.42%,122.09%,51.08%,26.27%,-,Upgrade
33,EBITDA,28.29,37.4,26.77,41.85,22.27,24.97,31.8,61.39,40.31,-,Upgrade
34,D&A For EBITDA,8.68,9.25,8.81,8.54,9.52,7.79,13.43,10.74,15.1,8.44,Upgrade
35,EBIT,19.62,28.15,17.96,33.31,12.76,17.18,18.37,50.65,25.21,-,Upgrade
