,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,154,131,160,204,205,227,316,333,383,251,193,Upgrade
1,Market Cap Growth,-35.85%,-35.85%,-21.79%,-10.33%,-35.37%,-31.86%,-17.38%,32.62%,98.00%,-25.29%,-60.32%,Upgrade
2,Enterprise Value,425,467,612,631,705,837,947,1277,1522,1453,1553,Upgrade
3,Last Close Price,0.20,0.17,0.21,0.27,0.27,0.30,0.42,0.45,0.49,0.33,0.25,Upgrade
4,PE Ratio,4.89,4.15,5.02,6.77,5.98,-6.97,-,4.90,20.38,28.61,-,Upgrade
5,Forward PE,-,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,2.44,Upgrade
6,PS Ratio,0.24,0.20,0.25,0.31,0.29,0.33,0.45,0.37,0.39,0.67,-,Upgrade
7,PB Ratio,0.51,0.43,0.48,0.64,0.63,0.71,0.96,0.96,1.63,1.23,0.97,Upgrade
8,P/TBV Ratio,0.43,0.43,0.48,0.64,0.63,0.71,0.97,0.96,1.24,0.96,0.75,Upgrade
9,P/FCF Ratio,1.67,-,0.65,0.94,0.94,1.31,0.70,0.48,0.97,2.55,-,Upgrade
10,P/OCF Ratio,1.38,-,0.64,0.92,0.92,1.30,0.69,0.48,0.97,2.45,-,Upgrade
11,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,Upgrade
12,EV/Sales Ratio,0.66,0.73,0.95,0.96,1.00,1.23,1.35,1.42,1.57,3.86,-,Upgrade
13,EV/EBITDA Ratio,5.96,6.61,8.66,8.52,9.72,15.13,13.60,11.39,12.60,32.86,-,Upgrade
14,EV/EBIT Ratio,8.28,9.09,12.05,11.40,13.54,23.87,21.71,15.38,16.89,52.54,-,Upgrade
15,EV/FCF Ratio,4.61,-,2.47,2.93,3.23,4.82,2.09,1.85,3.86,14.71,-,Upgrade
16,Debt / Equity Ratio,1.08,1.08,1.18,1.54,1.52,1.72,2.15,1.90,4.53,5.96,6.70,Upgrade
17,Debt / FCF Ratio,3.52,-,1.59,2.27,2.27,3.15,1.55,0.96,2.70,12.29,-,Upgrade
18,Return on Capital Employed (ROCE),11.24%,11.24%,9.90%,9.26%,9.17%,6.33%,8.19%,14.50%,10.88%,3.99%,-,Upgrade
19,Earnings Yield,20.46%,24.07%,19.90%,14.76%,16.71%,-14.34%,4.71%,20.42%,4.91%,3.50%,-,Upgrade
20,FCF Yield,59.95%,70.53%,154.77%,105.88%,106.84%,76.49%,143.56%,207.31%,102.97%,39.29%,-,Upgrade
21,Buyback Yield / Dilution,-0.55%,-,-1.11%,-1.57%,0.53%,-0.90%,-1.97%,-0.16%,-,-,-,Upgrade
22,Total Shareholder Return,-0.55%,-,-1.11%,-1.57%,0.53%,-0.90%,-1.97%,-0.16%,-,-,-,Upgrade
