,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2017,Q3 2017,Q2 2017,Q1 2017
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017"
0,Operating Revenue,440.64,409.8,406.81,485.21,570.71,414.04,505.03,499.5,572.2,663.41,595.31,777.67,553.77,435.51,435.51,217.97,217.97,156.66,156.66
1,Other Revenue,-7.09,7.09,-,99.75,-73.31,73.31,-,21.85,-7.92,7.92,-,5.36,-3.57,1.78,1.78,-1.83,-1.83,1.83,1.83
2,Revenue,433.55,416.89,406.81,584.96,497.39,487.36,505.03,521.34,564.28,671.33,595.31,783.03,550.21,437.3,437.3,216.14,216.14,158.48,158.48
3,Revenue Growth (YoY),-12.84%,-14.46%,-19.45%,12.20%,-11.85%,-27.40%,-15.17%,-33.42%,2.56%,53.52%,36.13%,262.28%,154.56%,175.92%,175.92%,-,-,-,-
4,Cost of Revenue,353.51,339.31,339.71,504.63,417.52,409.32,406.06,451.95,469.7,569.53,499.72,675.85,458.24,364.57,364.57,191.71,191.71,136.93,136.93
5,Gross Profit,80.04,77.58,67.1,80.33,79.87,78.04,98.96,69.39,94.57,101.8,95.59,107.18,91.96,72.72,72.72,24.43,24.43,21.55,21.55
6,"Selling, General & Admin",12.12,19.25,13.62,21.63,17.13,17.27,14.83,8.97,23.08,22.33,12.05,19.55,10.76,14.67,14.67,12.99,12.99,9.99,9.99
7,Research & Development,41.82,26.45,34.15,38.44,48.12,20.12,27.42,23.18,29.93,25.91,24.59,22.28,31.01,20.9,20.9,-,-,-,-
8,Other Operating Expenses,-6.77,-1.75,-1.97,-8.82,-6.82,-0.91,-0.17,20.58,-10.25,-0.11,-3.03,0.62,-0.06,-3.01,-3.01,0.33,0.33,1.18,1.18
9,Operating Expenses,51.05,43.35,36.06,60.92,51.08,41.84,41.45,55.21,39.51,52.8,20.71,48.47,48.59,31.7,31.7,13.55,13.55,11.28,11.28
10,Operating Income,28.98,34.23,31.04,19.41,28.8,36.2,57.51,14.18,55.06,49,74.88,58.71,43.38,41.02,41.02,10.88,10.88,10.27,10.27
11,Interest Expense,-1.29,-3.24,-1.22,-,-2.05,-1.49,-2.01,-2.18,-0.88,-,-4.14,-1.41,-1.08,-0.82,-0.82,-,-,-,-
12,Interest & Investment Income,6.09,8.93,5.6,3.68,5.94,5.38,6.01,5.18,7.85,2.35,2,0.62,0.58,0.7,0.7,0.01,0.01,0.03,0.03
13,Currency Exchange Gain (Loss),0.95,-0.95,-,-3.63,2.93,-2.93,-,-6.93,4.18,-4.18,-,0.34,-0.06,0.03,0.03,0.15,0.15,0.08,0.08
14,Other Non Operating Income (Expenses),-2.75,0.36,-0.26,3.86,-3.8,0.4,0.39,6.05,-6.4,-3.48,2.74,-0.07,0.58,-0.62,-0.62,-0.02,-0.02,-0.01,-0.01
15,EBT Excluding Unusual Items,31.98,39.34,35.15,23.31,31.82,37.56,61.91,16.3,59.81,43.69,75.49,58.18,43.4,40.31,40.31,11.01,11.01,10.35,10.35
16,Gain (Loss) on Sale of Assets,-,-,-,0.03,0.46,-,-,-,-,-,-,-,-,-,-,-0,-0,-0.04,-0.04
17,Asset Writedown,-1.61,0.65,-0.29,0.9,-0.99,-0.73,0.66,0.25,-0.89,0.29,-0.28,2.44,-2.5,-0.01,-0.01,-0.22,-0.22,0.22,0.22
18,Other Unusual Items,-4,4.43,0.78,-3.24,-,-,-,20.74,-0.09,0.09,-,0.25,-,-,-,1.17,1.17,0.11,0.11
19,Pretax Income,26.38,44.42,35.64,21.01,31.3,36.83,62.57,37.29,58.83,44.07,75.2,60.87,40.91,40.3,40.3,11.97,11.97,10.64,10.64
20,Income Tax Expense,-1.45,2.68,1.63,-1.54,0.48,1.74,7.31,-1.62,6.34,6.42,8.26,4.65,2.04,3.41,3.41,1.19,1.19,1.26,1.26
21,Earnings From Continuing Operations,27.82,41.74,34.01,22.55,30.82,35.09,55.25,38.91,52.49,37.65,66.94,56.22,38.86,36.89,36.89,10.78,10.78,9.38,9.38
22,Minority Interest in Earnings,0.23,0.38,0.18,0.35,0.14,0.18,0,-,-,-,-,-,-,-,-,-,-,-,-
23,Net Income,28.05,42.12,34.19,22.9,30.95,35.26,55.25,38.91,52.49,37.65,66.94,56.22,38.86,36.89,36.89,10.78,10.78,9.38,9.38
24,Net Income to Common,28.05,42.12,34.19,22.9,30.95,35.26,55.25,38.91,52.49,37.65,66.94,56.22,38.86,36.89,36.89,10.78,10.78,9.38,9.38
25,Net Income Growth,-9.37%,19.44%,-38.12%,-41.16%,-41.03%,-6.33%,-17.46%,-30.78%,35.07%,2.06%,81.46%,421.55%,260.56%,293.16%,293.16%,-,-,-,-
26,Shares Outstanding (Basic),69,69,70,69,70,69,69,69,69,58,52,52,52,52,52,52,52,52,52
27,Shares Outstanding (Diluted),69,69,70,69,70,69,69,69,69,58,52,52,52,52,52,52,52,52,52
28,Shares Change (YoY),-2.06%,-0.23%,1.03%,0.62%,0.81%,20.14%,32.54%,31.91%,34.82%,10.38%,-0.03%,0.75%,-0.70%,0.41%,0.41%,-,-,-,-
29,EPS (Basic),0.41,0.61,0.49,0.33,0.44,0.51,0.80,0.56,0.76,0.65,1.28,1.08,0.75,0.71,0.71,0.21,0.21,0.18,0.18
30,EPS (Diluted),0.41,0.61,0.49,0.33,0.44,0.51,0.80,0.56,0.76,0.65,1.28,1.08,0.75,0.71,0.71,0.21,0.21,0.18,0.18
31,EPS Growth,-7.46%,19.72%,-38.75%,-41.52%,-41.51%,-22.04%,-37.72%,-47.52%,0.18%,-7.54%,81.52%,417.66%,263.09%,291.54%,291.54%,-,-,-,-
32,Free Cash Flow,-90.01,82.5,170.38,-98.91,154.5,114.85,37.65,52.71,12.17,25.64,73.06,45.81,-87.72,-1.22,-1.22,11.76,11.76,-0.66,-0.66
33,Free Cash Flow Per Share,-1.31,1.20,2.44,-1.43,2.21,1.66,0.55,0.76,0.18,0.45,1.40,0.88,-1.70,-0.02,-0.02,0.23,0.23,-0.01,-0.01
34,Dividend Per Share,-,-,-,1.000,-,-,-,0.769,-,-,-,-,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,30.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,18.46%,18.61%,16.49%,13.73%,16.06%,16.01%,19.60%,13.31%,16.76%,15.16%,16.06%,13.69%,16.71%,16.63%,16.63%,11.30%,11.30%,13.60%,13.60%
37,Operating Margin,6.69%,8.21%,7.63%,3.32%,5.79%,7.43%,11.39%,2.72%,9.76%,7.30%,12.58%,7.50%,7.88%,9.38%,9.38%,5.03%,5.03%,6.48%,6.48%
38,Profit Margin,6.47%,10.10%,8.41%,3.91%,6.22%,7.24%,10.94%,7.46%,9.30%,5.61%,11.24%,7.18%,7.06%,8.44%,8.44%,4.99%,4.99%,5.92%,5.92%
39,Free Cash Flow Margin,-20.76%,19.79%,41.88%,-16.91%,31.06%,23.57%,7.45%,10.11%,2.16%,3.82%,12.27%,5.85%,-15.94%,-0.28%,-0.28%,5.44%,5.44%,-0.42%,-0.42%
40,EBITDA,36.25,41.88,38.31,26.67,34.8,43.11,63.52,20.18,58.85,54.61,78.66,62.5,46.82,44.47,44.47,12.08,11.72,11.11,11.11
41,EBITDA Margin,8.36%,10.04%,9.42%,4.56%,7.00%,8.85%,12.58%,3.87%,10.43%,8.13%,13.21%,7.98%,8.51%,10.17%,10.17%,5.59%,5.42%,7.01%,7.01%
42,D&A For EBITDA,7.27,7.64,7.27,7.27,6,6.92,6,6,3.79,5.61,3.79,3.79,3.45,3.45,3.45,1.21,0.85,0.85,0.85
43,EBIT,28.98,34.23,31.04,19.41,28.8,36.2,57.51,14.18,55.06,49,74.88,58.71,43.38,41.02,41.02,10.88,10.88,10.27,10.27
44,EBIT Margin,6.69%,8.21%,7.63%,3.32%,5.79%,7.43%,11.39%,2.72%,9.76%,7.30%,12.58%,7.50%,7.88%,9.38%,9.38%,5.03%,5.03%,6.48%,6.48%
45,Effective Tax Rate,-,6.04%,4.57%,-,1.55%,4.74%,11.69%,-,10.78%,14.56%,10.99%,7.64%,5.00%,8.47%,8.47%,9.93%,9.93%,11.84%,11.84%
46,Revenue as Reported,433.55,416.89,406.81,584.96,497.39,487.36,505.03,521.34,564.28,671.33,595.31,783.03,550.21,437.3,437.3,-,-,-,-
