,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,369,196,257,355,408,402,673,1102,1207,1749,1539,2991,2064,11612,12714,12434,12242,12519,8991,10692,12825,Upgrade
1,Market Cap Growth,-51.30%,-51.30%,-61.82%,-67.78%,-66.23%,-77.00%,-56.25%,-63.16%,-41.53%,-84.94%,-87.89%,-75.95%,-83.14%,-7.25%,41.40%,16.29%,-4.54%,-18.25%,-49.71%,-50.53%,-39.68%,Upgrade
2,Enterprise Value,6309,6130,6191,5895,5948,6061,6332,6447,7545,8087,7877,4450,3523,12644,13746,14904,14712,14274,10745,11111,13244,Upgrade
3,Last Close Price,0.21,0.11,0.15,0.20,0.23,0.23,0.39,0.63,0.69,1.00,0.88,1.71,1.18,6.64,7.20,7.05,8.76,8.80,6.32,7.49,8.97,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.39,34.75,36.46,14.00,11.10,12.17,Upgrade
5,Forward PE,-,-,-,-,-,-,-,-,-,-,2.75,3.60,3.12,13.22,11.35,8.34,9.60,10.94,5.89,6.70,8.51,Upgrade
6,PS Ratio,0.09,0.05,0.06,0.07,0.08,0.08,0.12,0.19,0.23,0.30,0.18,0.27,0.17,0.84,1.10,1.30,1.37,1.50,0.98,1.05,1.41,Upgrade
7,PB Ratio,-0.03,-0.03,-0.03,-0.05,-0.06,-0.06,-0.10,-0.19,-,-0.80,-0.67,-243.78,-170.93,0.99,1.10,0.91,0.93,1.44,1.04,1.19,1.45,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,1.35,1.50,1.16,1.19,1.51,1.09,1.22,1.49,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,29.48,21.92,-,-,31.07,-37.86,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,17.53,15.56,-,-,24.26,-119.62,-,-,Upgrade
11,PEG Ratio,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Upgrade
12,EV/Sales Ratio,1.57,1.52,1.40,1.20,1.12,1.15,1.12,1.13,1.44,1.37,0.92,0.41,0.29,0.92,1.19,1.56,1.65,1.71,1.18,1.09,1.46,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.43,14.20,18.12,9.75,7.67,8.89,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.48,15.15,18.69,9.95,7.78,9.03,Upgrade
15,EV/FCF Ratio,-11.04,-,-,-,-,-,-,-,-,-,-,-,-,32.10,23.70,-,-,35.42,-45.24,-,-,Upgrade
16,Debt / Equity Ratio,-0.84,-0.84,-0.84,-0.93,-1.05,-1.05,-1.05,-1.22,-,-3.25,-3.25,-715.92,-715.92,0.78,0.78,0.74,0.74,0.73,0.73,0.67,0.67,Upgrade
17,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.93,4.93,8.32,8.32,5.80,5.80,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,23.32,15.62,-,-,15.68,-26.54,-,-,Upgrade
19,Asset Turnover,0.94,0.85,-,-,0.92,0.85,-,-,0.56,0.47,0.43,0.29,0.51,0.50,0.40,0.48,0.32,0.33,0.56,0.59,Upgrade,
20,Quick Ratio,0.10,0.10,0.10,0.14,-,0.20,0.20,0.26,-,0.47,0.47,0.78,0.78,1.57,1.57,2.12,2.12,1.62,1.62,2.46,2.46,Upgrade
21,Current Ratio,0.11,0.11,0.11,0.15,-,0.21,0.21,0.28,-,0.50,0.50,0.88,0.88,1.69,1.69,2.22,2.22,1.81,1.81,2.67,2.67,Upgrade
22,Return on Equity (ROE),-,-,-,-,-,-,-,-,-,-,-,-438.51%,-31.98%,-29.39%,5.82%,6.90%,2.65%,2.62%,7.85%,8.03%,Upgrade,
23,Return on Assets (ROA),-10.81%,-9.82%,-,-,-12.16%,-11.20%,-,-,-19.53%,-16.38%,-54.02%,-35.69%,-7.85%,-7.67%,3.52%,4.18%,1.99%,2.02%,3.03%,3.21%,Upgrade,
24,Return on Capital (ROIC),-,-,-,-293.50%,-221.96%,-87.63%,-,-,-40.58%,-30.12%,-91.69%,-53.37%,-11.09%,-10.32%,4.52%,5.38%,2.57%,2.59%,3.86%,4.22%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.08%,5.14%,7.38%,10.46%,11.09%,11.62%,Upgrade
26,Earnings Yield,-294.73%,-555.24%,-474.67%,-384.67%,-681.36%,-857.79%,-601.59%,-399.74%,-678.71%,-780.09%,-934.66%,-477.83%,-374.36%,-11.90%,-3.94%,2.91%,2.88%,2.74%,7.14%,9.01%,8.22%,Upgrade
27,FCF Yield,-154.85%,-98.19%,-57.15%,-,-,-24.75%,-71.36%,-,-,-266.63%,-269.73%,-112.46%,-70.61%,3.39%,4.56%,6.21%,4.74%,3.22%,-2.64%,-8.38%,-13.15%,Upgrade
28,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.13%,78.13%,-,-,98.08%,98.08%,Upgrade
29,Buyback Yield / Dilution,-,-,0.01%,-0.01%,-,-,0.00%,-0.00%,-,-,-14.16%,-14.16%,-26.25%,-26.25%,-10.16%,-10.16%,5.02%,5.02%,3.80%,3.80%,Upgrade,
30,Total Shareholder Return,-,-,0.01%,-0.01%,-,-,0.00%,-0.00%,-,-,-14.16%,-14.16%,-26.25%,-26.25%,-10.16%,-10.16%,5.02%,5.02%,3.80%,3.80%,Upgrade,
