,Fiscal Quarter,Q4 2024,Q3 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 30, 2024","Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Revenue,9906,2500,1099,997.84,5699,4445,7098,7033,3051,9174,342.72,1214,250.77,1496,2012,1202,4587,2576,1975,964.63,Upgrade
1,Revenue Growth (YoY),73.81%,-43.77%,-84.52%,-85.81%,86.82%,-51.55%,1970.97%,479.22%,1116.54%,513.44%,-82.96%,1.03%,-94.53%,-41.95%,1.86%,24.58%,-27.12%,50.60%,-39.15%,-41.06%,Upgrade
2,Cost of Revenue,1870,509.89,182.86,-241.87,1721,1417,3741,2757,-6686,2502,160.74,577.86,900,514.8,780.95,1759,2634,941.9,1601,1372,Upgrade
3,Gross Profit,8036,1990,916.14,1240,3978,3028,3356,4276,9737,6672,181.98,636.27,-649.23,980.72,1231,-557.4,1953,1634,373.79,-407.01,Upgrade
4,"Selling, General & Admin",4056,1880,1236,969.71,3916,2948,2304,3319,6026,3400,788.63,1240,2049,1011,1045,1891,1374,480.88,1005,929.16,Upgrade
5,Operating Expenses,4056,1880,1236,969.71,3916,2948,2304,3319,6026,3400,788.63,1240,2049,1011,1045,1891,1374,480.88,1005,929.16,Upgrade
6,Operating Income,3979,109.47,-319.75,270.01,61.75,79.77,1052,956.67,3712,3272,-606.65,-604.17,-2698,-29.89,185.34,-2449,579,1153,-631.21,-1336,Upgrade
7,Interest Expense,-88.67,-84.83,-,-,-,-,-,-,-2.88,-2.3,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,949.62,835.21,2.36,4.7,0.97,13.98,86.59,89.96,23.39,2067,77.66,1.46,0.3,119.04,148.97,238.74,728.88,213.49,257.84,499.57,Upgrade
9,Other Non Operating Income (Expenses),2232,-357.7,206.65,-34.51,14.23,7.87,-251.93,462.89,-8272,-4281,-,-,-,-4.99,-9.29,0.68,-3.41,-1.07,-7.51,-27.18,Upgrade
10,EBT Excluding Unusual Items,7072,502.15,-110.74,240.2,76.95,101.63,887.06,1510,-4540,1055,-528.99,-602.71,-2698,84.16,325.01,-2209,1304,1366,-380.88,-863.79,Upgrade
11,Pretax Income,7072,502.15,-110.74,240.2,76.95,101.63,887.06,1510,-4540,1055,-528.99,-602.71,-2698,84.16,325.01,-2209,1304,1366,-380.88,-863.79,Upgrade
12,Income Tax Expense,208.96,-,8.74,139.87,23.82,26.08,180.04,327.16,-902.99,213.55,-,-,-,4.24,-,-,275.68,-,-,11.07,Upgrade
13,Net Income,6863,502.15,-119.48,100.33,53.13,75.55,707.01,1182,-3637,841.87,-528.99,-602.71,-2698,79.92,325.01,-2209,1029,1366,-380.88,-874.86,Upgrade
14,Net Income to Common,6863,502.15,-119.48,100.33,53.13,75.55,707.01,1182,-3637,841.87,-528.99,-602.71,-2698,79.92,325.01,-2209,1029,1366,-380.88,-874.86,Upgrade
15,Net Income Growth,12817.62%,564.66%,-,-91.51%,-,-91.03%,-,-,-,953.36%,-,-,-,-94.15%,-,-,12.88%,-,-,-,Upgrade
16,Shares Outstanding (Basic),4,4,13,2,2,2,2,2,-,-,2,2,2,2,2,-,-,-,-,-,Upgrade
17,Shares Outstanding (Diluted),4,4,13,2,2,2,2,2,-,-,2,2,2,2,2,-,-,-,-,-,Upgrade
18,Shares Change (YoY),99.99%,100.02%,485.28%,0.01%,-,-,12.91%,-0.01%,-,-,-0.03%,-,-,-,-,-,-,-,-,-,Upgrade
19,EPS (Basic),1717.51,125.66,-9.05,50.21,26.59,37.82,313.54,591.77,-,-,-264.86,-301.62,-1350.27,40.00,162.68,-,-,-,-,-,Upgrade
20,EPS (Diluted),1717.51,125.66,-9.05,50.21,26.59,37.82,313.54,591.77,-,-,-264.86,-301.62,-1350.27,40.00,162.68,-,-,-,-,-,Upgrade
21,EPS Growth,6359.22%,232.30%,-,-91.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Free Cash Flow,-,-,104.81,-2926,-712.72,-712.72,4414,-9447,5139,4627,-301.68,-957.26,-1867,-212.52,1809,-4050,-622.79,191.25,-1697,-1196,Upgrade
