,Fiscal Quarter,Q4 2024,Q3 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 30, 2024","Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters
0,Cash & Equivalents,15806,6706,20035,46,2872,-,2670,3865,3033,-,2295,2596,163.63,-,944.65,435.36,3072,2147,687.77,1094,Upgrade
1,Short-Term Investments,8550,15310,200,300,404.04,-,2.75,12.43,3313,-,2500,2500,6000,-,7000,8348,8348,9985,11148,12156,Upgrade
2,Cash & Short-Term Investments,24355,22016,20235,346,3276,2672,2672,3877,6347,12118,4795,5096,6164,-,7945,8783,11419,12132,11836,13250,Upgrade
3,Cash Growth,643.39%,723.80%,657.17%,-91.08%,-48.38%,-77.95%,-44.26%,-23.92%,2.97%,-,-39.65%,-41.97%,-46.02%,-,-32.88%,-33.71%,-17.91%,0.93%,-,-7.42%,Upgrade
4,Accounts Receivable,200,-,357.79,140.19,140.19,-,418.39,484.49,833.96,-,1046,806.06,291.32,-,1530,2263,2091,1163,1386,1051,Upgrade
5,Other Receivables,21198,23958,5871,5597,2775,-,3926,25444,26349,-,640.36,621.82,918.71,-,339.44,324.26,212.05,454.14,571.04,1024,Upgrade
6,Receivables,21398,23958,6229,5737,2915,-,4345,25929,27182,-,1686,1428,1210,-,1869,2588,2303,1617,1957,2075,Upgrade
7,Inventory,40.21,62.86,37.24,327.24,390.39,-,34,646.21,795.11,-,460.59,460.59,460.59,-,459.9,459.38,459.76,460.06,460.49,862.09,Upgrade
8,Prepaid Expenses,31.14,17.85,3.43,5.61,3.33,-,12.61,16.81,24.02,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,23.46,27.4,5.8,55.8,50,-,243.1,255.27,44.5,-,82.58,75.74,73.78,-,0.71,0.71,0.41,-,1.68,-,Upgrade
10,Total Current Assets,45848,46082,26511,6472,6635,-,7307,30724,34393,-,7024,7061,7908,-,10275,11831,14182,14209,14255,16187,Upgrade
11,"Property, Plant & Equipment",-,-,18008,18008,18008,-,18008,-,-,-,4549,4549,4376,-,2951,2943,2739,1311,-,-,Upgrade
12,Other Intangible Assets,742.28,754.66,791.77,804.14,816.51,-,841.26,853.63,866,-,903.11,915.48,927.86,-,964.97,989.71,989.71,989.71,989.71,-,Upgrade
13,Other Long-Term Assets,3504,26.97,60.83,58.4,58.4,-,58.4,58.4,58.4,-,43.14,51.48,29.76,-,22.8,27.6,285.96,10,10,107.62,Upgrade
14,Total Assets,50094,46864,45371,25342,25518,-,26214,37636,41317,-,12520,12577,13242,-,14213,15791,18197,16520,15255,16295,Upgrade
15,Accounts Payable,939.08,467.04,226.57,45.51,190.48,-,278.62,1833,1620,-,220.01,64.5,58.65,-,147.74,542.69,404.02,-,187.7,108.56,Upgrade
16,Accrued Expenses,456.19,890.47,808.59,649.32,909.81,-,957.35,5405,6478,-,0.71,0.71,0.71,-,17.94,74.44,160.44,-,1,27,Upgrade
17,Short-Term Debt,3620,7970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Current Income Taxes Payable,881.38,211.11,645.4,631.24,529.53,-,1202,811.11,1451,-,32.45,99.3,203.74,-,216.85,82.27,429.03,136.27,163.18,30.07,Upgrade
19,Current Unearned Revenue,-,-,-,-,-,-,-,6522,9783,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Other Current Liabilities,133.32,124.47,137.25,120.57,93.06,-,58.96,55.93,222.79,-,205.9,109.64,77.04,-,128.06,203.26,105.57,155.02,40.48,21.62,Upgrade
21,Total Current Liabilities,6030,9663,1818,1447,1723,-,2497,14626,19556,-,459.07,274.14,340.13,-,510.59,902.65,1099,291.29,392.36,187.25,Upgrade
22,Total Liabilities,6030,9663,1818,1447,1723,-,2497,14626,19556,-,459.07,274.14,340.13,-,510.59,902.65,1099,291.29,392.36,187.25,Upgrade
23,Common Stock,39960,39960,39960,19980,19980,-,19980,19980,19980,-,10800,10800,10800,-,10800,10800,10800,10800,10800,10800,Upgrade
24,Additional Paid-In Capital,-,-,-,-,-,-,-,-,-,-,174.7,174.7,174.7,-,174.7,174.7,174.7,174.7,174.7,174.7,Upgrade
25,Retained Earnings,4307,-2557,3796,3916,3815,-,3737,3030,-,-,1086,1328,1927,-,2728,3914,6123,5254,3888,5133,Upgrade
26,Comprehensive Income & Other,-202.68,-202.68,-202.68,-,-,-,-,-,1781,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Shareholders' Equity,44064,37201,43553,23896,23795,23717,23717,23010,21761,20731,12060,12303,12902,-,13703,14888,17098,16228,14863,16107,Upgrade
28,Total Liabilities & Equity,50094,46864,45371,25342,25518,-,26214,37636,41317,-,12520,12577,13242,-,14213,15791,18197,16520,15255,16295,Upgrade
29,Total Debt,3620,7970,-,-,-,-,-,-,-,1000,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Net Cash (Debt),20735,14046,20235,346,3276,2672,2672,3877,6347,11118,4795,5096,6164,-,7945,8783,11419,12132,11836,13250,Upgrade
31,Net Cash Growth,532.90%,425.57%,657.17%,-91.08%,-48.38%,-75.96%,-44.26%,-23.92%,2.97%,-,-39.65%,-41.97%,-46.02%,-,-32.88%,-33.71%,-17.91%,0.93%,-,-7.42%,Upgrade
32,Net Cash Per Share,5189.05,3514.83,1533.21,173.16,1639.67,1337.65,1185.14,1940.49,-,-,2400.70,2550.45,3084.94,-,3976.63,-,-,-,-,-,Upgrade
33,Filing Date Shares Outstanding,4,4,13.2,2,2,2,2.25,2,-,-,2,2,2,2,2,-,-,-,-,-,Upgrade
34,Total Common Shares Outstanding,4,4,13.2,2,2,2,2.25,2,-,-,2,2,2,2,2,-,-,-,-,-,Upgrade
35,Working Capital,39818,36419,24693,5025,4912,-,4809,16098,14837,-,6565,6786,7568,-,9764,10928,13083,13917,13863,16000,Upgrade
36,Book Value Per Share,11027.01,9309.51,3300.04,11958.94,11908.75,10517.64,10517.64,11516.49,-,10375.88,6038.66,6156.82,6457.54,-,6858.76,-,-,-,-,-,Upgrade
37,Tangible Book Value,43322,36446,42762,23091,22979,22876,22876,22156,20895,14978,11157,11387,11974,-,12738,13899,16108,15239,13873,16107,Upgrade
38,Tangible Book Value Per Share,10841.26,9120.65,3240.05,11556.49,11500.11,10144.57,10144.57,11089.25,-,7496.47,5586.47,5698.67,5993.14,-,6375.75,-,-,-,-,-,Upgrade
39,Construction In Progress,-,-,18008,18008,18008,-,18008,-,-,-,4549,4549,4376,-,2951,2943,2739,1311,-,-,Upgrade
