,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,740.1,1020,843.43,1203,1381,1754,1699,1002,471.27,280.08,Upgrade
1,Short-Term Investments,100.48,71.09,102.16,98.08,67.1,65.52,38.66,35.85,25.58,21.35,Upgrade
2,Trading Asset Securities,196.12,40.03,36.87,38.2,-,-,-,-,0.43,-,Upgrade
3,Cash & Short-Term Investments,1037,1131,982.46,1339,1448,1820,1738,1038,497.29,301.43,Upgrade
4,Cash Growth,5.52%,-15.58%,-32.15%,-26.41%,-16.70%,75.34%,249.51%,244.33%,325.44%,111.87%,Upgrade
5,Accounts Receivable,268.73,186.45,188.67,170.87,164.68,185.8,161.41,160.82,162.37,210.66,Upgrade
6,Other Receivables,21.29,53.11,21.88,15.88,61.1,56.81,49.21,40.31,39.56,34.78,Upgrade
7,Receivables,290.02,239.56,210.55,186.75,225.78,242.61,210.62,201.13,201.94,245.44,Upgrade
8,Inventory,407.91,414.87,395.4,352.43,320.88,289.93,244.2,240.19,225.9,192.32,Upgrade
9,Other Current Assets,170.95,225.35,226.87,60.77,63.22,34.3,15.1,0.62,3.05,1.77,Upgrade
10,Total Current Assets,1906,2010,1815,1939,2058,2387,2208,1480,928.16,740.95,Upgrade
11,"Property, Plant & Equipment",984.74,1011,975.87,999.59,928.38,930.28,500.29,486.49,429.34,434.01,Upgrade
12,Long-Term Investments,383.56,382.64,422.67,441.95,432.03,388.32,348.28,106.67,87.01,74.31,Upgrade
13,Goodwill,147.27,149.39,265.57,262.83,280.19,290.57,157.42,159.48,161.28,160.52,Upgrade
14,Other Intangible Assets,236.7,103.81,223.22,113.31,238.46,128.92,143.4,30.59,127.01,34.83,Upgrade
15,Long-Term Accounts Receivable,10.61,11.51,9.82,5.54,1.14,-,-,-,-,-,Upgrade
16,Long-Term Deferred Tax Assets,30.37,31.38,27.89,27.64,21.31,20.37,14.11,15.5,10.74,13.17,Upgrade
17,Long-Term Deferred Charges,-,130.62,-,110.37,-,127.69,-,107.81,-,90.98,Upgrade
18,Other Long-Term Assets,98.41,101.77,92.11,93.63,93.62,107.62,102.68,56.03,48.3,49.18,Upgrade
19,Total Assets,3797,3932,3832,3994,4053,4381,3483,2469,1800,1598,Upgrade
20,Accounts Payable,181.54,185.85,146.83,143.26,133.99,131.05,72.49,60.39,69.02,90.12,Upgrade
21,Short-Term Debt,-,-,650.59,-,-,-,-,-,-,-,Upgrade
22,Current Portion of Long-Term Debt,421.05,752.07,257.37,185.39,112.89,94.75,58.44,10.89,100.91,115.2,Upgrade
23,Current Portion of Leases,47.47,46.92,42.46,51.94,65.52,50.51,15.49,12.07,11.04,10.18,Upgrade
24,Current Income Taxes Payable,11.65,4.99,8.22,17.47,16.7,19.12,4.09,52.68,9.14,13.12,Upgrade
25,Current Unearned Revenue,18.46,18.77,24.15,22.6,21.15,23.59,39.3,62.01,8.24,9.52,Upgrade
26,Other Current Liabilities,230.16,262.49,226.48,241.47,203.73,227.74,166.92,321.34,149.98,193.66,Upgrade
27,Total Current Liabilities,910.32,1271,1356,662.13,553.97,546.76,356.73,519.38,348.31,431.8,Upgrade
28,Long-Term Debt,1143,814.43,515.38,1106,977.1,930.01,839.82,230.98,257.91,288.11,Upgrade
29,Long-Term Leases,74.11,85.33,103.83,124.37,137.45,168.44,50.92,42.77,41.85,44.53,Upgrade
30,Long-Term Unearned Revenue,76.84,70.01,58.79,62.96,57.12,61.34,62.87,67.7,45.81,46.36,Upgrade
31,Long-Term Deferred Tax Liabilities,24.34,25.69,24.31,24.72,24.72,27.69,4.11,4.12,3.53,3.6,Upgrade
32,Other Long-Term Liabilities,270.56,252.59,224.27,211.49,426.64,417.69,107.11,204.81,315.19,120.55,Upgrade
33,Total Liabilities,2509,2529,2292,2201,2185,2163,1431,1081,1022,943.99,Upgrade
34,Common Stock,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
35,Additional Paid-In Capital,677.84,677.63,676.62,670.7,667.95,664.86,658.44,661.71,454.08,362.51,Upgrade
36,Retained Earnings,-1340,-1244,-929.25,-767.02,-529.15,-331.08,-144.89,-54.66,71.04,136.6,Upgrade
37,Comprehensive Income & Other,1362,1324,1213,1231,1096,1157,958.9,520.89,104.05,19.9,Upgrade
38,Total Common Equity,699.81,757.82,960.2,1135,1235,1491,1472,1128,629.19,519.02,Upgrade
