,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,964.14,918.74,813.31,810.36,650.6,814.33,921.21,1048,976.24,971.21
1,Trading Asset Securities,-,-,-,-,-,-,2,76,-,-
2,Cash & Short-Term Investments,964.14,918.74,813.31,810.36,650.6,814.33,923.21,1124,976.24,971.21
3,Cash Growth,18.55%,13.37%,25.01%,-0.49%,-29.53%,-27.53%,-5.43%,15.71%,220.71%,-18.17%
4,Accounts Receivable,830.01,823.54,806.03,800.48,1315,1150,767.4,586.83,367.08,230.01
5,Receivables,830.01,823.54,806.03,800.48,1315,1150,767.4,586.83,367.08,230.01
6,Inventory,2.16,3.12,3.29,3.37,1.06,1.44,1.95,2.19,2.53,3.76
7,Other Current Assets,231.56,289.7,266.85,316.63,303.72,274.66,257.31,197.73,66.49,51.92
8,Total Current Assets,2028,2035,1889,1931,2270,2241,1950,1910,1412,1257
9,"Property, Plant & Equipment",90.08,85.09,93.53,103.11,105.05,111.13,105.58,63.55,54.59,44.29
10,Long-Term Investments,68.9,68.8,69.41,68.95,66.58,72.52,69.14,64.35,63.54,70.52
11,Goodwill,123.24,123.24,123.24,485.19,565.96,562.91,562.91,283.96,84.01,68.84
12,Other Intangible Assets,139.05,158.29,195.36,207.8,243.99,207.44,250.03,112.35,43.97,31.09
13,Long-Term Deferred Tax Assets,134.42,124.89,126.54,113.61,35.5,20.95,23.29,21,22.78,21.34
14,Long-Term Deferred Charges,-,6.73,-,13.52,-,46.25,-,5.95,-,2.65
15,Other Long-Term Assets,-,2.64,4.34,5.88,6.74,6.94,8.6,187.3,13.46,5.32
16,Total Assets,2584,2605,2502,2929,3294,3269,2969,2649,1695,1501
17,Accounts Payable,519,550.4,497.06,560.44,596,569.45,364.43,275.47,185.85,122.13
18,Accrued Expenses,252.33,251.63,221.98,272.53,287.41,285.92,298.35,305.57,218.6,191.05
19,Current Portion of Leases,3.63,4.64,4.41,6.6,8.16,8.79,8.05,9.25,8.9,5.56
20,Current Income Taxes Payable,41.63,39.56,51.81,51.06,58.6,72.9,68.07,64.78,41.9,39.82
21,Current Unearned Revenue,98.78,96.24,79.66,79.36,124.72,129.94,107.83,131.93,165.41,173.81
22,Other Current Liabilities,160.82,169.17,134,104.22,95.61,85.63,150.19,64.55,87.73,51.81
23,Total Current Liabilities,1076,1112,988.92,1074,1170,1153,996.93,851.55,708.39,584.19
24,Long-Term Leases,3.4,4,4.96,7.61,10.25,13.54,10.54,13.1,14.85,11.9
25,Long-Term Unearned Revenue,-,-,-,-,-,0.01,7.21,0.16,0.25,0.35
26,Long-Term Deferred Tax Liabilities,21.54,25.95,31.19,35.44,38.38,43.76,43.58,22.45,9.63,5.28
27,Other Long-Term Liabilities,-,-,52.23,121.64,134.46,125.44,125.44,-,-,-
28,Total Liabilities,1101,1142,1077,1239,1354,1335,1184,887.25,733.12,601.71
29,Common Stock,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.87,8.17,8.17
30,Additional Paid-In Capital,1238,1262,1262,1284,1284,1330,1330,1400,693.26,723.24
31,Retained Earnings,361.44,320.7,278.83,522.46,767.31,736.09,581.19,428.09,279.65,195.48
32,Comprehensive Income & Other,-240.13,-240.4,-242.08,-244.9,-245.36,-250.01,-249.5,-116.45,-22.83,-30.9
33,Total Common Equity,1368,1351,1307,1570,1814,1825,1670,1720,958.25,895.99
34,Minority Interest,114.07,112.2,117.15,120.04,126.05,108.58,115.31,41.36,3.31,3.24
35,Shareholders' Equity,1482,1463,1425,1690,1940,1933,1786,1762,961.56,899.23
36,Total Liabilities & Equity,2584,2605,2502,2929,3294,3269,2969,2649,1695,1501
37,Total Debt,7.04,8.64,9.36,14.21,18.4,22.33,18.59,22.35,23.75,17.46
38,Net Cash (Debt),957.1,910.1,803.94,796.15,632.19,792,904.62,1101,952.49,953.75
39,Net Cash Growth,19.05%,14.31%,27.17%,0.52%,-30.12%,-28.09%,-5.03%,15.48%,-,-
40,Net Cash Per Share,0.97,0.93,0.82,0.81,0.64,0.81,0.92,1.13,1.05,1.26
41,Filing Date Shares Outstanding,982.32,982.32,982.32,982.32,985.67,985.67,985.67,985.67,908.67,908.67
42,Total Common Shares Outstanding,982.32,982.32,982.32,982.32,985.67,985.67,985.67,985.67,908.67,908.67
43,Working Capital,951.67,923.46,900.55,856.62,1100,1088,952.94,1059,703.94,672.71
44,Book Value Per Share,1.39,1.38,1.33,1.60,1.84,1.85,1.69,1.75,1.05,0.99
45,Tangible Book Value,1106,1069,988.84,876.96,1004,1054,857.46,1324,830.27,796.06
46,Tangible Book Value Per Share,1.13,1.09,1.01,0.89,1.02,1.07,0.87,1.34,0.91,0.88
47,Buildings,-,42.66,-,42.66,-,42.66,-,-,-,-
48,Machinery,-,81.47,-,80.89,-,67.62,-,53.04,-,37.75
49,Construction In Progress,-,-,-,-,-,3.86,-,6.87,-,-
50,Leasehold Improvements,-,35.68,-,33.08,-,27.59,-,22.36,-,18.65
