,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1151,1250,1222,1294,1312,1558,1162,1056,701.95,625.62
1,Revenue Growth (YoY),-5.75%,-3.45%,-6.87%,-16.91%,12.88%,47.43%,65.56%,68.87%,54.03%,61.18%
2,Cost of Revenue,900.46,1021,934.18,1036,1014,1165,812.46,724.53,502.85,442.88
3,Gross Profit,251,228.13,287.57,258.35,297.55,392.38,349.68,331.95,199.1,182.74
4,"Selling, General & Admin",127.99,172.27,145.78,205.31,167.18,160.14,139.65,149.64,77.52,82.48
5,Operating Expenses,187.79,185.84,165.95,512.08,226.61,164.43,145.8,151.8,77.52,85.95
6,Operating Income,63.21,42.29,121.63,-253.73,70.93,227.95,203.88,180.15,121.58,96.79
7,Interest Expense,-0.18,-0.21,-0.28,-,-1.32,-1.17,-2.18,-,-10.13,-49.42
8,Interest & Investment Income,-,9.8,-,2.09,-,3.84,-,9.38,3,42.89
9,Earnings From Equity Investments,0.11,1.17,0.46,1.57,-5.46,3.51,1.98,0.81,1.3,2.15
10,Other Non Operating Income (Expenses),-6.11,-5.69,16.8,19.41,-3.37,12.22,18.44,2.06,4.26,-17.71
11,EBT Excluding Unusual Items,57.02,47.36,138.61,-230.66,60.79,246.34,222.13,192.39,120.01,74.72
12,Merger & Restructuring Charges,-,-,-,-,-,-30,-,-,-,-
13,Impairment of Goodwill,-,-,-361.65,-80.77,-,-,-,-,-,-
14,Gain (Loss) on Sale of Investments,-,2.6,-,3.07,-,5.33,-,5.53,-1.19,4.01
15,Asset Writedown,-,-2.1,-0.86,-0.78,-,-,-,-,-,-
16,Pretax Income,57.02,47.86,-223.91,-309.13,60.79,221.67,222.13,197.92,118.82,78.73
17,Income Tax Expense,14.67,10.19,18.24,-60.36,11.61,54.29,55.37,45.29,34.58,25.25
18,Earnings From Continuing Operations,42.35,37.68,-242.15,-248.77,49.18,167.38,166.76,152.63,84.25,53.48
19,Minority Interest in Earnings,-1.61,4.19,-1.48,3.92,-17.96,-12.48,-13.66,-4.2,-0.07,0.62
20,Net Income,40.74,41.87,-243.63,-244.85,31.22,154.9,153.1,148.43,84.17,54.1
21,Net Income to Common,40.74,41.87,-243.63,-244.85,31.22,154.9,153.1,148.43,84.17,54.1
22,Net Income Growth,-,-,-,-,-79.61%,4.36%,81.89%,174.37%,99.40%,50.92%
23,Shares Outstanding (Basic),982,982,982,982,982,982,982,977,909,758
24,Shares Outstanding (Diluted),982,982,982,982,982,982,982,977,909,758
25,Shares Change (YoY),-,-,-,-,-,0.54%,8.11%,28.83%,21.67%,-
26,EPS (Basic),0.04,0.04,-0.25,-0.25,0.03,0.16,0.16,0.15,0.09,0.07
27,EPS (Diluted),0.04,0.04,-0.25,-0.25,0.03,0.16,0.16,0.15,0.09,0.07
28,EPS Growth,-,-,-,-,-79.61%,3.79%,68.25%,112.97%,63.89%,-
29,Free Cash Flow,40.79,122.86,3.88,204.95,-143.02,33.16,0.27,45.45,23.33,-21.85
30,Free Cash Flow Per Share,0.04,0.13,0.00,0.21,-0.15,0.03,0.00,0.05,0.03,-0.03
31,Operating Margin,5.49%,3.38%,9.96%,-19.60%,5.41%,14.63%,17.54%,17.05%,17.32%,15.47%
32,Profit Margin,3.54%,3.35%,-19.94%,-18.92%,2.38%,9.94%,13.17%,14.05%,11.99%,8.65%
33,Free Cash Flow Margin,3.54%,9.83%,0.32%,15.84%,-10.90%,2.13%,0.02%,4.30%,3.32%,-3.49%
34,EBITDA,100.53,63.3,157.57,-229.38,103.75,253.93,228.45,189.49,130.42,100.97
35,D&A For EBITDA,37.32,21.01,35.95,24.35,32.82,25.98,24.56,9.34,8.83,4.18
36,EBIT,63.21,42.29,121.63,-253.73,70.93,227.95,203.88,180.15,121.58,96.79
