,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3671,2463,1941,2866,3851,3069,3955,4382,4625,4275,4510,8240,5664,3290,2789,2711,3113,3361,4018,3490,4331,Upgrade
1,Market Cap Growth,-19.75%,-19.75%,-50.91%,-34.59%,-16.72%,-28.21%,-12.31%,-46.82%,-18.36%,29.92%,61.69%,203.96%,81.99%,-2.10%,-30.58%,-22.32%,-28.14%,-29.92%,-12.06%,-42.10%,-11.85%,Upgrade
2,Enterprise Value,7693,6486,5963,6976,7961,7221,8084,8525,8767,8330,8745,13101,10525,8007,7644,7355,7756,7946,8508,8609,9451,Upgrade
3,Last Close Price,3.52,2.32,1.79,2.70,3.70,2.97,3.89,4.28,4.65,4.26,4.54,8.50,5.72,3.23,2.70,2.61,3.03,3.27,3.96,3.36,4.14,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-9.02,-,-86.73,-349.18,254.46,-,Upgrade
5,PS Ratio,5.95,3.62,2.65,2.47,3.29,2.61,3.54,6.46,6.97,6.09,6.21,11.07,7.51,4.56,3.82,3.74,4.54,4.45,4.91,3.74,4.34,Upgrade
6,PB Ratio,5.81,3.50,2.37,3.23,3.97,1.92,2.33,2.19,2.20,1.43,1.44,2.52,1.67,0.68,0.58,0.56,0.64,0.63,0.72,0.63,0.78,Upgrade
7,P/FCF Ratio,12.06,6.74,5.51,8.56,12.29,8.84,13.15,12.13,12.00,11.87,11.66,18.37,13.87,7.11,5.11,5.49,6.55,7.59,9.43,22.59,14.52,Upgrade
8,P/OCF Ratio,6.74,6.74,5.51,8.56,12.29,8.84,13.15,12.13,12.00,11.87,11.66,18.37,13.87,7.11,5.11,5.49,6.55,7.59,9.43,22.59,14.52,Upgrade
9,EV/Sales Ratio,11.29,9.52,8.14,6.01,6.79,6.14,7.23,12.57,13.22,11.88,12.04,17.60,13.95,11.10,10.48,10.16,11.31,10.53,10.40,9.24,9.48,Upgrade
10,EV/EBITDA Ratio,24.35,24.03,25.53,70.38,84.98,76.57,-,33.94,31.56,25.17,24.24,35.59,27.81,23.72,22.76,22.22,25.55,25.53,25.15,21.55,20.82,Upgrade
11,EV/EBIT Ratio,31.03,26.16,27.61,85.26,98.58,84.21,-,34.60,32.15,25.58,24.60,36.14,28.24,24.13,23.16,22.62,26.07,26.05,25.60,21.87,21.08,Upgrade
12,EV/FCF Ratio,21.77,17.75,16.94,20.84,25.41,20.79,26.88,23.61,22.76,23.13,22.61,29.21,25.77,17.29,14.02,14.89,16.31,17.95,19.98,55.72,31.68,Upgrade
13,Debt / Equity Ratio,5.91,5.91,5.19,4.80,4.39,2.70,2.55,2.17,2.06,1.45,1.36,1.33,1.26,1.01,0.99,0.99,0.92,0.85,0.83,0.83,0.85,Upgrade
14,Debt / EBITDA Ratio,13.16,10.81,11.84,13.50,20.11,18.00,-,14.75,21.02,15.77,10.18,10.89,10.57,12.37,10.80,10.91,33.71,11.81,12.66,13.99,29.09,Upgrade
15,Debt / FCF Ratio,11.38,11.38,12.07,12.73,13.59,12.41,14.36,12.00,11.28,12.02,10.99,9.71,10.42,10.52,8.74,9.74,9.35,10.33,10.81,30.00,15.88,Upgrade
16,Asset Turnover,0.08,0.08,0.08,0.07,0.09,0.24,0.08,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.07,Upgrade,
17,Inventory Turnover,2.69,2.99,2.85,3.12,2.53,3.74,21.14,2.94,3.12,6.71,5.04,5.80,6.32,5.59,5.35,5.44,10.90,33.97,30.01,25.88,46.70,Upgrade
18,Quick Ratio,0.13,0.13,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.22,0.23,0.18,0.23,0.22,0.22,0.22,0.23,0.54,0.66,0.74,0.77,Upgrade
19,Current Ratio,0.15,0.15,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.24,0.24,0.20,0.25,0.24,0.24,0.23,0.25,0.56,0.68,0.78,0.80,Upgrade
20,Return on Equity (ROE),-61.21%,-32.20%,-35.51%,-194.95%,-24.07%,-69.77%,-19.96%,-125.28%,-19.92%,-16.36%,-14.08%,-120.40%,-0.22%,-2.13%,0.28%,-27.68%,0.25%,1.32%,0.84%,-5.38%,Upgrade,
21,Return on Assets (ROA),2.60%,1.97%,2.09%,0.40%,1.56%,-1.65%,1.78%,0.46%,1.53%,2.02%,2.29%,1.57%,2.00%,1.95%,2.29%,0.66%,1.93%,1.80%,1.63%,0.76%,Upgrade,
22,Return on Capital (ROIC),4.57%,3.39%,3.54%,0.65%,2.46%,-2.63%,2.83%,0.71%,2.29%,2.91%,3.23%,2.09%,2.52%,2.45%,2.88%,0.82%,2.37%,2.20%,1.98%,0.93%,Upgrade,
23,Earnings Yield,-23.89%,-35.61%,-44.11%,-38.60%,-29.26%,-43.59%,-35.36%,-27.67%,-26.56%,-35.86%,-30.67%,-15.50%,-20.43%,-10.58%,-12.32%,-11.09%,-9.39%,-1.15%,-0.29%,0.39%,1.15%,Upgrade
24,FCF Yield,9.63%,14.84%,18.13%,11.68%,8.14%,11.32%,7.61%,8.24%,8.33%,8.43%,8.58%,5.44%,7.21%,14.07%,19.55%,18.22%,15.27%,13.17%,10.60%,4.43%,6.89%,Upgrade
25,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2847.13%,-,10256.76%,464.28%,216.90%,-,Upgrade
26,Buyback Yield / Dilution,-54.52%,1.71%,0.69%,-2.72%,-1.36%,3.13%,-4.17%,3.72%,-73.37%,26.13%,-5.64%,8.08%,55.47%,-1031.60%,40.46%,-16.06%,28.58%,85.23%,-137.56%,6.74%,-102.48%,Upgrade
