,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,"Property, Plant & Equipment",432.87,440.54,451.26,465.99,468.29,477.88,491.52,499.57,418.48,427.35,419.82,427.41,465.84,474.23,482.74,103.52,145.86,144.99,145.67,147.13,Upgrade
1,Cash & Equivalents,104.85,197.13,211.81,189.37,189.03,161.91,203.09,157.96,128.31,140.14,62.22,103.78,90.7,129.11,37.43,116.81,36.43,126.06,250.88,173.06,Upgrade
2,Accounts Receivable,453.83,465.55,460.77,449.45,307.79,317.29,571.92,559.87,514.09,518.2,515.18,245.55,270.74,261.07,255.85,241.15,432.01,357.28,328.51,316.88,Upgrade
3,Other Receivables,191.01,195.23,200.16,206.09,438.38,439.19,206.26,211.72,610.42,610.17,344.24,874.64,736.13,715.47,730.63,730.44,780.49,1011.0,1016,1187.0,Upgrade
4,Investment In Debt and Equity Securities,46.83,53.88,46.83,53.88,54.19,54.19,54.19,61.24,203.25,203.25,203.25,203.25,549.45,549.45,549.45,549.45,780.6,780.6,749.2,790.77,Upgrade
5,Goodwill,135.16,135.16,135.16,135.16,218.77,218.77,218.77,218.77,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,7.34,Upgrade
6,Other Intangible Assets,29.72,29.91,30.11,30.31,31.4,31.63,31.88,31.97,21.22,21.42,21.63,21.91,22.17,22.45,22.74,23.06,23.39,2.07,2.31,24.37,Upgrade
7,Other Current Assets,127.26,134.96,132.18,125.63,146.32,152.05,148.56,140.61,91.88,65.63,108.19,93.93,73.1,79.94,80.78,81.54,50.96,49.5,94.34,55.11,Upgrade
8,Deferred Long-Term Tax Assets,228.31,228.34,227.32,227.26,333.11,333.04,332.92,340.2,234.23,234.3,232.6,232.6,54.55,54.55,54,54.07,36.19,35.8,36.45,42.29,Upgrade
9,Deferred Long-Term Charges,20.63,20.8,23.19,25.07,36.31,38.59,41.35,45.52,30.9,35.09,39.87,44.94,49.48,52.96,58.13,62.97,99.45,89.95,63.04,68.59,Upgrade
10,Other Long-Term Assets,6876,6869,6876,6869.0,7217,7218,7880,7872,8721,8722.0,8671,8671.0,9792,9791.0,9782,9786,9815,9793.0,9710,9714.0,Upgrade
11,Total Assets,8646,8770,8795,8777.0,9440,9442,10180,10140,10981,10984.0,10625,10926.0,12111,12138.0,12061,11757,12208,12398.0,12404,12527.0,Upgrade
