,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1549,1717,1794,2494,4153,3420,9322,17581,15971,11125,5892
1,Market Cap Growth,-31.19%,-31.19%,-56.81%,-27.07%,-55.45%,-80.55%,-41.63%,58.04%,171.07%,-,-
2,Enterprise Value,-1297,-1458,-1002,-319,1028,-507,5733,14524,13327,8664,6348
3,Last Close Price,2.41,2.67,2.79,3.68,5.92,4.71,12.24,22.86,20.63,14.82,8.04
4,PE Ratio,3.65,4.09,3.59,5.02,8.29,6.15,17.33,40.22,44.08,42.90,29.49
5,Forward PE,3.49,3.08,2.70,3.96,6.28,4.67,12.74,28.97,32.21,31.85,-
6,PS Ratio,0.53,0.59,0.62,0.90,1.44,1.14,3.08,6.58,7.00,5.83,3.25
7,PB Ratio,0.44,0.49,0.53,0.79,1.34,1.13,3.07,6.34,6.21,5.65,3.32
8,P/TBV Ratio,0.49,0.49,0.54,0.80,1.36,1.15,3.13,6.46,6.32,5.65,3.32
9,P/FCF Ratio,2.84,3.15,3.68,4.69,13.03,-,7.91,15.09,17.10,17.25,9.99
10,P/OCF Ratio,2.87,2.87,3.34,4.65,12.80,-,7.82,14.97,16.91,17.01,9.87
11,PEG Ratio,0.35,0.35,0.30,0.28,0.21,0.16,0.34,0.85,0.86,-,-
12,EV/Sales Ratio,-,-,-,-,0.36,-,1.90,5.43,5.84,4.54,3.50
13,EV/EBITDA Ratio,-,-,-,-,1.31,-,6.76,20.06,21.20,16.72,14.72
14,EV/EBIT Ratio,-,-,-,-,1.49,-,7.96,24.04,26.03,22.30,19.94
15,EV/FCF Ratio,-2.38,-,-,-,3.22,-,4.87,12.47,14.27,13.43,10.77
16,Debt / Equity Ratio,0.40,0.40,0.33,0.32,0.35,0.37,0.31,0.35,0.40,0.30,0.26
17,Debt / FCF Ratio,2.57,2.57,2.25,1.90,3.39,-,0.81,0.82,1.10,0.92,0.79
18,Return on Capital Employed (ROCE),12.28%,12.28%,15.24%,15.97%,16.72%,18.38%,18.42%,16.77%,15.22%,16.52%,16.01%
19,Earnings Yield,27.08%,24.44%,27.82%,19.91%,12.06%,16.27%,5.77%,2.49%,2.27%,2.33%,3.39%
20,FCF Yield,35.22%,31.79%,27.19%,21.31%,7.68%,13.04%,12.64%,6.63%,5.85%,5.80%,10.01%
21,Dividend Yield,0.05%,-,-,8.04%,5.07%,9.45%,3.81%,1.48%,1.39%,0.67%,-
22,Buyback Yield / Dilution,-0.27%,-0.38%,-0.16%,0.13%,0.17%,0.63%,-2.30%,-2.95%,-72.30%,-37.59%,-
23,Total Shareholder Return,-0.27%,-0.38%,-0.16%,8.18%,5.24%,10.08%,1.51%,-1.47%,-70.91%,-36.92%,-
