,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,3963,3882,3528,3453,3625,3992,3796,3450,2950,2616
1,Cash & Short-Term Investments,3963,3882,3528,3453,3625,3992,3796,3450,2950,2616
2,Cash Growth,12.32%,12.43%,-2.67%,-13.50%,-4.50%,15.71%,28.67%,31.86%,2097.26%,372.75%
3,Accounts Receivable,534.45,412.36,337.34,232.46,294.03,161.02,209.94,161.95,146.63,113.88
4,Other Receivables,-17.05,-15.82,17.87,16.12,213.33,16.91,27.83,5.91,6,4.05
5,Receivables,517.39,396.54,355.21,248.59,507.36,177.93,237.76,167.86,152.63,117.93
6,Inventory,9.15,9.6,4.25,-,-,-,-,-,-,-
7,Restricted Cash,-,-,-,-,-,-,-,-,0.04,0.02
8,Other Current Assets,348.07,344.92,594.71,582.4,92,92.89,90.05,101.58,95.23,89.77
9,Total Current Assets,4838,4633,4483,4284,4225,4262,4124,3719,3198,2824
10,"Property, Plant & Equipment",48.32,45.75,12.16,12.98,15.1,16.15,10.11,9.82,7.55,6.93
11,Long-Term Investments,60.26,65.18,65.41,65.48,66.02,64.48,3.65,2.82,3.22,4.7
12,Goodwill,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,-,-
13,Other Intangible Assets,5.66,6.75,7.52,8.56,4.61,4.86,5.14,5.42,-,-
14,Long-Term Deferred Tax Assets,108.4,92.13,77.33,70.07,76.79,71.36,79.85,74.46,63,48.42
15,Other Long-Term Assets,1022,749.75,714.26,751.87,783.97,632.5,634.75,688.21,355.46,207.21
16,Total Assets,6103,5613,5380,5213,5192,5072,4878,4520,3628,3091
17,Accounts Payable,301.1,315.64,169.29,284.05,218.01,287.4,315.04,278.92,222.12,139.39
18,Accrued Expenses,60.08,84.31,63.64,98.21,117.33,133.42,145.75,160.82,127.88,111.41
19,Current Portion of Leases,94.34,64.55,36.45,54.37,41.84,63.42,112.64,202.07,190.32,226.07
20,Current Income Taxes Payable,139.66,138.22,127.81,152.4,147.16,129.25,119.07,101.41,61.6,33.56
21,Current Unearned Revenue,328.61,301.04,290.95,229.32,254.97,458.07,407.38,309.19,276.29,263.2
22,Other Current Liabilities,698.7,719.51,857.33,755.91,933.43,813.93,782.23,636.14,604.99,539.8
23,Total Current Liabilities,1622,1623,1545,1574,1713,1885,1882,1689,1483,1313
24,Long-Term Leases,1210,931.1,900.69,901.27,900.73,713.99,685.44,659.82,349.71,190.49
25,Long-Term Deferred Tax Liabilities,1.13,1.24,1.49,1.59,1.82,2.2,2.51,2.89,-,-
26,Other Long-Term Liabilities,-,-,-,-,-,-,3.68,3.27,-,-
27,Total Liabilities,2834,2556,2448,2477,2615,2602,2574,2355,1833,1504
28,Common Stock,5.75,5.75,5.75,5.75,5.75,5.75,5.76,5.76,5.57,5.38
29,Additional Paid-In Capital,986.63,961.46,1046,1038,1121,1283,1380,1474,1407,1232
30,Retained Earnings,2184,1990,1794,1537,1334,1093,858.67,655.33,381.64,350.27
31,Comprehensive Income & Other,83.08,96.56,82.48,147.61,101.19,73.57,45.95,18.32,-,-
32,Total Common Equity,3259,3053,2928,2728,2562,2456,2290,2153,1795,1587
33,Minority Interest,9.77,4.27,4.11,8.03,14.6,15.13,14.42,12.97,-,-
34,Shareholders' Equity,3269,3058,2932,2736,2577,2471,2305,2166,1795,1587
35,Total Liabilities & Equity,6103,5613,5380,5213,5192,5072,4878,4520,3628,3091
36,Total Debt,1305,995.65,937.14,955.64,942.57,777.41,798.08,861.89,540.03,416.55
37,Net Cash (Debt),2659,2886,2591,2497,2683,3214,2998,2588,2410,2200
38,Net Cash Growth,2.59%,15.59%,-3.41%,-22.31%,-10.52%,24.21%,24.39%,17.65%,-,-
39,Net Cash Per Share,4.19,4.53,4.10,3.92,4.24,5.04,4.70,4.15,3.89,6.08
40,Filing Date Shares Outstanding,642.9,642.9,642.9,642.9,642.9,642.9,644,644,621.5,600
41,Total Common Shares Outstanding,642.9,642.9,642.9,642.9,642.9,642.9,644,644,621.5,600
42,Working Capital,3215,3010,2937,2709,2512,2377,2242,2031,1715,1510
43,Book Value Per Share,5.07,4.75,4.55,4.24,3.99,3.82,3.56,3.34,2.89,2.65
44,Tangible Book Value,3233,3026,2900,2699,2537,2430,2264,2127,1795,1587
45,Tangible Book Value Per Share,5.03,4.71,4.51,4.20,3.95,3.78,3.52,3.30,2.89,2.65
46,Machinery,46.03,47.12,42.02,44.13,44.03,42.17,33.59,31.23,27.61,25.76
47,Leasehold Improvements,-,37.9,-,-,-,-,-,-,-,-
