,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+17 Quarters
0,Market Capitalization,26,62,62,84,84,91,99,90,85,90,130,132,144,162,177,93,93,124,132,122,128,Upgrade
1,Market Cap Growth,-31.13%,-31.13%,-36.97%,-6.67%,-0.71%,0.67%,-23.96%,-31.82%,-41.25%,-44.44%,-26.44%,41.94%,54.84%,31.07%,34.09%,-23.65%,-27.57%,-3.74%,2.80%,-27.50%,-4.89%,Upgrade
2,Enterprise Value,83,76,76,236,236,261,269,249,244,257,309,311,323,325,340,273,273,325,333,311,172,Upgrade
3,Last Close Price,0.04,0.10,0.10,0.14,0.14,0.15,0.17,0.15,0.14,0.15,0.22,0.22,0.24,0.27,0.29,0.15,0.15,0.21,0.22,0.20,0.21,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,13.26,-,7.95,-,5.56,5.88,8.99,8.33,106.53,-,-,-,-,Upgrade
5,PS Ratio,0.10,0.24,0.24,0.32,0.26,0.24,0.22,0.18,0.15,0.16,0.23,0.23,0.27,0.30,0.35,0.19,0.21,0.30,0.32,0.30,0.30,Upgrade
6,PB Ratio,0.50,1.17,1.17,1.37,-,1.25,1.21,1.10,-,1.14,1.71,1.73,-,2.28,3.07,1.61,-,2.91,2.89,2.67,-,Upgrade
7,P/TBV Ratio,1.18,1.18,1.18,1.38,-,1.30,1.26,1.14,-,1.16,1.76,1.78,-,2.33,3.14,1.65,-,2.96,2.92,2.70,-,Upgrade
8,P/FCF Ratio,0.87,5.96,11.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.84,5.96,11.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.32,0.29,0.29,0.89,0.72,0.68,0.60,0.49,0.44,0.45,0.54,0.55,0.60,0.60,0.66,0.56,0.60,0.79,0.82,0.75,0.41,Upgrade
11,EV/EBITDA Ratio,4.40,-,-,-,-,-,-,-,12.91,12.38,12.66,11.93,9.89,11.26,13.78,18.10,-294.35,-85.83,-,-,-22.11,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,16.59,-,14.97,14.02,11.26,12.96,16.37,23.98,-61.57,-,-,-,-8.76,Upgrade
13,EV/FCF Ratio,2.74,7.21,14.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.25,1.25,1.25,0.40,-,2.23,2.17,2.17,-,2.24,2.37,2.37,-,2.70,2.95,2.95,-,4.33,4.48,4.48,-,Upgrade
15,Debt / EBITDA Ratio,3.45,3.16,3.16,-,-,-,-,-,-,70.34,7.12,7.89,-,11.23,5.32,3.44,-,681.36,-,-,-,Upgrade
16,Debt / FCF Ratio,2.20,6.37,12.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.57,1.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,-,427.01,328.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.88,0.88,0.88,1.12,-,0.45,-,0.57,-,0.57,-,0.59,-,0.55,-,0.56,-,0.40,-,0.39,-,Upgrade
20,Current Ratio,1.14,1.14,1.14,1.53,-,1.20,-,1.14,-,0.67,-,0.68,-,0.68,-,0.64,-,0.55,-,0.50,-,Upgrade
21,Return on Equity (ROE),-30.06%,-27.95%,-29.96%,-,-24.29%,-22.64%,-,-,-7.45%,21.25%,-,-,46.89%,38.81%,-,-,-3.81%,-26.96%,-,-,Upgrade,
22,Return on Assets (ROA),-4.91%,-5.42%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-6.55%,-7.64%,-6.56%,-,-3.09%,-3.09%,-,-,-0.79%,5.28%,-,-,3.43%,7.64%,-,-,-0.99%,-2.41%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,22.80%,-,21.71%,-,16.67%,-,-,-,-,-,Upgrade
25,Earnings Yield,-64.61%,-27.33%,-28.02%,-21.63%,-19.10%,-9.19%,-4.77%,4.95%,7.54%,9.04%,12.59%,13.13%,17.99%,17.01%,11.12%,12.01%,0.94%,-6.84%,-9.85%,-14.84%,-18.54%,Upgrade
26,FCF Yield,114.58%,16.78%,8.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.32%,0.48%,0.02%,-,-0.32%,-0.48%,-0.02%,-,-,-,-,-,-,Upgrade,
28,Total Shareholder Return,-,-,-,-,-,-,-,0.32%,0.48%,0.02%,-,-0.32%,-0.48%,-0.02%,-,-,-,-,-,-,Upgrade,
