,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,306277,189194,363024,162142,238949,214131,705878,335386,213075,516992,710024,528032,262415,363322,562346,1413640,301774,298706,204556,1336260,Upgrade
1,Revenue Growth (YoY),28.18%,-11.65%,-48.57%,-51.66%,12.14%,-58.58%,-0.58%,-36.48%,-18.80%,42.30%,26.26%,-62.65%,-13.04%,21.63%,174.91%,5.79%,56.69%,-61.74%,-44.07%,412.50%,Upgrade
2,Cost of Revenue,159628,92117,228826,80884,94284,87550,498087,163755,120434,334119,428653,276052,114722,210226,285661,1000115,75050,162026,93483,1148240,Upgrade
3,Gross Profit,146648,97078,134198,81258,144664,126581,207791,171631,92641,182872,281371,251980,147693,153096,276685,413524,226724,136680,111073,188020,Upgrade
4,"Selling, General & Admin",28835,27706,27405,25431,27519,23916,24429,24951,31637,21075,26042,24982,31849,23002,24696,27475,27940,18503,19971,23943,Upgrade
5,Operating Expenses,28835,27706,27405,25431,27519,23916,24429,24951,31637,21075,26042,24982,31849,23002,24696,27475,27940,18503,19971,23943,Upgrade
6,Operating Income,117814,69372,106793,55827,117146,102665,183362,146680,61004,161797,255329,226997,115844,130094,251989,386049,198785,118177,91102,164077,Upgrade
7,Interest Expense,-20138,-7663,-17679,-10539,-27744,-16519,-10605,-16821,-22951,-16065,-21072,-18276,-24011,-26265,-32733,-21539,-75071,-37752,-29020,-,Upgrade
8,Interest & Investment Income,972,1323,325.63,1474,710.21,854.55,1312,1622,1265,484.36,1490,448.11,1260,2795,2350,618.81,605.98,917.54,-,14322,Upgrade
9,Earnings From Equity Investments,76821,43515,2444,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
