,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5855100,5231815,5175153,5496239,3978954,3513064,3664163,3513064,3273823,2626878,3625525,3951171,6208983,6795146,6046160,7207631,5959322,3358884,1672587,1494361,1100891,Upgrade
1,Market Cap Growth,48.92%,48.92%,41.24%,56.45%,21.54%,33.74%,1.07%,-11.09%,-47.27%,-61.34%,-40.04%,-45.18%,4.19%,102.30%,261.49%,382.32%,441.32%,53.13%,-17.01%,4.81%,-29.56%,Upgrade
2,Enterprise Value,6950041,5612956,5575551,5722378,4671806,4346724,4580158,4300115,4045962,3455937,4450277,4944596,7179842,7795783,6403672,8050501,6602246,4084670,2260413,1944819,1514715,Upgrade
3,Last Close Price,15500.00,13850.00,13700.00,13835.26,15023.86,11861.20,12371.35,11861.20,10070.92,8080.77,11152.80,12154.55,19100.01,20903.16,18599.14,20841.72,17232.08,15380.18,7381.21,6298.97,4640.43,Upgrade
4,PE Ratio,15.47,15.11,20.90,23.71,13.36,9.57,11.51,9.58,7.88,-,7.05,8.29,13.46,11.61,8.91,10.87,11.20,9.63,6.71,5.98,3.41,Upgrade
5,PS Ratio,5.39,5.13,5.43,5.62,3.01,2.35,2.50,1.98,1.84,1.33,1.80,2.12,3.62,2.61,2.29,2.80,2.69,1.57,0.82,0.59,0.41,Upgrade
6,PB Ratio,1.13,1.01,1.03,1.11,0.89,0.92,0.98,0.95,0.83,0.69,0.96,1.08,1.77,2.03,1.84,2.26,1.77,1.62,0.88,0.81,0.57,Upgrade
7,P/TBV Ratio,1.02,1.02,1.03,1.12,0.89,0.92,0.98,0.96,0.84,0.69,0.96,1.08,1.77,2.04,1.85,2.26,1.78,1.63,0.88,0.82,0.57,Upgrade
8,P/FCF Ratio,-,-,-38.34,-,8.90,13.16,16.81,27.69,-,11.23,-,-30.68,-,-6.74,-,-292.96,-,6.50,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-78.09,-,8.40,12.06,13.30,19.59,-,8.51,-,-48.57,-,-7.05,-,571.51,-,5.99,-,-,-,Upgrade
10,EV/Sales Ratio,6.81,5.50,5.85,5.85,3.54,2.91,3.12,2.43,2.28,1.76,2.21,2.65,4.18,3.00,2.42,3.12,2.98,1.91,1.11,0.77,0.57,Upgrade
11,EV/EBITDA Ratio,12.96,12.07,12.04,12.89,9.00,7.14,8.28,7.04,5.93,4.54,5.47,6.34,9.27,8.35,6.29,8.01,7.85,6.62,4.77,4.30,2.85,Upgrade
12,EV/EBIT Ratio,14.71,16.05,15.97,14.96,10.18,7.91,9.28,7.78,6.48,4.90,5.86,6.79,9.90,8.82,6.62,8.43,8.31,7.14,5.23,4.72,3.09,Upgrade
13,EV/FCF Ratio,-8.04,-,-41.31,-,10.45,16.28,21.01,33.90,-,14.78,-,-38.39,-,-7.73,-,-327.22,-,7.90,-,-,-,Upgrade
