,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4912,508,465,204,265,149,156,232,217,221,363,Upgrade
1,Market Cap Growth,148.91%,148.91%,75.21%,36.76%,70.42%,-35.85%,-28.40%,5.27%,-40.08%,-,-59.72%,Upgrade
2,Enterprise Value,5078,887,901,735,794,707,610,780,720,771,966,Upgrade
3,Last Close Price,2.72,0.64,2.12,0.93,1.21,0.68,0.71,1.06,1.19,1.45,2.86,Upgrade
4,PE Ratio,-,-,-,-10.26,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,Upgrade
6,PS Ratio,2.12,1.34,1.32,0.69,0.89,0.48,0.42,0.49,0.52,0.56,0.69,Upgrade
7,PB Ratio,-1.83,-1.83,-1.01,-0.49,-0.50,-0.35,-0.38,-0.64,-0.60,-0.65,-1.16,Upgrade
8,P/FCF Ratio,-,-,9.69,72.39,-,-,-,16.01,-,4.23,-131.78,Upgrade
9,P/OCF Ratio,-,-,9.66,71.22,-,-,-,15.08,-,4.19,-155.45,Upgrade
10,EV/Sales Ratio,13.41,2.34,2.56,2.48,2.68,2.25,1.65,1.64,1.72,1.95,1.83,Upgrade
11,EV/FCF Ratio,-525.79,-,18.77,260.94,-,-,-,53.74,-,14.78,-350.65,Upgrade
12,Debt / Equity Ratio,-0.68,-0.68,-1.18,-1.09,-0.98,-1.23,-1.35,-1.28,-1.56,-1.50,-1.76,Upgrade
13,Debt / FCF Ratio,-,-,11.32,161.11,-,-,-,31.67,-,9.78,-200.56,Upgrade
14,Earnings Yield,-1.39%,-13.41%,13.24%,-9.75%,-58.27%,-51.59%,-47.33%,-27.88%,-45.45%,-66.57%,-33.55%,Upgrade
15,FCF Yield,-0.20%,-1.90%,10.32%,1.38%,-13.61%,-34.58%,4.26%,6.25%,-3.45%,23.64%,-0.76%,Upgrade
16,Buyback Yield / Dilution,-34.52%,-69.05%,-,-,11.87%,-37.64%,-46.64%,-21.02%,-33.71%,-3.74%,-3.99%,Upgrade
17,Total Shareholder Return,-34.52%,-69.05%,-,-,11.87%,-37.64%,-46.64%,-21.02%,-33.71%,-3.74%,-3.99%,Upgrade
