,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2107,1927,2015,1974,1831,2504,2643,1882,1269,1339
1,Short-Term Investments,617.26,624.59,620.84,671.84,571.89,451.68,185.51,132.34,95.42,26.02
2,Trading Asset Securities,300.37,503.58,25.28,80.64,233.31,245.03,321.51,245.3,198.68,208.41
3,Cash & Short-Term Investments,3025,3055,2662,2726,2636,3201,3150,2260,1563,1574
4,Cash Growth,13.65%,12.08%,0.96%,-14.83%,-16.30%,41.64%,101.45%,43.61%,28.32%,21.11%
5,Accounts Receivable,2549,2129,2130,1585,1445,912.25,1131,603.9,655.21,393.59
6,Other Receivables,61.23,52.49,143.72,70.31,27,19.81,19.75,14.38,7.67,9.7
7,Receivables,2756,2328,2311,1691,1472,932.06,1151,618.28,662.87,403.28
8,Inventory,46.52,54.11,56.35,72.98,78.42,50.39,51.83,23.73,25.59,14
9,Prepaid Expenses,57.34,61.4,77.31,127.47,92.18,71.62,43.62,42.87,37.34,37.22
10,Other Current Assets,11.79,53.64,91.74,81.14,180.85,81.49,74.04,40.73,26.72,23.95
11,Total Current Assets,5897,5552,5198,4699,4460,4336,4470,2985,2316,2052
12,"Property, Plant & Equipment",91.65,92.2,97.08,102.33,80.47,78.61,44.93,24.25,22.24,20.38
13,Long-Term Investments,81.21,81.31,368.43,375.42,241.77,209.87,48.81,41.15,71,71.66
14,Goodwill,387.2,407.37,462.59,415.61,370.64,350.98,143.66,104.09,70.72,6.59
15,Other Intangible Assets,384.11,442.56,497.45,469.56,384.7,377.35,104.9,93.33,58.16,5.07
16,Long-Term Deferred Tax Assets,129.6,106.93,89.14,88.72,52.82,54.51,68.59,57.97,20.16,40.37
17,Other Long-Term Assets,-,-,-,-,-,1.94,1.94,7.89,11.81,3.53
18,Total Assets,6970,6683,6712,6151,5590,5410,4883,3314,2570,2200
19,Accounts Payable,419.29,410.59,494.06,532.72,512.99,536.88,392.82,296.89,272.67,254.19
20,Accrued Expenses,654.08,776.14,678.68,667.17,426.75,473.98,375.6,346.13,171.57,209.37
21,Short-Term Debt,-,-,9.27,2.27,5.32,-,-,-,-,-
22,Current Portion of Leases,7.53,7.58,6.68,6.74,3.04,3.13,1.58,1.16,4.69,3.83
23,Current Income Taxes Payable,175.42,213.12,199.06,186.63,121.28,147.59,93.35,92.6,29.57,47.07
24,Current Unearned Revenue,1003,826.55,875.34,747.9,778.46,776.04,749.8,628.07,453.36,390.34
25,Other Current Liabilities,1160,921.41,1076,865.91,905.75,743.8,823.5,491.64,546.21,310.2
26,Total Current Liabilities,3420,3155,3339,3009,2754,2681,2437,1856,1478,1215
27,Long-Term Leases,7.67,7.69,7.75,9.52,9.36,11.31,1.27,3.42,2.38,3.87
28,Long-Term Deferred Tax Liabilities,90.33,111.33,111.45,114.76,105.16,97.38,45.65,42.75,26.94,13.43
29,Other Long-Term Liabilities,54.15,117.02,138.6,108.5,78.41,94.92,1.29,1.81,0.72,0.39
30,Total Liabilities,3572,3391,3597,3242,2947,2885,2485,1904,1508,1233
31,Common Stock,59.98,59.98,59.98,59.97,59.93,59.9,60.02,56.64,56.51,56.51
32,Additional Paid-In Capital,-,632.05,-,782.74,-,911.95,-,293.97,-,441.23
33,Retained Earnings,-,2323,-,1878,-,1454,-,928.99,665.53,476.42
34,Comprehensive Income & Other,2970,-111.23,2689,-131.16,2309,-142.37,2181,2.21,253.78,-50.08
35,Total Common Equity,3030,2904,2749,2589,2369,2284,2241,1282,975.82,924.07
36,Minority Interest,368.51,387.44,366.87,319.05,275.17,240.71,156.31,127.78,86.19,42.8
37,Shareholders' Equity,3398,3291,3116,2909,2644,2525,2398,1410,1062,966.87
38,Total Liabilities & Equity,6970,6683,6712,6151,5590,5410,4883,3314,2570,2200
39,Total Debt,15.2,15.27,23.7,18.52,17.71,14.44,2.85,4.58,7.07,7.7
40,Net Cash (Debt),3010,3040,2638,2708,2619,3186,3147,2255,1556,1566
41,Net Cash Growth,14.10%,12.28%,0.74%,-15.02%,-16.79%,41.29%,102.19%,44.03%,28.65%,20.51%
42,Net Cash Per Share,3.52,3.55,3.09,3.17,3.05,3.71,3.70,2.73,1.88,1.91
43,Filing Date Shares Outstanding,871.33,871.33,871.33,871.23,870.6,870.13,872.07,820.05,818.1,818.1
44,Total Common Shares Outstanding,871.33,871.33,871.33,871.23,870.6,870.13,872.07,820.05,818.1,818.1
45,Working Capital,2477,2397,1859,1690,1706,1655,2033,1129,837.95,836.97
46,Book Value Per Share,3.48,3.33,3.15,2.97,2.72,2.62,2.57,1.56,1.19,1.13
47,Tangible Book Value,2259,2054,1789,1704,1613,1556,1993,1084,846.93,912.42
48,Tangible Book Value Per Share,2.59,2.36,2.05,1.96,1.85,1.79,2.29,1.32,1.04,1.12
49,Buildings,3.71,3.71,3.32,3.61,3.56,3.56,3.68,3.56,3.41,3.41
50,Machinery,157.48,114.18,142.37,104.44,84.01,70.4,51.37,23.22,18.23,14.2
51,Leasehold Improvements,-,29.07,-,22.5,-,4.09,-,-,-,-
