,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,5846,6381,5678,6255,5329,7102,6904,5298,8787,6036,5262,6226,5298,4426,3990,3646,3294,3936,3838,2514,Upgrade
1,Trading Asset Securities,322.56,349.46,231.42,158.57,345.03,325.87,306.56,406.9,821.08,196.42,75.09,109.76,291.54,346.88,389.73,262.22,124.59,93.54,122.06,50.19,Upgrade
2,Cash & Short-Term Investments,6168,6731,5910,6413,5674,7428,7211,5705,9608,6232,5337,6336,5589,4773,4380,3908,3418,4030,3960,2564,Upgrade
3,Cash Growth,8.71%,-9.39%,-18.04%,12.41%,-40.95%,19.19%,35.10%,-9.95%,71.90%,30.57%,21.87%,62.12%,63.52%,18.45%,10.59%,52.39%,13.86%,42.34%,26.96%,23.86%,Upgrade
4,Accounts Receivable,5850,6206,7336,6114,5000,5564,5619,3923,4762,6646,6146,4492,8085,8694,5806,4725,5657,6053,4526,3857,Upgrade
5,Other Receivables,336.57,21.45,335.57,44.28,326.96,60.39,294.12,64.44,240.88,78.41,257.65,141.27,359.9,246.28,328.87,195.46,105.77,86.17,54.12,40.91,Upgrade
6,Receivables,6186,6228,7671,6158,5327,5624,5913,3987,5003,6725,6404,4633,8445,8940,6135,4920,5762,6139,4580,3898,Upgrade
7,Inventory,20884,19279,18980,10408,15264,11499,15062,5247,11879,8826,9665,5097,10937,9578,8165,4586,9292,8281,10031,4343,Upgrade
8,Prepaid Expenses,-,57.34,-,45.46,-,31.33,-,19.4,-,3.14,-,0.51,-,0.02,-,-,-,2.07,-,0.05,Upgrade
