,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,508.62,375.04,459.71,381.7,541.54,491.8,556.9,497.63,559.84,440.49,Upgrade
1,Revenue Growth (YoY),10.64%,-1.74%,-15.11%,-22.39%,-2.76%,-1.17%,-0.53%,12.97%,-19.49%,-25.55%,Upgrade
2,Cost of Revenue,417.72,292.4,371.15,306.21,452.66,435.41,514.61,435.78,452.59,351.14,Upgrade
3,Gross Profit,90.9,82.64,88.57,75.49,88.88,56.39,42.29,61.86,107.26,89.35,Upgrade
4,"Selling, General & Admin",85.89,76.85,84.99,78.45,88.22,91.51,104.99,103.28,100.26,103.56,Upgrade
5,Other Operating Expenses,-6,-1.31,-5.6,-7.11,-8.54,-10.69,-4.21,-6.09,-11.29,-8.58,Upgrade
6,Operating Expenses,82.04,69.72,80.92,73.61,80.3,84.37,100.78,95.63,88.96,93.26,Upgrade
7,Operating Income,8.86,12.92,7.65,1.87,8.58,-27.98,-58.49,-33.78,18.29,-3.91,Upgrade
8,Interest Expense,-1.56,-2.18,-2.26,-2.97,-2.7,-6.9,-10.65,-8.46,-2.16,-3.61,Upgrade
9,Interest & Investment Income,1.46,1.89,1.31,1.05,0.23,0.33,0.13,15.06,1.02,0.23,Upgrade
10,Currency Exchange Gain (Loss),1.22,-0.12,3.84,-6.85,10.6,-7.96,-6.2,-34.97,5.24,0.05,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,0.03,Upgrade
12,EBT Excluding Unusual Items,9.99,12.51,10.54,-6.9,16.71,-42.51,-75.2,-62.16,22.39,-7.21,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,28.4,-89.81,-,Upgrade
14,Gain (Loss) on Sale of Investments,0.03,0.04,0.07,0.06,0.11,0.12,0.12,0.22,0.63,3.59,Upgrade
15,Gain (Loss) on Sale of Assets,0.08,1.54,0.37,0.93,-1.29,-1.51,490.18,10.4,0.57,-0.03,Upgrade
16,Asset Writedown,-,-,-,-,-,-20.85,-,-3.9,-,-,Upgrade
17,Pretax Income,10.1,14.1,10.98,-5.92,15.54,-64.75,415.09,-27.05,-66.22,-3.65,Upgrade
18,Income Tax Expense,3.01,3.75,4.33,-2.28,6.62,-4.51,-2.62,1.57,3.69,4.13,Upgrade
19,Earnings From Continuing Operations,7.09,10.35,6.65,-3.64,8.92,-60.24,417.72,-28.61,-69.91,-7.78,Upgrade
20,Minority Interest in Earnings,0.17,0.2,0.23,1.2,-,-,-,-,-,-,Upgrade
21,Net Income,7.26,10.55,6.87,-2.44,8.92,-60.24,417.72,-28.61,-69.91,-7.78,Upgrade
22,Net Income to Common,7.26,10.55,6.87,-2.44,8.92,-60.24,417.72,-28.61,-69.91,-7.78,Upgrade
23,Net Income Growth,5.62%,-,-22.92%,-,-97.87%,-,-,-,-,-,Upgrade
24,Shares Outstanding (Basic),501,502,507,512,516,525,525,525,525,525,Upgrade
25,Shares Outstanding (Diluted),501,502,507,512,516,525,525,525,525,525,Upgrade
26,Shares Change (YoY),-1.18%,-1.90%,-1.85%,-2.45%,-1.71%,-0.09%,-,-,-,-,Upgrade
27,EPS (Basic),0.01,0.02,0.01,-0.00,0.02,-0.11,0.80,-0.05,-0.13,-0.01,Upgrade
28,EPS (Diluted),0.01,0.02,0.01,-0.00,0.02,-0.11,0.80,-0.05,-0.13,-0.01,Upgrade
29,EPS Growth,6.88%,-,-21.47%,-,-97.83%,-,-,-,-,-,Upgrade
30,Free Cash Flow,-34.83,-11.75,7,25.35,12.28,-0.05,-218.58,-170.49,-53.58,66.6,Upgrade
31,Free Cash Flow Per Share,-0.07,-0.02,0.01,0.05,0.02,-0.00,-0.42,-0.32,-0.10,0.13,Upgrade
32,Dividend Per Share,0.010,0.015,0.010,-,0.010,-,0.010,-,-,-,Upgrade
33,Operating Margin,1.74%,3.45%,1.66%,0.49%,1.58%,-5.69%,-10.50%,-6.79%,3.27%,-0.89%,Upgrade
34,Profit Margin,1.43%,2.81%,1.50%,-0.64%,1.65%,-12.25%,75.01%,-5.75%,-12.49%,-1.77%,Upgrade
35,Free Cash Flow Margin,-6.85%,-3.13%,1.52%,6.64%,2.27%,-0.01%,-39.25%,-34.26%,-9.57%,15.12%,Upgrade
36,EBITDA,28.62,29.76,27.87,22.43,27.51,-4.92,-39.57,-9.46,40.76,18.2,Upgrade
37,D&A For EBITDA,19.76,16.84,20.22,20.55,18.92,23.05,18.92,24.32,22.46,22.1,Upgrade
38,EBIT,8.86,12.92,7.65,1.87,8.58,-27.98,-58.49,-33.78,18.29,-3.91,Upgrade
