,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,154.79,145.18,140.68,136.77,166.63,208.22,224.56,256.72,275.1,333.78,Upgrade
1,Trading Asset Securities,-,-,5.7,7.9,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,154.79,145.18,146.38,144.68,166.63,208.22,224.56,256.72,275.1,333.78,Upgrade
3,Cash Growth,5.75%,0.35%,-12.16%,-30.52%,-25.79%,-18.89%,-18.37%,-23.09%,-26.49%,-17.58%,Upgrade
4,Accounts Receivable,16.76,31.78,31.95,33.77,39.14,29.9,23.55,23.58,27.88,33.09,Upgrade
5,Other Receivables,0.14,-,0.12,-,0.11,-,0.1,0.1,0.09,0.09,Upgrade
6,Receivables,16.89,31.78,32.07,33.77,39.26,29.9,23.65,23.69,27.97,33.18,Upgrade
7,Inventory,82.29,88.12,96.89,108.63,106.43,106.65,93.41,83.69,88.1,79.62,Upgrade
8,Prepaid Expenses,6.19,6.49,6.54,6.34,8.82,6.8,10.86,15.38,10.69,8.23,Upgrade
9,Other Current Assets,0.32,0.46,0.29,0.41,0.26,0.37,0.23,0.23,0.2,0.2,Upgrade
10,Total Current Assets,260.49,272.03,282.16,293.82,321.4,351.94,352.7,379.7,402.06,455.01,Upgrade
11,"Property, Plant & Equipment",453.11,467.49,479.73,492.87,528.06,541.08,502.39,487.07,421.78,361.47,Upgrade
12,Long-Term Investments,38.43,29.66,23.23,16.75,3.92,-,-,-,-,-,Upgrade
13,Goodwill,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,9.49,Upgrade
14,Long-Term Deferred Tax Assets,0.27,0.27,0.27,0.27,0.31,0.31,0.14,0.14,0.16,0.16,Upgrade
15,Other Long-Term Assets,98.1,98.44,113.89,113.89,85.2,86.69,82.3,83.44,102.48,142.62,Upgrade
16,Total Assets,859.88,877.38,908.76,927.08,948.38,989.5,947.01,959.84,935.95,968.75,Upgrade
17,Accounts Payable,10.05,7.13,10.75,8.62,15.51,11.17,14.8,11.54,12.67,11.17,Upgrade
18,Accrued Expenses,0.4,2.27,0.54,0.56,7.54,18.05,4.88,8.35,1.63,16.88,Upgrade
19,Short-Term Debt,1.08,0.83,0.83,1.06,0.18,0.42,0.28,0.58,-,0.52,Upgrade
20,Current Portion of Leases,1.03,1.03,0.3,0.58,0.54,0.58,0.45,0.45,0.44,0.44,Upgrade
21,Current Income Taxes Payable,0.54,0.2,1.55,0.36,1.98,2.27,1.07,0.5,0.93,3.8,Upgrade
22,Other Current Liabilities,14.06,11.2,11.3,10.6,14.54,12.92,11.99,10.23,13.41,12.45,Upgrade
23,Total Current Liabilities,27.16,22.67,25.27,21.78,40.29,45.41,33.47,31.65,29.07,45.26,Upgrade
24,Long-Term Leases,0.92,1.43,0.83,0.83,0.44,0.69,0.18,0.41,0.64,0.86,Upgrade
25,Long-Term Deferred Tax Liabilities,26.91,26.91,32.3,32.3,41.27,41.27,39.86,39.86,39.69,39.69,Upgrade
26,Other Long-Term Liabilities,-,-,2.33,3.61,3.77,4.51,3.27,3.34,-,-,Upgrade
27,Total Liabilities,67.81,64.09,78.42,76.8,104.5,111.31,95.78,94.25,87.9,104.61,Upgrade
28,Common Stock,32,32,32,32,32,32,32,32,32,32,Upgrade
29,Additional Paid-In Capital,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1,Upgrade
30,Retained Earnings,535.28,549.48,559.73,573.4,530.06,551.93,540.06,554.5,557.98,571.01,Upgrade
31,Comprehensive Income & Other,167.69,174.7,181.51,187.78,224.72,237.17,222.07,221.99,200.98,204.03,Upgrade
