,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,96.76,112.19,110.23,135.16,127.26,126.72,116.88,121.86,108.95,137.56,Upgrade
1,Revenue Growth (YoY),-12.22%,-16.99%,-13.38%,6.66%,8.88%,3.99%,7.29%,-11.41%,-25.72%,-13.39%,Upgrade
2,Cost of Revenue,71.08,68.72,79.98,78.22,103.53,72.34,85.86,76.74,74.18,82.1,Upgrade
3,Gross Profit,25.68,43.48,30.25,56.94,23.73,54.38,31.03,45.12,34.77,55.46,Upgrade
4,"Selling, General & Admin",43.11,41.55,46.53,46.16,44.78,43.02,43.18,34.99,45.92,42.14,Upgrade
5,Other Operating Expenses,-1.32,-1.07,-1.49,-0.71,-2.81,-4.05,-0.22,-0.11,-3.75,-1.6,Upgrade
6,Operating Expenses,41.79,40.48,45.05,45.45,41.98,38.98,42.96,34.88,42.17,40.54,Upgrade
7,Operating Income,-16.11,3,-14.79,11.5,-18.25,15.41,-11.93,10.24,-7.4,14.92,Upgrade
8,Interest Expense,-0.08,-0.12,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,Upgrade
9,Interest & Investment Income,2.87,2.36,1.71,1.13,0.36,0.57,0.48,1.12,2.36,3.61,Upgrade
10,Currency Exchange Gain (Loss),-,-0.53,0.53,1.86,-,-2.19,2.37,1.53,-,-0.38,Upgrade
11,EBT Excluding Unusual Items,-13.32,4.7,-12.57,14.46,-17.9,13.77,-9.1,12.87,-5.06,18.12,Upgrade
12,Gain (Loss) on Sale of Investments,-,0.13,0.15,0.12,-,-,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-0.48,-,-,-,-,-,-,-,0.04,Upgrade
14,Asset Writedown,-,-15.6,-,29.5,-,2.2,-,-15.8,-,-6,Upgrade
15,Other Unusual Items,-,-,-,2,-,-,-,3.93,-,-,Upgrade
16,Pretax Income,-13.32,-11.25,-12.42,46.08,-17.9,15.97,-9.1,1,-5.06,12.17,Upgrade
17,Income Tax Expense,1.75,-1,1.56,-0.46,0.76,0.91,2.14,1.28,1.57,3.11,Upgrade
18,Net Income,-15.06,-10.25,-13.98,46.54,-18.66,15.06,-11.24,-0.28,-6.63,9.06,Upgrade
19,Net Income to Common,-15.06,-10.25,-13.98,46.54,-18.66,15.06,-11.24,-0.28,-6.63,9.06,Upgrade
20,Net Income Growth,-,-,-,208.96%,-,-,-,-,-,-74.00%,Upgrade
21,Shares Outstanding (Basic),320,320,320,320,320,320,320,320,320,320,Upgrade
22,Shares Outstanding (Diluted),320,320,320,320,320,320,320,320,320,320,Upgrade
23,EPS (Basic),-0.05,-0.03,-0.04,0.15,-0.06,0.05,-0.04,-0.00,-0.02,0.03,Upgrade
24,EPS (Diluted),-0.05,-0.03,-0.04,0.15,-0.06,0.05,-0.04,-0.00,-0.02,0.03,Upgrade
25,EPS Growth,-,-,-,208.97%,-,-,-,-,-,-74.00%,Upgrade
26,Free Cash Flow,12.23,-1.96,6.45,-11.35,-33.41,-15.31,-29.31,13.1,-92.62,-54.29,Upgrade
27,Free Cash Flow Per Share,0.04,-0.01,0.02,-0.04,-0.10,-0.05,-0.09,0.04,-0.29,-0.17,Upgrade
28,Dividend Per Share,-,-,-,-,0.010,0.010,0.010,0.010,0.010,-,Upgrade
29,Operating Margin,-16.65%,2.67%,-13.42%,8.51%,-14.34%,12.16%,-10.21%,8.41%,-6.79%,10.85%,Upgrade
30,Profit Margin,-15.57%,-9.14%,-12.68%,34.43%,-14.67%,11.89%,-9.61%,-0.23%,-6.08%,6.58%,Upgrade
31,Free Cash Flow Margin,12.64%,-1.75%,5.85%,-8.39%,-26.25%,-12.09%,-25.07%,10.75%,-85.01%,-39.47%,Upgrade
32,EBITDA,-13.69,13.01,-12.37,16.26,-16,19.91,-9.92,17.78,-5.88,18.8,Upgrade
33,D&A For EBITDA,2.42,10.01,2.42,4.76,2.25,4.51,2.01,7.54,1.52,3.88,Upgrade
34,EBIT,-16.11,3,-14.79,11.5,-18.25,15.41,-11.93,10.24,-7.4,14.92,Upgrade
