,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,86,96,117,115,107,144,163,230,218,163,262,Upgrade
1,Market Cap Growth,-16.67%,-16.67%,8.96%,-20.00%,-34.31%,-37.50%,-25.00%,41.18%,-17.07%,-49.00%,-29.31%,Upgrade
2,Enterprise Value,-65,-46,-28,-27,-58,-63,-60,-25,-56,-169,-112,Upgrade
3,Last Close Price,0.27,0.30,0.36,0.36,0.34,0.44,0.49,0.67,0.63,0.46,0.72,Upgrade
4,PE Ratio,-,-,-,-,3.85,-,42.66,-,-,-,14.87,Upgrade
5,PS Ratio,0.41,0.46,0.53,0.47,0.41,0.57,0.67,0.97,0.94,0.66,0.92,Upgrade
6,PB Ratio,0.11,0.12,0.14,0.14,0.13,0.17,0.19,0.27,0.25,0.19,0.30,Upgrade
7,P/TBV Ratio,0.12,0.12,0.15,0.14,0.13,0.17,0.19,0.27,0.25,0.19,0.31,Upgrade
8,P/FCF Ratio,8.42,9.35,-,-23.52,-,-,-,-,-2.74,-,-,Upgrade
9,P/OCF Ratio,4.13,4.13,6.47,7.35,-4.49,-,-21.18,-,24.81,-,9.39,Upgrade
10,EV/FCF Ratio,-6.37,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
12,Debt / FCF Ratio,0.30,0.30,-,-0.40,-,-,-,-,-0.02,-,-,Upgrade
13,Return on Capital Employed (ROCE),-,-,-1.38%,-,-0.75%,-,0.37%,-,0.31%,-,2.32%,Upgrade
14,Earnings Yield,-29.30%,-26.37%,-20.74%,28.26%,26.00%,-2.50%,2.34%,-5.00%,-3.17%,1.49%,6.72%,Upgrade
15,FCF Yield,11.88%,10.69%,3.84%,-4.25%,-41.75%,-33.83%,-27.34%,-7.03%,-36.54%,-90.01%,-27.58%,Upgrade
16,Dividend Yield,0.00%,-,-,-,-,4.56%,4.11%,2.97%,3.18%,2.16%,-,Upgrade
17,Total Shareholder Return,-,-,-,-,4.56%,4.11%,2.97%,3.18%,2.16%,-,Upgrade,
