,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Cash & Equivalents,364.76,418.78,606.58,596.61,427.3,357.44,396.77,298.82,212.74,240.44,213.23,225.92,272.21,366.49,369.8,334,251.03,143.02,302.45,205.31,Upgrade
1,Trading Asset Securities,10.29,10.29,10.29,10.29,9.26,9.26,9.26,69.26,118.27,68.41,102.94,38.01,66.55,46.55,46.55,122.32,177.35,55.35,36.35,33.35,Upgrade
2,Cash & Short-Term Investments,375.06,429.08,616.87,606.91,436.56,366.7,406.03,368.08,331.01,308.85,316.17,263.93,338.76,413.04,416.35,456.32,428.38,198.38,338.81,238.67,Upgrade
3,Cash Growth,-14.09%,17.01%,51.93%,64.88%,31.89%,18.73%,28.42%,39.46%,-2.29%,-25.23%,-24.06%,-42.16%,-20.92%,108.21%,22.89%,91.19%,59.47%,-25.54%,14.31%,-36.54%,Upgrade
4,Accounts Receivable,313.16,325.15,253.06,301.25,305.62,303.89,257.95,266.42,204.43,232.11,194.44,179.07,205.95,179.57,229.29,231.89,214.78,230.71,141.14,138.33,Upgrade
5,Other Receivables,3.94,12.85,6.05,18.68,4.65,13.64,5.45,9.53,5.9,16.32,10.57,23.55,15.3,31.11,12.72,48.4,23.26,33.95,8.78,18.27,Upgrade
6,Receivables,317.1,338,259.12,319.94,310.27,317.53,263.4,275.95,210.34,248.43,205,202.62,221.25,210.68,242.01,280.29,238.04,264.65,149.91,156.6,Upgrade
7,Inventory,258.24,238.67,255.31,178.69,217.64,195.8,201.71,190.66,254.46,259.02,270.71,273.52,244.85,229.38,237.23,225.95,161.03,177.44,169.39,165.75,Upgrade
8,Other Current Assets,31.97,24.53,40.17,10.72,26.09,17.6,25.94,16.65,18.89,19.73,33.35,27.74,41.42,39.81,78.61,31.52,59.78,140.82,147.12,40.96,Upgrade
9,Total Current Assets,982.37,1030,1171,1116,990.56,897.63,897.08,851.35,814.7,836.02,825.24,767.8,846.28,892.91,974.2,994.08,887.24,781.29,805.24,601.98,Upgrade
10,"Property, Plant & Equipment",1146,1128,1108,1119,1112,1123,1134,1144,1155,1175,1169,1167,1173,1147,1109,1020,954.58,852.72,777.38,746.77,Upgrade
11,Long-Term Investments,10,141,-,-,-,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Goodwill,113.98,113.98,113.98,113.98,113.98,113.98,113.98,113.98,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,125.83,Upgrade
13,Other Intangible Assets,112.16,113.3,114.47,115.64,116.44,117.59,118.75,119.9,121.06,121.9,123.03,124.18,125.29,126.38,127.45,128.69,120.83,121.95,122.1,123.2,Upgrade
14,Long-Term Deferred Tax Assets,14.22,14.5,13.96,13.06,13.31,13.55,12.51,12.45,12.14,12.21,12.23,12.25,15.24,16.49,15.25,16.64,11.07,11.04,8.84,8.21,Upgrade
15,Long-Term Deferred Charges,6.77,4.53,3.17,3.49,3.09,3.46,3.97,4.48,13.33,3.86,4.36,4.26,5.1,5.26,5.93,5.83,2.53,1.7,2.24,2.72,Upgrade
16,Other Long-Term Assets,269.68,-,-,-,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Total Assets,2655,2545,2525,2481,2369,2289,2300,2266,2242,2275,2260,2201,2291,2313,2358,2291,2102,1895,1842,1609,Upgrade
18,Accounts Payable,795.05,752.91,737.37,679.76,651.22,582.56,591.69,552.35,525.31,507.98,493.87,483.79,510.04,533.94,547.88,541.04,410.47,314.68,313.08,376.45,Upgrade
19,Accrued Expenses,33.11,32.18,25.94,43.37,35.77,49.59,23.08,57.49,24.69,66.75,17.5,37.54,26.91,26.31,26.52,43.06,33.41,28.83,19.09,42.47,Upgrade
20,Short-Term Debt,98.73,58.2,41.15,74.74,5.75,9.45,22,27.57,39,81.64,105.12,70,105,105.11,105.11,120.12,120.1,222.93,150.04,96.87,Upgrade
21,Current Portion of Leases,-,-,-,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,10.48,1.55,5.43,4.63,9.73,-,5.02,0.09,7.25,0.49,17.19,4.58,17.75,12.31,32.96,51.94,48.73,24.22,14.31,3.49,Upgrade
