,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,485.18,638.15,420.53,545.73,721.87,697.61,579.72,826.25,381.18,179.11
1,Trading Asset Securities,-,-,1.01,1.01,-,-,-,-,-,3.1
2,Cash & Short-Term Investments,485.18,638.15,421.54,546.74,721.87,697.61,579.72,826.25,381.18,182.21
3,Cash Growth,15.10%,16.72%,-41.60%,-21.63%,24.52%,-15.57%,52.09%,353.46%,-,-
4,Accounts Receivable,773.32,639.64,820.32,631.53,342.26,212.47,270.41,160.03,73.84,145.64
5,Other Receivables,-,44.39,-,41.7,-,3.79,14.25,5.63,20.25,146.09
6,Receivables,773.32,684.02,820.32,673.23,342.26,216.26,284.66,165.66,94.1,291.73
7,Inventory,6.86,5.36,6.87,6.84,8.89,9.54,0.52,0.04,0.02,0.02
8,Other Current Assets,141.29,79.02,115.49,68.45,76.37,52.1,35.16,24.72,31.63,28.66
9,Total Current Assets,1407,1407,1364,1295,1149,975.51,900.05,1017,506.93,502.62
10,"Property, Plant & Equipment",19.74,20.56,20.54,19.11,20.61,17.76,16.81,14.69,10.18,9.33
11,Goodwill,175.05,175.05,175.05,175.05,205.46,205.46,217.76,31.3,12.3,12.3
12,Other Intangible Assets,65.79,73.55,79.58,87.73,128.12,136.02,147.12,38.22,8.46,8.63
13,Long-Term Deferred Tax Assets,23.51,18.18,5.86,3,8.89,8.03,9.37,6.73,10.26,6.31
14,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,0.32
15,Total Assets,1691,1694,1645,1580,1512,1343,1291,1108,548.12,539.51
16,Accounts Payable,202.31,195.87,174.71,151.14,102.59,80.52,61.31,49.83,50.76,43.22
17,Accrued Expenses,35.42,56.26,40.03,56.84,47.07,83.41,84.03,83.13,51.07,67.1
18,Current Portion of Long-Term Debt,13.79,13.79,13.83,13.82,13.18,-,-,-,-,-
19,Current Portion of Leases,3.03,2.36,3.41,1.4,1.39,1.38,1.38,1.36,0.44,-
20,Current Income Taxes Payable,80.3,78.14,61.86,51.18,44.59,34.6,18.96,17.35,11.9,27.73
21,Current Unearned Revenue,254.22,252.6,245.07,229.04,224.01,187.99,154.82,134.75,91.15,81.91
22,Other Current Liabilities,124.14,148.4,109.32,120.89,119.42,109.5,145.85,90.42,99.56,99.98
23,Total Current Liabilities,713.2,747.42,648.23,624.32,552.26,497.4,466.36,376.85,304.88,319.93
24,Long-Term Debt,24.17,31.06,37.83,44.74,50.71,-,-,-,-,-
25,Long-Term Leases,-,-,-,-,-,-,-,-,0.44,-
26,Long-Term Deferred Tax Liabilities,14.65,16.83,19.14,20.91,29.84,33.12,37.09,10.34,2.07,2.25
27,Total Liabilities,752.02,795.31,705.2,689.96,632.81,530.52,503.44,387.19,307.39,322.18
28,Common Stock,3.76,3.76,3.76,3.76,3.76,3.76,3.76,3.76,-,-
29,Additional Paid-In Capital,387.26,387.26,387.26,387.26,387.26,387.26,387.32,408.65,-,-
30,Retained Earnings,441.4,404.8,446.95,393.93,371.24,301.94,233.82,173.99,127.56,104.24
31,Comprehensive Income & Other,87.85,87.85,87.85,87.85,87.85,87.85,103.79,103.79,103.79,103.79
32,Total Common Equity,920.27,883.67,925.82,872.81,850.11,780.82,728.69,690.19,231.35,208.02
33,Minority Interest,18.43,14.9,14.23,17.38,29.54,31.44,58.99,30.23,9.39,9.31
34,Shareholders' Equity,938.7,898.57,940.05,890.19,879.65,812.26,787.68,720.42,240.74,217.33
35,Total Liabilities & Equity,1691,1694,1645,1580,1512,1343,1291,1108,548.12,539.51
36,Total Debt,40.99,47.21,55.07,59.96,65.29,1.38,1.38,1.36,0.88,-
37,Net Cash (Debt),444.19,590.93,366.47,486.78,656.58,696.23,578.34,824.89,380.3,182.21
38,Net Cash Growth,21.21%,21.40%,-44.19%,-30.08%,13.53%,-15.60%,52.08%,352.71%,-,-
39,Net Cash Per Share,1.07,1.42,0.88,1.17,1.58,1.68,1.39,2.01,1.27,0.61
40,Filing Date Shares Outstanding,415,415,415,415,415,415,415,415,300,300
41,Total Common Shares Outstanding,415,415,415,415,415,415,415,415,300,300
42,Working Capital,693.45,659.13,715.99,670.94,597.12,478.11,433.69,639.81,202.05,182.69
43,Book Value Per Share,2.22,2.13,2.23,2.10,2.05,1.88,1.76,1.66,0.77,0.69
44,Tangible Book Value,679.44,635.08,671.19,610.02,516.53,439.34,363.81,620.67,210.59,187.09
45,Tangible Book Value Per Share,1.64,1.53,1.62,1.47,1.24,1.06,0.88,1.50,0.70,0.62
46,Machinery,-,27.66,-,24.76,-,21.67,-,17.83,-,12.93
47,Construction In Progress,-,0.2,-,2.18,-,2.19,-,1.63,-,0.95
48,Leasehold Improvements,-,14.64,-,10.08,-,6.65,-,3.46,-,0.93
