,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2570,1488,1218,1293,1067,1368,1237,1514,1308,1383,2676,Upgrade
1,Market Cap Growth,15.12%,15.12%,14.08%,-5.49%,-13.74%,-9.64%,-5.39%,9.46%,-51.12%,-55.33%,14.24%,Upgrade
2,Enterprise Value,2334,1232,1836,2512,2666,3091,4018,3775,4542,4387,5807,Upgrade
3,Last Close Price,0.87,0.49,0.39,0.42,0.34,0.44,0.41,0.50,0.42,0.45,0.86,Upgrade
4,PE Ratio,11.52,6.77,5.62,3.98,3.21,9.72,13.96,33.11,-,-,8.91,Upgrade
5,Forward PE,10.13,4.61,3.87,4.68,4.19,7.57,5.89,6.06,7.49,5.42,5.43,Upgrade
6,PS Ratio,0.49,0.29,0.25,0.32,0.27,0.37,0.34,0.41,0.36,0.37,0.67,Upgrade
7,PB Ratio,0.74,0.39,0.32,0.35,0.29,0.39,0.36,0.45,0.40,0.44,0.81,Upgrade
8,P/TBV Ratio,0.51,0.51,0.42,0.46,0.38,0.50,0.47,0.59,0.52,0.54,1.00,Upgrade
9,P/FCF Ratio,3.30,1.91,1.48,1.44,1.16,1.43,1.74,1.75,1.65,-,4.56,Upgrade
10,P/OCF Ratio,1.50,1.50,1.21,1.20,0.96,1.19,1.33,1.57,1.37,2.88,3.92,Upgrade
11,PEG Ratio,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
12,EV/Sales Ratio,0.46,0.24,0.38,0.62,0.67,0.83,1.12,1.03,1.24,1.18,1.45,Upgrade
13,EV/EBITDA Ratio,2.15,1.16,1.72,2.63,2.73,3.23,4.29,4.83,6.39,4.70,4.90,Upgrade
14,EV/EBIT Ratio,3.28,1.74,2.64,4.33,4.36,5.26,7.33,9.11,13.01,7.34,6.97,Upgrade
15,EV/FCF Ratio,3.00,1.58,2.23,2.80,2.89,3.24,5.65,4.36,5.74,-,9.90,Upgrade
16,Debt / Equity Ratio,0.70,0.70,0.72,0.67,0.64,0.97,1.05,1.02,1.08,1.49,1.71,Upgrade
17,Debt / FCF Ratio,3.39,3.39,3.32,2.80,2.60,3.57,5.14,3.92,4.49,-,9.64,Upgrade
18,Return on Capital Employed (ROCE),16.49%,16.49%,13.75%,12.18%,12.92%,12.21%,11.67%,7.34%,6.14%,10.75%,14.15%,Upgrade
19,Earnings Yield,8.55%,14.77%,17.78%,25.16%,31.12%,10.28%,7.16%,3.02%,-8.70%,2.55%,11.23%,Upgrade
20,FCF Yield,30.30%,52.33%,67.52%,69.38%,86.37%,69.85%,57.43%,57.23%,60.56%,23.36%,21.91%,Upgrade
21,Buyback Yield / Dilution,2.85%,2.93%,2.77%,-1.78%,-3.55%,1.61%,1.21%,1.42%,2.24%,0.73%,-0.93%,Upgrade
22,Total Shareholder Return,4.49%,2.93%,2.77%,-1.78%,-3.55%,1.61%,1.21%,1.42%,2.24%,0.73%,-0.93%,Upgrade
