,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1774,1586,1168,727.9,1151,1173,651.58,879.09,1412,2423,Upgrade
1,Short-Term Investments,1152,1358,868.45,530.25,530.73,539.79,-,346.39,-,375.2,Upgrade
2,Cash & Short-Term Investments,2926,2944,2036,1258,1682,1713,651.58,1225,1412,2798,Upgrade
3,Cash Growth,43.70%,134.01%,21.08%,-26.55%,158.09%,39.78%,-53.86%,-56.20%,123.56%,307.50%,Upgrade
4,Accounts Receivable,2332,2466,2160,2057,2298,2117,2132,2164,2460,2276,Upgrade
5,Other Receivables,53.14,53.41,61.06,48.07,21.4,34.6,473.88,22.67,370.34,10.7,Upgrade
6,Receivables,2385,2519,2221,2105,2320,2152,2606,2187,2830,2286,Upgrade
7,Inventory,894.66,910.02,967.1,933.83,926.19,944.96,923.19,930.62,926.3,765.5,Upgrade
8,Other Current Assets,713.66,650.09,924.33,804.72,761.98,630.42,648.63,690.59,687.99,630.88,Upgrade
9,Total Current Assets,6919,7024,6149,5102,5689,5440,4829,5034,5856,6481,Upgrade
10,"Property, Plant & Equipment",1824,1924,2063,2105,2054,2101,2112,2237,2309,2328,Upgrade
11,Long-Term Investments,120.38,123.52,64.55,60.04,4.2,6.72,5.5,5.95,5.93,5.81,Upgrade
12,Goodwill,253.63,253.63,253.63,253.63,242,242,242,242,242,242,Upgrade
13,Other Intangible Assets,333.27,333.08,300.41,317.62,285.18,285.48,261,273.65,256.15,259.99,Upgrade
14,Long-Term Deferred Tax Assets,28.4,24.45,21.2,20.85,27.29,19.14,14.27,21.99,30.31,34.64,Upgrade
15,Other Long-Term Assets,133.8,124.4,246.89,123.85,67.37,55.02,58.11,66.43,163.07,155.7,Upgrade
16,Total Assets,9613,9807,9098,7983,8370,8149,7522,7881,8863,9507,Upgrade
17,Accounts Payable,1679,1820,1691,1449,1607,1525,1228,1403,1145,957.41,Upgrade
18,Accrued Expenses,89.85,128.59,86.88,88.58,64.88,63.96,50.06,55.76,45.4,50.49,Upgrade
19,Short-Term Debt,1384,1186,1221,1140,852.6,718.13,775.32,763.95,529.31,497.75,Upgrade
20,Current Portion of Long-Term Debt,612.91,127.22,148.51,79.39,941.66,1247,106.77,174.67,1553,2209,Upgrade
21,Current Portion of Leases,12.24,12.72,19.5,20.52,17.51,24.43,33.49,34.38,43.07,45.83,Upgrade
