,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,204,450,450,480,594,522,660,978,885,1110,1300,Upgrade
1,Market Cap Growth,-6.25%,-6.25%,-24.24%,-8.05%,-10.00%,-46.63%,-25.42%,-11.89%,-31.92%,-13.95%,10.64%,Upgrade
2,Enterprise Value,-28,188,280,332,478,583,666,879,841,1048,1182,Upgrade
3,Last Close Price,0.34,0.74,0.72,0.76,0.88,0.77,0.94,1.38,1.23,1.55,1.79,Upgrade
4,PE Ratio,4.54,10.01,7.06,4.63,5.28,4.56,6.99,12.63,9.21,9.23,9.39,Upgrade
5,Forward PE,-,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,Upgrade
6,PS Ratio,0.29,0.63,0.58,0.49,0.52,0.37,0.48,0.81,0.75,0.89,1.07,Upgrade
7,PB Ratio,0.21,0.46,0.45,0.50,0.59,0.53,0.66,1.08,0.98,1.45,1.71,Upgrade
8,P/TBV Ratio,0.46,0.46,0.45,0.50,0.59,0.53,0.66,1.08,0.98,1.45,1.71,Upgrade
9,P/FCF Ratio,2.62,-,2.88,3.88,2.44,4.01,-,-,10.47,-70.99,-,Upgrade
10,P/OCF Ratio,3.67,3.67,2.10,2.42,1.88,2.51,-,-,4.98,9.56,15.89,Upgrade
11,PEG Ratio,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,Upgrade
12,EV/Sales Ratio,0.26,0.26,0.36,0.34,0.42,0.42,0.48,0.73,0.71,0.84,0.98,Upgrade
13,EV/EBITDA Ratio,2.03,2.03,2.32,1.94,2.71,3.18,3.94,5.78,5.16,5.67,5.76,Upgrade
14,EV/EBIT Ratio,4.56,4.56,4.28,3.10,4.29,4.81,6.13,9.27,7.70,7.60,7.23,Upgrade
15,EV/FCF Ratio,-0.36,-,1.79,2.68,1.96,4.47,-,-,9.95,-67.02,-,Upgrade
16,Debt / Equity Ratio,0.05,0.05,0.05,0.08,0.12,0.13,0.27,0.18,0.08,0.16,0.10,Upgrade
17,Debt / FCF Ratio,0.65,-,0.35,0.62,0.50,0.95,-,-,0.90,-7.94,-,Upgrade
18,Return on Capital Employed (ROCE),4.19%,4.19%,6.46%,11.01%,10.98%,12.37%,10.81%,10.35%,12.11%,17.93%,21.42%,Upgrade
19,Earnings Yield,22.04%,9.99%,14.16%,21.60%,18.92%,21.95%,14.31%,7.92%,10.86%,10.84%,10.65%,Upgrade
20,FCF Yield,38.11%,17.28%,34.76%,25.77%,41.00%,24.95%,-19.26%,-0.81%,9.55%,-1.41%,-4.87%,Upgrade
21,Dividend Yield,7.35%,3.37%,4.84%,8.59%,6.80%,5.21%,3.73%,0.36%,-,-,3.73%,Upgrade
22,Total Shareholder Return,7.35%,3.37%,4.84%,8.59%,6.80%,5.21%,3.73%,0.36%,-,-,3.73%,Upgrade
