,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,26607,23767,17661,15454,15188,15941,17048,22273,14790,14612,20634,Upgrade
1,Market Cap Growth,53.80%,53.80%,16.28%,-3.06%,-10.91%,-28.43%,15.27%,52.42%,-28.33%,-50.15%,-27.53%,Upgrade
2,Enterprise Value,4585,-3358,-6800,-11402,-4894,-6691,-912,2809,-2266,-4233,6170,Upgrade
3,Last Close Price,6.05,5.24,3.70,3.11,2.86,2.89,2.89,3.67,2.33,2.22,2.93,Upgrade
4,PE Ratio,10.65,9.46,6.86,6.37,5.88,6.36,6.52,7.50,5.23,5.93,8.45,Upgrade
5,Forward PE,9.38,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,Upgrade
6,PS Ratio,0.42,0.37,0.29,0.28,0.25,0.24,0.24,0.33,0.24,0.25,0.35,Upgrade
7,PB Ratio,0.80,0.71,0.52,0.47,0.45,0.46,0.48,0.64,0.44,0.48,0.68,Upgrade
8,P/TBV Ratio,0.72,0.72,0.52,0.47,0.45,0.46,0.48,0.65,0.44,0.49,0.68,Upgrade
9,P/FCF Ratio,-,-,7.46,-,2.20,-,6.06,-,4.88,-,252.49,Upgrade
10,P/OCF Ratio,-,-,6.37,-,1.97,-,4.72,-,4.21,-,61.48,Upgrade
11,PEG Ratio,1.82,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,Upgrade
12,EV/Sales Ratio,0.07,-,-,-,-,-,-,0.04,-,-,0.11,Upgrade
13,EV/EBITDA Ratio,1.60,-,-,-,-,-,-,0.82,-,-,2.27,Upgrade
14,EV/EBIT Ratio,2.49,-,-,-,-,-,-,1.01,-,-,2.91,Upgrade
15,EV/FCF Ratio,-4.03,-,-,-,-,-,-,-,-,-,75.50,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
17,Debt / FCF Ratio,-,-,0.12,-,0.04,-,0.10,-,0.13,-,2.48,Upgrade
18,Return on Capital Employed (ROCE),5.13%,5.13%,4.90%,3.84%,4.68%,4.99%,5.25%,7.39%,7.14%,6.00%,6.29%,Upgrade
19,Earnings Yield,9.44%,10.57%,14.57%,15.70%,17.01%,15.72%,15.33%,13.33%,19.13%,16.86%,11.84%,Upgrade
20,FCF Yield,-4.28%,-4.79%,13.40%,46.88%,45.41%,20.32%,16.51%,13.22%,20.48%,22.28%,0.40%,Upgrade
21,Dividend Yield,6.78%,7.68%,10.22%,11.43%,12.96%,13.80%,13.31%,9.10%,15.28%,16.07%,12.21%,Upgrade
22,Buyback Yield / Dilution,0.21%,0.41%,0.01%,-,-,-,-,-,-,-,-,Upgrade
23,Total Shareholder Return,6.99%,8.08%,10.23%,11.43%,12.96%,13.80%,13.31%,9.10%,15.28%,16.07%,12.21%,Upgrade
