,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9411,12868,13106,14978,8220,10310,6592,8448,8485,9946,Upgrade
1,Short-Term Investments,11396,12015,9795,9054,9212,8358,8693,8273,7238,7086,Upgrade
2,Cash & Short-Term Investments,20807,24882,22901,24032,17432,18668,15285,16721,15723,17032,Upgrade
3,Cash Growth,-9.14%,3.54%,31.37%,28.73%,14.05%,11.64%,-2.79%,-1.82%,18.09%,-11.09%,Upgrade
4,Accounts Receivable,19765,17392,17759,18341,18755,17127,18829,17251,16754,16699,Upgrade
5,Other Receivables,953.41,1375,861.31,769.51,1010,1085,1127,1051,1296,909.07,Upgrade
6,Receivables,41219,39267,39121,39611,40265,38711,40456,39301,36550,36608,Upgrade
7,Inventory,6760,5795,4052,3490,3533,4047,5104,4402,3795,3874,Upgrade
8,Prepaid Expenses,138.25,48.84,49.58,112.4,57.09,22.76,25.62,7.44,25.42,489.49,Upgrade
9,Restricted Cash,113.24,90.39,29.23,82.92,170.08,109.69,43.4,36.66,34.68,38.09,Upgrade
10,Other Current Assets,3942,2478,2859,3041,2952,3379,3894,3587,4237,2575,Upgrade
11,Total Current Assets,72979,72562,69011,70369,64409,64938,64808,64055,60366,60617,Upgrade
12,"Property, Plant & Equipment",6781,7035,6699,6923,6634,6770,6349,6330,6028,6121,Upgrade
13,Long-Term Investments,429.76,439.45,428.02,428.27,169.85,162.84,163.47,152.16,180.83,164.47,Upgrade
14,Other Intangible Assets,160.93,177.16,176.5,192.02,190.09,203.08,205.02,218.96,207.83,233.32,Upgrade
15,Long-Term Deferred Tax Assets,735.06,753.55,783.67,769.95,854.05,843.16,684.77,709.03,715.24,738.05,Upgrade
16,Total Assets,81085,80968,77098,78682,72257,72917,72211,71465,67498,67874,Upgrade
17,Accounts Payable,22678,19806,18928,19792,20459,20390,20743,21676,22485,22114,Upgrade
18,Accrued Expenses,661.98,1189,597.49,1379,425.86,1135,473.16,1033,391.33,802.17,Upgrade
19,Short-Term Debt,100.81,80.7,154.21,141.97,134.23,63.76,174.57,163.12,-,-,Upgrade
20,Current Portion of Leases,51.69,38.32,41.8,62.25,69.4,73.49,76.04,66.31,52.43,55.28,Upgrade
21,Current Income Taxes Payable,457.03,475.34,475.34,456.24,495.61,470.24,355.44,358.71,393.67,298.49,Upgrade
22,Current Unearned Revenue,21346,24742,21793,22929,16441,17486,16649,15511,11452,13315,Upgrade
23,Other Current Liabilities,2746,1637,2554,1714,2358,1752,2506,1864,2392,1207,Upgrade
24,Total Current Liabilities,48041,47969,44544,46475,40382,41370,40977,40672,37166,37792,Upgrade
25,Long-Term Debt,28.37,21.46,-,-,-,-,-,-,-,-,Upgrade
26,Long-Term Leases,122.22,114.41,62.13,66.82,79.56,88.24,95.69,97.63,120.83,125.68,Upgrade
27,Long-Term Deferred Tax Liabilities,3.03,2.46,2.03,5.53,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,1.51,191.68,196.23,184.27,188.12,181.29,189.56,186.59,189.3,196.95,Upgrade
29,Total Liabilities,49987,50120,46682,48646,42730,43794,43435,43209,39944,40603,Upgrade
30,Common Stock,4405,4419,4428,4428,4428,4428,4428,4428,4428,4428,Upgrade
31,Retained Earnings,16484,16178,15678,15327,14843,14522,14132,13604,12824,12554,Upgrade
32,Comprehensive Income & Other,10202,10245,10305,10276,10251,10168,10210,10220,10297,10284,Upgrade
33,Total Common Equity,31090,30842,30411,30032,29522,29118,28770,28251,27549,27266,Upgrade
34,Minority Interest,8.5,5.57,5.59,5.28,5.29,5.25,5.02,4.87,4.73,4.57,Upgrade
35,Shareholders' Equity,31099,30848,30416,30037,29527,29123,28775,28256,27554,27271,Upgrade
36,Total Liabilities & Equity,81085,80968,77098,78682,72257,72917,72211,71465,67498,67874,Upgrade
37,Total Debt,303.09,254.89,258.14,271.04,283.19,225.49,346.3,327.07,173.26,180.95,Upgrade
38,Net Cash (Debt),20504,24627,22643,23760,17149,18443,14938,16394,15550,16851,Upgrade
39,Net Cash Growth,-9.45%,3.65%,32.04%,28.83%,14.80%,12.50%,-3.93%,-2.71%,22.23%,-10.23%,Upgrade
40,Net Cash Per Share,4.65,5.56,5.11,5.37,3.87,4.17,3.37,3.70,3.51,3.81,Upgrade
41,Filing Date Shares Outstanding,4410,4427,4428,4428,4428,4428,4428,4428,4428,4428,Upgrade
42,Total Common Shares Outstanding,4410,4427,4428,4428,4428,4428,4428,4428,4428,4428,Upgrade
43,Working Capital,24938,24593,24467,23894,24026,23567,23831,23383,23200,22825,Upgrade
44,Book Value Per Share,7.05,6.97,6.87,6.78,6.67,6.58,6.50,6.38,6.22,6.16,Upgrade
45,Tangible Book Value,30930,30665,30234,29839,29332,28915,28565,28032,27341,27033,Upgrade
46,Tangible Book Value Per Share,7.01,6.93,6.83,6.74,6.62,6.53,6.45,6.33,6.17,6.10,Upgrade
47,Buildings,3936,3934,3812,3807,3754,3745,3469,3454,3466,3450,Upgrade
48,Machinery,6378,6387,5892,5834,5296,5376,5055,4897,4655,4631,Upgrade
49,Construction In Progress,670.96,570.37,681.26,611.26,622.19,568.54,808.38,692.6,575.14,518.99,Upgrade
50,Order Backlog,157775,-,-,-,-,-,-,-,107834,-,Upgrade
