,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,617.04,633.81,640.46,616.36,678.17,685.28,638.81,627.28,578.2,1502
1,Other Revenue,-,12.17,-,38.98,19.91,14.34,31.67,-4.84,4.84,-3.64
2,Revenue,617.04,645.98,640.46,655.34,698.08,699.62,670.48,622.44,583.04,1499
3,Revenue Growth (YoY),-3.66%,-1.43%,-8.25%,-6.33%,4.12%,12.40%,15.00%,-58.46%,13.71%,139.14%
4,Operations & Maintenance,-,-,-,-,-,-,-,-0.06,0.06,-0.46
5,"Selling, General & Admin",57.73,69.71,58.3,60.64,58.1,70.4,56.29,56.58,43.78,58.61
6,Provision for Bad Debts,19.86,12.66,10.11,0.15,8.48,0.57,14.84,5.83,-,1.35
7,Other Operating Expenses,420.58,373.55,405.69,418.39,408.7,412.47,384.52,382.26,304,1397
8,Total Operating Expenses,498.17,455.92,474.15,479.99,475.27,483.44,455.66,444.6,347.84,1457
9,Operating Income,118.87,190.06,166.31,175.35,222.81,216.18,214.82,177.83,235.2,41.77
10,Interest Expense,-49.52,-21.23,-56.25,-60.06,-71.28,-66.59,-60.89,-63.92,-47.71,-40.43
11,Interest Income,6.13,2.97,3.15,3,4.7,5.15,4.64,-8.57,16.2,55.68
12,Net Interest Expense,-43.4,-18.27,-53.11,-57.06,-66.58,-61.44,-56.25,-72.49,-31.5,15.25
13,Income (Loss) on Equity Investments,-,-,-,0.08,-0.08,0.71,-0.04,0.72,-,-
14,Currency Exchange Gain (Loss),0.01,-0.14,0.04,-0.11,0.05,-0.21,-0.01,0.06,-,0.19
15,Other Non-Operating Income (Expenses),-0.99,8.3,-11.62,-19.28,-1.3,1.23,-0.73,-4.3,0.41,-10.78
16,EBT Excluding Unusual Items,74.49,179.95,101.62,98.97,154.9,156.47,157.79,101.82,204.1,46.43
17,Total Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.45
18,Gain (Loss) on Sale of Investments,-,-3.04,-,-,-,-,-,-,-,-
19,Gain (Loss) on Sale of Assets,-,3.82,-,0,-,-,-,0.19,-0.18,2
20,Asset Writedown,-0.04,-8.53,0,0.34,-0.63,1.29,-12.22,-4.58,0,0.01
21,Other Unusual Items,15.23,-13.41,2.11,1.53,1.64,1.61,2.38,3.05,0.05,-
22,Pretax Income,89.67,158.79,103.73,100.84,155.91,159.36,147.96,100.48,203.98,47.98
23,Income Tax Expense,21.08,19.86,18.74,10.67,22.84,23.15,23.19,9.87,33.16,1.33
24,Earnings From Continuing Ops.,68.6,138.92,84.99,90.17,133.07,136.21,124.77,90.61,170.82,46.65
25,Minority Interest in Earnings,-5.31,-8.22,-5.8,-8.86,-11.15,-11.83,-7.22,-4.79,-9.41,-8.48
26,Net Income,63.29,130.71,79.19,81.31,121.92,124.38,117.55,85.82,161.4,38.17
27,Net Income to Common,63.29,130.71,79.19,81.31,121.92,124.38,117.55,85.82,161.4,38.17
28,Net Income Growth,-20.08%,60.76%,-35.04%,-34.63%,3.72%,44.93%,-27.17%,124.84%,5.89%,-56.96%
29,Shares Outstanding (Basic),904,869,880,823,871,888,840,855,849,873
30,Shares Outstanding (Diluted),904,869,880,823,871,888,840,855,849,873
31,Shares Change (YoY),2.75%,5.66%,1.04%,-7.40%,3.72%,3.85%,-1.16%,-1.96%,0.32%,1.50%
32,EPS (Basic),0.07,0.15,0.09,0.10,0.14,0.14,0.14,0.10,0.19,0.04
33,EPS (Diluted),0.07,0.15,0.09,0.10,0.14,0.14,0.14,0.10,0.19,0.04
34,EPS Growth,-22.22%,52.15%,-35.71%,-29.41%,0%,39.56%,-26.32%,129.35%,5.56%,-57.60%
35,Free Cash Flow,90.59,33.06,53.48,-37.2,-43.95,-64.25,-152.91,-139.33,-488.3,-117.46
36,Free Cash Flow Per Share,0.10,0.04,0.06,-0.05,-0.05,-0.07,-0.18,-0.16,-0.57,-0.13
37,Profit Margin,10.26%,20.23%,12.37%,12.41%,17.46%,17.78%,17.53%,13.79%,27.68%,2.55%
38,Free Cash Flow Margin,14.68%,5.12%,8.35%,-5.68%,-6.30%,-9.18%,-22.81%,-22.38%,-83.75%,-7.84%
39,EBITDA,285.71,358.31,327.67,331.84,373.77,499.99,216.82,379.68,236.48,148.13
40,D&A For EBITDA,166.84,168.25,161.36,156.49,150.96,283.81,2,201.85,1.28,106.36
41,EBIT,118.87,190.06,166.31,175.35,222.81,216.18,214.82,177.83,235.2,41.77
42,Revenue as Reported,617.04,645.98,640.46,655.34,698.08,699.62,670.48,1205,-,1554
