,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+6 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+6 Quarters
0,Revenue,1373,1373,1467,1427,1250,1250,1081,844.83,644.7,644.7,524.44,524.44,316.8,316.8,238.6,238.6,55.2,55.2,36.95,36.95,Upgrade
1,Revenue Growth (YoY),9.82%,9.82%,35.78%,68.95%,93.93%,93.93%,106.03%,61.09%,103.50%,103.50%,119.80%,119.80%,473.95%,473.95%,545.82%,545.82%,242.51%,5873.59%,895.69%,895.69%,Upgrade
2,Cost of Revenue,377.71,377.71,347.59,406.88,360.82,360.82,329.94,209.07,152.8,152.8,150.67,150.67,110.71,110.71,61.88,61.88,29.18,29.18,30.26,30.26,Upgrade
3,Gross Profit,995.35,995.35,1120,1020,889.42,889.42,750.57,635.76,491.89,491.89,373.77,373.77,206.09,206.09,176.72,176.72,26.01,26.01,6.68,6.68,Upgrade
4,"Selling, General & Admin",530.08,530.08,645.7,545.72,473.33,473.33,499.42,364.73,269.59,269.59,242.62,242.62,157.82,157.82,158.26,158.26,59.89,59.89,70.78,70.78,Upgrade
5,Research & Development,241.23,241.23,301.13,269.77,273.91,273.91,491.23,368.79,267.25,267.25,286.06,286.06,225.91,225.91,250.58,250.58,196.49,196.49,191.33,191.33,Upgrade
6,Other Operating Expenses,-,-,-17.88,17.88,-,-,-67.92,67.92,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,Operating Expenses,771.32,771.32,936.97,854.91,747.61,747.61,1022,902.1,537.38,537.38,528.65,528.65,383.83,383.83,408.62,408.62,256.59,256.59,262.11,262.11,Upgrade
8,Operating Income,224.03,224.03,182.54,165.55,141.81,141.81,-271.21,-266.35,-45.49,-45.49,-154.88,-154.88,-177.75,-177.75,-231.9,-231.9,-230.58,-230.58,-255.43,-255.43,Upgrade
9,Interest Expense,-31.4,-31.4,-27.99,-28.46,-27.04,-27.04,-26.62,-27.8,-25.63,-25.63,-22.41,-22.41,-20,-20,-13.74,-13.74,-8.29,-8.29,-13.46,-13.46,Upgrade
10,Interest & Investment Income,5.15,5.15,4.39,1.04,1.36,1.36,2.02,0.85,0.35,0.35,0.73,0.73,0.61,0.61,-,-,3.88,3.88,3.62,3.62,Upgrade
11,Currency Exchange Gain (Loss),1.78,1.78,-4.71,-4.54,3.91,3.91,-31.33,35.86,14.19,14.19,-,-,-,-,-5.11,-5.11,5.11,5.11,-16.14,-16.14,Upgrade
12,Other Non Operating Income (Expenses),-1.71,-1.71,3.59,34.22,1.94,1.94,173.96,167.03,-69,-69,-104.89,-104.89,0.21,0.21,-22.03,-22.03,5.89,5.89,4.6,4.6,Upgrade
13,EBT Excluding Unusual Items,197.86,197.86,157.83,167.82,121.97,121.97,-153.19,-90.4,-125.57,-125.57,-281.45,-281.45,-196.92,-196.92,-272.78,-272.78,-223.99,-223.99,-276.8,-276.8,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-199.15,-,-,-,-,-,-,-,-,-,-,-,-2.65,-2.65,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.51,0.51,Upgrade
16,Pretax Income,197.86,197.86,157.83,167.82,121.97,121.97,-352.34,-90.4,-125.57,-125.57,-281.45,-281.45,-196.92,-196.92,-272.78,-272.78,-223.99,-223.99,-278.94,-278.94,Upgrade
17,Income Tax Expense,4.71,4.71,19.6,-,1.98,1.98,0.42,-,0.48,0.48,13.66,13.66,-,-,-,-,-,-,0.33,0.33,Upgrade
18,Earnings From Continuing Operations,193.15,193.15,138.22,167.82,119.99,119.99,-352.76,-90.4,-126.05,-126.05,-295.11,-295.11,-196.92,-196.92,-272.78,-272.78,-223.99,-223.99,-279.27,-279.27,Upgrade
19,Net Income,193.15,193.15,138.22,167.82,119.99,119.99,-352.76,-90.4,-126.05,-126.05,-295.11,-295.11,-196.92,-196.92,-272.78,-272.78,-223.99,-223.99,-279.27,-279.27,Upgrade
20,Net Income to Common,193.15,193.15,138.22,167.82,119.99,119.99,-352.76,-90.4,-126.05,-126.05,-295.11,-295.11,-196.92,-196.92,-272.78,-272.78,-223.99,-223.99,-279.27,-279.27,Upgrade
21,Net Income Growth,60.97%,60.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Shares Outstanding (Basic),543,543,543,543,543,543,543,543,541,541,540,540,538,538,534,534,525,525,543,543,Upgrade
