,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,68.4,68.4,47.49,47.49,18.57,-,24.64,-,47.76,-,4.44,-,10.08,-,5.92,-,9.23,-,2.14,-,Upgrade
1,Short-Term Investments,104.43,104.43,0.98,0.98,0.73,-,0.94,-,0.67,-,1.62,-,0.6,-,0.21,-,0.86,-,0.21,-,Upgrade
2,Cash & Short-Term Investments,172.84,172.84,48.47,48.47,19.3,25.58,25.58,48.43,48.43,6.06,6.06,-,10.68,6.13,6.13,-,10.09,2.35,2.35,-,Upgrade
3,Cash Growth,795.62%,575.77%,89.51%,0.07%,-60.16%,321.84%,321.84%,-,353.54%,-1.03%,-1.03%,-,5.81%,160.57%,160.57%,-,586.13%,-5.85%,-5.85%,-,Upgrade
4,Accounts Receivable,17.31,17.31,29.11,29.11,77.82,-,41.07,-,-,-,15.7,-,-,-,11.35,-,-,-,-,-,Upgrade
5,Other Receivables,-,-,6.7,6.7,7.63,-,2.88,-,3.64,-,4.25,-,12.06,-,5.96,-,5.18,-,5.95,-,Upgrade
6,Receivables,17.31,17.31,35.81,35.81,85.46,-,43.95,-,3.64,-,19.95,-,12.06,-,17.3,-,7.18,-,7.95,-,Upgrade
7,Inventory,229.18,229.18,259.79,259.79,0.61,-,16.7,-,11.63,-,5.55,-,2.23,-,7.02,-,6.04,-,8.25,-,Upgrade
8,Prepaid Expenses,-,-,10.94,10.94,4.02,-,14.15,-,8.26,-,10.48,-,5.88,-,7.65,-,12.96,-,7.89,-,Upgrade
9,Other Current Assets,20,20,20,20,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Total Current Assets,439.33,439.33,375.01,375.01,129.38,-,120.38,-,71.97,-,42.05,-,30.85,-,38.09,-,36.28,-,26.44,-,Upgrade
11,"Property, Plant & Equipment",1068,1068,1012,1012,894.47,-,742.51,-,716.97,-,819.11,-,805.96,-,776.21,-,738.14,-,707.09,-,Upgrade
12,Other Intangible Assets,47.14,47.14,41.62,41.62,41.43,-,44.12,-,53.27,-,63.07,-,54.01,-,52.77,-,52.49,-,46.58,-,Upgrade
13,Total Assets,1554,1554,1428,1428,1065,-,907.01,-,842.21,-,924.22,-,890.81,-,867.06,-,826.9,-,780.1,-,Upgrade
14,Accounts Payable,93.96,93.96,96.99,96.99,13.03,-,12.26,-,0.82,-,47.58,-,68.12,-,65.82,-,48.86,-,26.91,-,Upgrade
15,Accrued Expenses,1.87,1.87,5.63,5.63,17.12,-,16.58,-,-,-,25.99,-,-,-,19.9,-,-,-,17.55,-,Upgrade
16,Short-Term Debt,18.93,18.93,14.23,14.23,14.6,-,14.34,-,14.09,-,42.59,-,40.23,-,38.05,-,48.57,-,53,-,Upgrade
17,Current Portion of Long-Term Debt,56.6,56.6,-,-,8.28,-,7.33,-,-,-,13.13,-,-,-,0.3,-,2.5,-,0.3,-,Upgrade
18,Current Portion of Leases,0.3,0.3,0.45,0.45,0.38,-,-,-,-,-,-,-,-,-,0.07,-,0.28,-,0.56,-,Upgrade
19,Current Income Taxes Payable,44.52,44.52,53.03,53.03,62,-,56.74,-,77.07,-,80.14,-,68.57,-,65.5,-,62.69,-,60.26,-,Upgrade
20,Other Current Liabilities,156.38,156.38,30.13,30.13,22.16,-,18.17,-,37.62,-,18.11,-,43.93,-,17.56,-,25.96,-,16.73,-,Upgrade
21,Total Current Liabilities,372.55,372.55,200.46,200.46,137.57,-,125.42,-,129.6,-,227.53,-,220.84,-,207.21,-,188.86,-,175.3,-,Upgrade
22,Long-Term Debt,122.52,122.52,375.99,375.99,497.45,-,302.97,-,314.39,-,388.76,-,418.49,-,408.49,-,393.27,-,364.87,-,Upgrade
23,Long-Term Leases,-,-,0.06,0.06,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,-,Upgrade
24,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,0.22,-,0.89,-,0.89,-,1.44,-,1.44,-,Upgrade
25,Other Long-Term Liabilities,374.18,374.18,345.11,345.11,-,-,37.99,-,-,-,35.91,-,-,-,1.33,-,-,-,0.8,-,Upgrade
26,Total Liabilities,869.25,869.25,921.62,921.62,635.32,-,466.38,-,443.99,-,652.43,-,640.22,-,617.92,-,583.56,-,542.48,-,Upgrade
27,Common Stock,7.43,7.43,5.99,5.99,5.99,-,5.99,-,5.99,-,89.81,-,89.81,-,89.81,-,89.81,-,89.81,-,Upgrade
28,Additional Paid-In Capital,2246,2246,2080,2080,2080,-,2080,-,1991,-,1843,-,1843,-,1843,-,1843,-,1843,-,Upgrade
29,Retained Earnings,-1613,-1613,-1627,-1627,-1675,-,-1684,-,-1611,-,-1722,-,-1727,-,-1722,-,-1713,-,-1704,-,Upgrade
30,Comprehensive Income & Other,-46.99,-46.99,-31.62,-31.62,-50.26,-,-21.43,-,-41.86,-,17.41,-,8.58,-,3.21,-,-9.52,-,-23.76,-,Upgrade
31,Total Common Equity,594.26,594.26,427.08,427.08,359.85,380.47,380.47,344.73,344.73,227.93,227.93,-,214,213.87,213.87,-,210.16,204.87,204.87,-,Upgrade
32,Minority Interest,90.88,90.88,79.58,79.58,70.11,-,60.16,-,53.49,-,43.86,-,36.6,-,35.27,-,33.18,-,32.75,-,Upgrade
33,Shareholders' Equity,685.14,685.14,506.65,506.65,429.96,440.63,440.63,398.22,398.22,271.8,271.8,-,250.6,249.15,249.15,-,243.34,237.62,237.62,-,Upgrade
34,Total Liabilities & Equity,1554,1554,1428,1428,1065,-,907.01,-,842.21,-,924.22,-,890.81,-,867.06,-,826.9,-,780.1,-,Upgrade
35,Total Debt,198.36,198.36,390.73,390.73,521.01,324.64,324.64,328.48,328.48,444.48,444.48,-,458.72,446.92,446.92,-,444.61,418.8,418.8,-,Upgrade
36,Net Cash (Debt),-25.52,-25.52,-342.26,-342.26,-501.71,-299.07,-299.07,-280.05,-280.05,-438.42,-438.42,-,-448.04,-440.79,-440.79,-,-434.52,-416.45,-416.45,-,Upgrade
37,Net Cash Per Share,-0.00,-0.00,-0.05,-0.05,-0.08,-0.05,-0.05,-0.05,-0.05,-0.12,-0.25,-,-0.30,-0.29,-0.29,-,-0.29,-0.28,-0.28,-,Upgrade
38,Filing Date Shares Outstanding,7428,7428,5987,5987,5987,5987,5987,5987,5987,3668,5987,1497,1497,1497,1497,1497,1497,1497,1497,1497,Upgrade
39,Total Common Shares Outstanding,7428,7428,5987,5987,5987,5987,5987,5987,5987,3668,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,Upgrade
40,Working Capital,66.78,66.78,174.55,174.55,-8.19,-,-5.04,-,-57.63,-,-185.49,-,-190,-,-169.12,-,-152.58,-,-148.86,-,Upgrade
41,Book Value Per Share,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.15,0.15,-,0.14,0.14,0.14,-,0.14,0.14,0.14,-,Upgrade
42,Tangible Book Value,547.11,547.11,385.45,385.45,318.42,336.34,336.34,291.46,291.46,164.87,164.87,-,159.99,161.11,161.11,-,157.67,158.29,158.29,-,Upgrade
43,Tangible Book Value Per Share,0.07,0.07,0.06,0.06,0.05,0.06,0.06,0.05,0.05,0.11,0.11,-,0.11,0.11,0.11,-,0.11,0.11,0.11,-,Upgrade
44,Machinery,-,-,190.24,190.24,-,-,18.65,-,-,-,20.21,-,-,-,19.74,-,-,-,18.09,-,Upgrade
45,Construction In Progress,-,-,59.13,59.13,-,-,51.23,-,-,-,55.28,-,-,-,53.08,-,-,-,48.83,-,Upgrade
