,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,735,1241,1197,1036,1060,641,838,820,982,1497,1796,58,60,60,54,61,42,49,36,60,63,Upgrade
1,Market Cap Growth,93.64%,93.64%,42.76%,26.28%,7.93%,-57.20%,-53.33%,1305.13%,1540.00%,2400.00%,3233.33%,-4.88%,42.86%,21.21%,50.00%,2.50%,-33.33%,-52.86%,-67.57%,-59.60%,-74.55%,Upgrade
2,Enterprise Value,852,1662,1490,1608,1632,1000,1197,1154,1315,1979,2278,543,545,536,530,529,510,499,482,506,509,Upgrade
3,Last Close Price,0.10,0.17,0.19,0.17,0.18,0.11,0.14,0.14,0.16,0.25,0.30,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.02,0.04,0.04,Upgrade
4,PE Ratio,12.50,20.24,22.48,18.73,25.00,-,28.47,31.42,64.38,94.64,199.39,-,21.54,-,-,-3.41,-,-,-,-,-,Upgrade
5,PS Ratio,0.53,1.06,1.27,1.43,2.41,4.03,5.11,5.35,6.59,9.62,12.18,0.45,0.41,0.57,0.57,0.61,1.60,1.10,0.64,0.86,0.53,Upgrade
6,PB Ratio,1.24,1.81,1.75,2.04,2.09,1.49,1.90,1.86,2.47,3.76,6.61,0.21,-,0.24,0.22,0.25,-,0.20,0.15,0.25,-,Upgrade
7,P/TBV Ratio,2.27,2.27,2.19,2.69,2.75,2.01,2.49,2.44,3.37,5.14,10.89,0.35,-,0.37,0.33,0.38,-,0.31,0.23,0.38,-,Upgrade
8,P/FCF Ratio,3.82,3.00,3.39,3.55,7.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,3.28,3.28,3.77,4.04,8.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.72,1.41,1.59,2.22,3.71,6.28,7.29,7.53,8.83,12.72,15.45,4.23,3.76,5.07,5.58,5.30,19.45,11.13,8.60,-,4.29,Upgrade
11,EV/EBITDA Ratio,6.75,13.23,13.10,13.97,19.51,14.36,15.72,15.38,17.39,24.49,32.17,10.08,8.15,14.16,18.95,17.10,-,-134.65,61.20,-,8.32,Upgrade
12,EV/EBIT Ratio,11.88,23.18,23.31,23.39,39.04,31.28,30.81,-,34.92,45.40,67.68,-,17.46,177.88,-88.16,-232.87,-,-,-19.41,-,18.36,Upgrade
13,EV/FCF Ratio,4.42,4.02,4.23,5.51,11.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.29,0.29,0.29,0.77,0.77,1.21,0.74,0.74,0.82,0.82,1.64,1.64,-,1.83,1.79,1.79,-,1.83,1.76,1.76,-,Upgrade
15,Debt / EBITDA Ratio,1.57,1.84,1.84,2.70,2.70,8.74,2.89,17.71,3.73,3.83,4.12,21.29,-,10.01,11.15,6.16,-,70.69,8.07,-,-,Upgrade
16,Debt / FCF Ratio,1.03,0.48,0.56,1.34,2.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.69,0.72,0.89,1.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,9.43,4.26,3.99,4.59,9.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.51,0.51,0.51,0.42,0.42,0.76,-,0.55,-,0.40,-,0.11,-,0.10,-,0.11,-,0.08,-,0.05,-,Upgrade
20,Current Ratio,1.18,1.18,1.18,1.87,1.87,0.94,-,0.96,-,0.56,-,0.18,-,0.14,-,0.18,-,0.19,-,0.15,-,Upgrade
21,Return on Equity (ROE),6.96%,8.01%,23.96%,25.92%,1.44%,12.51%,16.66%,8.02%,9.86%,14.75%,-,-,-1.85%,-4.80%,-,-,-17.20%,1.83%,-,-,Upgrade,
22,Return on Assets (ROA),2.23%,2.32%,3.85%,4.42%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),3.92%,3.89%,6.13%,5.96%,1.76%,6.09%,-1.65%,4.19%,4.49%,5.98%,-,-,1.08%,0.34%,-,-,-2.23%,1.79%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),6.07%,6.07%,5.41%,5.60%,3.40%,3.45%,-,-,-,6.12%,-,-,-,0.45%,-,-0.34%,-,-,-,-,-,Upgrade
