,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,4052,4171,4522,4523,5049,4748,4807,4804,5158,4664,Upgrade
1,Other Revenue,34.51,33.15,31.43,30.96,32.62,40.84,39.67,38.47,38.62,46.12,Upgrade
2,Revenue,4087,4204,4553,4554,5081,4789,4847,4843,5196,4710,Upgrade
3,Revenue Growth (YoY),-10.25%,-7.67%,-10.39%,-4.91%,4.84%,-1.12%,-6.73%,2.81%,6.60%,-0.76%,Upgrade
4,Cost of Revenue,2903,3292,3218,3502,3618,3527,3631,3549,3872,3428,Upgrade
5,Gross Profit,1184,912.27,1336,1052,1463,1261,1216,1294,1325,1282,Upgrade
6,"Selling, General & Admin",552.8,555.96,531.78,581.7,592.03,578.81,611.09,560.34,592.16,531.6,Upgrade
7,Other Operating Expenses,305.96,-53.71,343.01,5.68,354.16,180.18,151.59,169.67,160.3,122.1,Upgrade
8,Operating Expenses,1286,957.26,1339,1063,1455,1296,1285,1243,1255,1171,Upgrade
9,Operating Income,-101.79,-44.99,-3.47,-11.36,8.16,-34.72,-68.93,50.63,69.56,111.35,Upgrade
10,Interest Expense,-96.62,-89.93,-98.75,-110.51,-126.04,-138.27,-145.38,-148.9,-143.86,-147.73,Upgrade
11,Interest & Investment Income,13.03,20.02,17.33,17.9,15.12,17.3,15.23,16.28,16.9,18.69,Upgrade
12,Currency Exchange Gain (Loss),11.27,1.68,4.43,-13.68,-11.86,4.67,10.89,18.77,-7.22,-6.44,Upgrade
13,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-0.19,Upgrade
14,EBT Excluding Unusual Items,-174.11,-113.22,-80.45,-117.65,-114.61,-151.01,-188.18,-63.22,-64.62,-24.32,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-19.84,-43,-32,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,-0.39,-2.34,-0.11,-3.33,-1.57,-0.49,-0.21,-3.32,-1.39,-2.39,Upgrade
17,Asset Writedown,-,-2.19,-,7.89,-36.56,-95.13,-33.16,-6.46,-,-8.98,Upgrade
18,Other Unusual Items,1.06,7.99,5.04,46.04,0.28,39.1,2.01,126.07,13.02,8.62,Upgrade
19,Pretax Income,-173.44,-109.76,-75.52,-67.06,-152.46,-227.36,-262.54,32.74,-52.99,-27.07,Upgrade
20,Income Tax Expense,0.75,1.49,1.03,0.04,5.16,9.35,3.94,-0.07,10.06,13.98,Upgrade
21,Earnings From Continuing Operations,-174.19,-111.25,-76.55,-67.1,-157.62,-236.72,-266.48,32.81,-63.04,-41.05,Upgrade
22,Minority Interest in Earnings,3.01,0.78,-1.64,-8.15,13,12.13,21.11,2.42,-8.99,1.42,Upgrade
23,Net Income,-171.18,-110.47,-78.19,-75.25,-144.62,-224.59,-245.38,35.22,-72.03,-39.63,Upgrade
24,Net Income to Common,-171.18,-110.47,-78.19,-75.25,-144.62,-224.59,-245.38,35.22,-72.03,-39.63,Upgrade
25,Shares Outstanding (Basic),260,260,260,260,260,260,260,260,260,260,Upgrade
26,Shares Outstanding (Diluted),260,260,260,260,260,260,260,260,260,260,Upgrade
27,EPS (Basic),-0.66,-0.42,-0.30,-0.29,-0.56,-0.86,-0.94,0.14,-0.28,-0.15,Upgrade
28,EPS (Diluted),-0.66,-0.42,-0.30,-0.29,-0.56,-0.86,-0.94,0.14,-0.28,-0.15,Upgrade
29,Free Cash Flow,200.95,371.19,463.75,334.5,437.56,582.65,274.48,657.6,503.46,489.75,Upgrade
30,Free Cash Flow Per Share,0.77,1.43,1.78,1.29,1.68,2.24,1.06,2.53,1.94,1.88,Upgrade
31,Dividend Per Share,-,-,0.020,0.020,0.030,0.020,0.030,0.050,0.050,0.050,Upgrade
32,Dividend Growth,-,-,-33.33%,0%,0%,-60.00%,-40.00%,0%,-77.27%,-77.27%,Upgrade
33,Operating Margin,-2.49%,-1.07%,-0.08%,-0.25%,0.16%,-0.72%,-1.42%,1.05%,1.34%,2.36%,Upgrade
34,Profit Margin,-4.19%,-2.63%,-1.72%,-1.65%,-2.85%,-4.69%,-5.06%,0.73%,-1.39%,-0.84%,Upgrade
35,Free Cash Flow Margin,4.92%,8.83%,10.18%,7.35%,8.61%,12.17%,5.66%,13.58%,9.69%,10.40%,Upgrade
36,EBITDA,3.1,60.04,104.39,102.97,141.98,117.02,78.03,206.11,202.69,257.1,Upgrade
37,D&A For EBITDA,104.89,105.04,107.85,114.33,133.82,151.74,146.96,155.48,133.13,145.75,Upgrade
38,EBIT,-101.79,-44.99,-3.47,-11.36,8.16,-34.72,-68.93,50.63,69.56,111.35,Upgrade
