,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,449.28,506.29,586.1,665.5,549.24,473.03,345.2,543.17,-,665.87,353.16,376.73,339.61,267,325.95,396.37,1890,2063,2086,2780,Upgrade
1,Cash & Short-Term Investments,449.28,506.29,586.1,665.5,549.24,473.03,345.2,543.17,-,665.87,353.16,376.73,339.61,267,325.95,396.37,1890,2063,2086,2780,Upgrade
2,Cash Growth,-18.20%,7.03%,69.78%,22.52%,-,-28.96%,-2.25%,44.18%,-,149.39%,8.35%,-4.96%,-82.03%,-87.06%,-84.37%,-85.74%,10.09%,36.15%,7.09%,17.50%,Upgrade
3,Accounts Receivable,856.16,837.36,731.41,692.96,724.21,543.66,643.66,655.54,-,396.89,474.11,392.05,284.01,276.82,382.43,267.78,345.79,392.65,345.91,306.58,Upgrade
4,Other Receivables,93.16,96.94,89.45,123.88,37.41,38.51,33.65,47.6,-,35.63,2146,2248,16.61,21.32,28.76,21.93,18.44,24.99,19.83,44.23,Upgrade
5,Receivables,949.31,934.29,820.87,816.85,761.63,582.16,677.31,703.14,-,432.52,2620,2640,300.62,298.14,411.19,289.71,364.22,417.64,365.74,350.81,Upgrade
6,Inventory,523.25,511.65,655.63,629.93,413.76,598.1,884.24,868.67,-,966.81,594.78,631.54,715.5,661.81,830.95,855.18,1092,1083,958.1,1025,Upgrade
7,Other Current Assets,45.44,20.73,41.37,26.29,44.67,28.65,57.74,23.81,-,83.3,358.85,161.29,282.97,143.53,171.46,100,102.76,105.15,141.07,92.55,Upgrade
8,Total Current Assets,1967,1973,2104,2139,1769,1682,1964,2139,-,2148,3927,3810,1639,1370,1740,1641,3449,3668,3550,4248,Upgrade
