,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Cash & Equivalents,46.12,119.9,134.73,216.35,143.11,149.9,162.24,196.29,176.71,212.44,211.53,184.61,98.59,50.47,237.49,65.47,61.74,56.42,314.68,47.16,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,Upgrade
2,Trading Asset Securities,40,10,10,-,-,-,-,0.02,-,-,-,30,105,162,-,217,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,86.12,129.9,144.73,216.35,143.11,149.9,162.24,196.31,176.71,212.44,211.53,214.61,203.59,212.47,237.49,282.47,61.74,56.42,314.68,50.16,Upgrade
4,Cash Growth,-39.82%,-13.34%,-10.79%,10.21%,-19.02%,-29.44%,-23.30%,-8.52%,-13.20%,-0.01%,-10.93%,-24.03%,229.73%,276.58%,-24.53%,463.19%,-,64.29%,488.59%,-6.19%,Upgrade
5,Accounts Receivable,324.47,329.04,302.39,280.27,276.93,275.57,262.57,253.06,257.78,292.14,293.2,306.77,319.17,321.9,303.96,264.47,224.2,213.02,187.58,168.92,Upgrade
6,Other Receivables,7.5,2.9,8.03,7.03,5.94,6.81,12.44,10.77,7.87,2.64,1.74,1.78,2.46,4.32,5.37,5.52,3.27,1.9,1.15,0.65,Upgrade
7,Receivables,331.97,331.93,310.42,287.3,282.87,282.38,275.01,263.84,265.65,294.77,294.94,308.55,321.63,326.22,309.33,269.99,227.48,479.92,188.74,169.57,Upgrade
8,Inventory,164.51,163.9,166.02,150.81,163.76,161.05,168.36,139.04,137.14,140.14,151.63,134.37,136.31,134.2,127.71,110.09,77.22,74.99,81.04,72.21,Upgrade
